Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"29,479.76"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"30,829.01"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33484936,"32,273.39"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"33,291.79"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"34,348.90"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33484930,"34,965.93"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"35,549.61"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"35,594.03"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,"36,457.09"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"36,780.52"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"37,696.21"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"38,028.70"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"39,055.21"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"46,155.86"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"47,810.13"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"48,595.35"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"48,750.00"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"49,078.73"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"50,953.90"
31/08/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,33484924,"54,166.67"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"55,374.54"
31/08/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33484973,"55,621.92"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"56,346.88"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"59,956.19"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"61,146.28"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"63,304.09"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33484938,"63,836.05"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"73,667.09"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"74,865.40"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33484930,"75,708.58"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"76,451.31"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"77,300.12"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"79,496.79"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"80,141.49"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"84,183.20"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"84,674.07"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"87,373.57"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"90,000.00"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"107,481.26"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"115,794.56"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"118,272.54"
31/08/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"131,477.58"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"135,337.56"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"164,360.21"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"190,038.23"
