Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33074040,"4,868.35"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33074014,"4,917.00"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"4,958.31"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33074029,"4,997.06"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33074043,"5,090.37"
31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"5,136.38"
31/07/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33091138,"5,203.46"
31/07/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"5,209.13"
31/07/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"5,224.23"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,33091135,"5,313.50"
31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33229335,"5,317.07"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"5,324.81"
31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33074006,"5,364.33"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"5,454.96"
31/07/2020,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"5,518.29"
31/07/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"5,518.51"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"5,523.94"
31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33229346,"5,676.67"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"5,682.39"
31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33229329,"5,783.43"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33074033,"5,783.61"
31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"5,794.15"
31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"5,828.15"
31/07/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33229344,"5,828.15"
31/07/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"5,828.15"
31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33229329,"5,927.51"
31/07/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"5,991.67"
31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"6,013.75"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"6,029.13"
31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR KNIGHT,33248130,"6,029.13"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"6,082.80"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33074040,"6,145.83"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"6,295.80"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33074021,"6,323.68"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33074033,"6,364.80"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33074021,"6,375.00"
31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33074033,"6,554.00"
31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"6,580.00"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33074029,"6,582.60"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33074006,"6,663.70"
31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33074029,"6,694.00"
31/07/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"6,714.25"
31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33074006,"6,746.00"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"6,782.75"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"6,832.20"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"6,858.08"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"6,927.06"
31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"6,983.56"
31/07/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"6,990.29"
31/07/2020,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"7,115.56"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33074006,"7,386.45"
31/07/2020,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33248132,"7,429.08"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33091138,"7,450.00"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33074055,"7,455.30"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33074055,"7,601.40"
31/07/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33091138,"7,604.45"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"7,631.83"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"7,677.46"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33074043,"7,842.88"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33074055,"7,866.67"
31/07/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"7,912.58"
31/07/2020,C&M-APMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33091141,"7,944.30"
31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"8,181.63"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33074016,"8,232.14"
31/07/2020,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"8,264.97"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"8,328.00"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"8,328.60"
31/07/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"8,430.84"
31/07/2020,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"8,557.20"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33074031,"8,796.60"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"8,798.50"
31/07/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"8,837.40"
31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33248132,"8,909.00"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33074031,"8,957.91"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"8,994.33"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"9,098.00"
31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33074021,"9,157.57"
31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"9,586.71"
31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33229329,"9,600.00"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"9,759.59"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33074016,"9,846.00"
31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"10,597.68"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"10,726.20"
31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,"3
WESTBURY ROAD MEDICAL PRACTICE",33248133,"11,025.00"
31/07/2020,C&M-APMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"11,098.91"
31/07/2020,C&M-APMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"11,204.87"
31/07/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33074033,"11,250.00"
31/07/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"11,445.46"
31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"11,830.00"
31/07/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"12,022.20"
31/07/2020,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"12,449.35"
31/07/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33248133,"12,496.52"
31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"13,388.64"
31/07/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"13,544.62"
31/07/2020,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"13,818.81"
31/07/2020,C&M-APMS Prem Service Charges,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"14,108.84"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"14,491.67"
31/07/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"14,565.92"
31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"14,931.76"
31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"16,504.35"
31/07/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"16,994.65"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"17,441.67"
31/07/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"17,535.14"
31/07/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33091138,"18,100.27"
31/07/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33091141,"18,403.61"
31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"18,409.27"
31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"18,450.00"
31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"21,367.36"
31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"21,369.00"
31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"23,340.09"
31/07/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"23,351.86"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33229332,"24,721.63"
31/07/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"26,074.05"
31/07/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"26,902.00"
31/07/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"28,123.86"
31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"28,195.56"
31/07/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33142710,"28,370.74"
31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"29,059.63"
31/07/2020,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - OTHER,LONDON BOROUGH OF NEWHAM,33133380,"30,000.00"
31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,LOOK AHEAD CARE & SUPPORT LTD,33082414,"30,975.38"
31/07/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"31,612.20"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33074012,"32,273.39"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33248133,"32,845.18"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS 
FOUNDATION TRUST",33050037,"32,896.96"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION 
TRUST",33050205,"33,239.64"
31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33229344,"33,324.48"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33074046,"34,660.73"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33074048,"34,860.86"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33074026,"36,457.09"
31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SAMUEL & DR KHAN,33229344,"37,676.04"
31/07/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"38,003.73"
31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,33002443,"38,021.06"
31/07/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,ACCELERATE CIC,33182606,"38,750.00"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33229342,"38,924.00"
31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,33002429,"38,978.66"
31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,33002440,"39,753.06"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MARKET STREET HEALTH GROUP,33091136,"40,279.67"
31/07/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,33091140,"41,654.13"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33050193,"43,634.16"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST LUKES HEALTH CENTRE,33229359,"43,796.65"
31/07/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33142710,"43,826.22"
31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33229344,"45,924.04"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33074004,"46,155.86"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STAR LANE MEDICAL CENTRE,33074036,"46,348.13"
31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,COMMUNITY HEALTH PARTNERSHIPS LTD,33237682,"48,433.62"
31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,COMMUNITY HEALTH PARTNERSHIPS LTD,33237686,"48,433.62"
31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,BPAS,33002445,"48,961.20"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33074010,"49,078.73"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33229346,"51,619.10"
31/07/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),33091141,"51,752.14"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STRATFORD HEALTH CENTRE,33091138,"52,330.94"
31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,33091124,"54,166.67"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33091138,"55,374.54"
31/07/2020,FM Computer Contracts,PRIMARY CARE IT,NHS NEL CSU,33002437,"55,459.13"
31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33091141,"55,621.92"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,33229351,"58,286.83"
31/07/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,LIBERTY BRIDGE ROAD PRACTICE,33091139,"59,346.63"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33248132,"60,353.66"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33050200,"60,996.45"
31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SANGAM GP SURGERY,33091137,"62,339.53"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33074040,"63,091.92"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33074021,"63,304.09"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33050026,"63,543.06"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33074014,"63,836.05"
31/07/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ST JOSEPHS HOSPICE,33001663,"63,906.00"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33229335,"64,381.22"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,33050177,"64,765.89"
31/07/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33186184,"66,326.00"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION 
TRUST",33050030,"68,763.78"
31/07/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33142710,"69,697.51"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33248130,"70,430.10"
31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33074016,"74,123.79"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33229344,"74,567.84"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33074024,"74,865.40"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33050171,"75,617.32"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33091134,"75,708.58"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33074043,"76,451.31"
31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33229329,"77,006.98"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33074033,"77,300.12"
31/07/2020,Programme Support Costs,PROGRAMME PROJECTS,I SUPPORT BEHAVIOUR LTD,33106012,"77,996.60"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33050173,"79,386.76"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33074029,"79,496.79"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,33050189,"82,813.53"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"84,183.20"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33074006,"84,674.07"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33091137,"87,373.57"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33050197,"91,723.12"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33074008,"97,393.51"
