Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"17,441.67"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"10,597.68"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"3,130.93"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"20,310.58"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"135,337.56"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"2,483.81"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"14,491.67"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"2,218.67"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"9,098.00"
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"1,797.24"
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33818054,"1,687.22"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"1,455.89"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"9,053.59"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"59,956.19"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"1,107.18"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"6,145.83"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33818056,"4,868.35"
30/09/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"2,600.15"
30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"131,477.58"
30/09/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"5,209.13"
30/09/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"2,593.79"
30/09/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,33818058,"5,388.75"
30/09/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"2,139.65"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33818058,"5,523.94"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"11,728.38"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"76,451.31"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"1,434.28"
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"38,007.65"
30/09/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,76.29
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"1,974.51"
30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,599.51
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33818060,"5,090.37"
30/09/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818061,"-2,292.52"
30/09/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818061,"-1,122.14"
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818061,"-16,506.44"
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818061,"-16,644.19"
30/09/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"1,100.00"
30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"55,621.92"
30/09/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"3,792.84"
30/09/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"1,888.57"
30/09/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),33818062,"3,923.63"
30/09/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,905.19
30/09/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"1,400.00"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33818062,"3,061.75"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33818064,"5,209.74"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33818064,"34,660.73"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33818064,637.11
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33818064,"2,058.33"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33818064,"2,610.11"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,"5,332.40"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,"34,860.86"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,652.11
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,"4,808.34"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,"2,037.58"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,33818066,"2,520.46"
30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818067,"-257,632.74"
30/09/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818067,"-17,109.36"
30/09/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818067,"-2,547.93"
30/09/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818067,"-3,302.92"
30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818067,"-3,630.94"
30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818068,"386,449.11"
30/09/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818068,"11,406.24"
30/09/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818068,"3,500.00"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (CARPENTERS ROAD MEDICAL),33818068,"7,750.48"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"15,130.42"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"100,406.59"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"1,850.32"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"12,597.50"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"2,901.33"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33820302,"7,455.30"
30/09/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,"-5,909.94"
30/09/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,"-2,737.34"
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,-132.54
30/09/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,"-10,576.26"
30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,"-11,357.23"
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820303,-46
30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"162,881.09"
30/09/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"5,224.23"
30/09/2020,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"3,485.01"
30/09/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"2,601.31"
30/09/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,"2
LIBERTY BRIDGE ROAD PRACTICE",33820304,"5,404.38"
30/09/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"2,333.50"
30/09/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"3,115.83"
30/09/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"2,443.57"
30/09/2020,C&M-APMS Prem Service Charges,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"14,108.84"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33820304,"5,324.81"
30/09/2020,Building Contracts,PROGRAMME PROJECTS,HEALTH & CARE SPACE NEWHAM LTD,33854552,"172,732.26"
30/09/2020,Building Contracts,PROGRAMME PROJECTS,HEALTH & CARE SPACE NEWHAM LTD,33854552,"34,546.45"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33859263,"-43,967.00"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33859439,"66,068.00"
30/09/2020,Programme Support Costs,PROGRAMME PROJECTS,NHS TOWER HAMLETS CCG,33859563,"113,207.50"
30/09/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33867224,"42,468.00"
30/09/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33867228,"-173,637.00"
30/09/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33867231,"-60,840.00"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,33868306,"445,936.57"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33868307,"18,397,739.11"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION 
TRUST",33868308,"68,763.78"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33868309,"7,586,632.95"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33868310,"32,896.96"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33868312,"366,664.03"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33868313,"935,735.75"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33868315,"75,617.32"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33868317,"79,386.76"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,33868320,"64,765.89"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33868322,"1,318,619.81"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33868325,"466,040.27"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,33868328,"82,813.53"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33868329,"43,634.16"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33868331,"91,723.12"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33868332,"60,996.45"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION 
TRUST",33868334,"33,239.64"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",33868336,"365,947.56"
30/09/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33882055,"70,041.00"
30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33882066,"130,651.00"
30/09/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33891332,696
30/09/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33891332,"73,258.55"
30/09/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33891332,"1,051.00"
30/09/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33891332,"45,279.81"
30/09/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33891332,"28,214.22"
30/09/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33891332,"-3,160.12"
30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33893237,"63,543.06"
30/09/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,33936718,"-157,621.00"
30/09/2020,Service Charge,ESTATES AND FACILITIES,UNEX INVESTMENT TRUST LTD,33946039,"11,416.80"
30/09/2020,Service Charge,ESTATES AND FACILITIES,UNEX INVESTMENT TRUST LTD,33946039,"57,084.00"
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ABBEY ROAD HEALTH CENTRE,33955950,287.48
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"77,006.98"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"6,613.77"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"1,403.23"
30/09/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,607.7
30/09/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"9,600.00"
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"1,497.00"
30/09/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,16.12
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,33955950,"5,783.43"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,"24,721.63"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,"2,140.63"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,454.17
30/09/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,"4,202.50"
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,"1,497.00"
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,33955953,"2,288.94"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"64,381.22"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"5,507.98"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"1,168.62"
30/09/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"24,120.30"
30/09/2020,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,62.15
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"1,253.06"
30/09/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,380.46
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,33955957,"4,536.68"
30/09/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"5,828.15"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"70,430.10"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"6,226.94"
30/09/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"2,902.02"
30/09/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR KNIGHT,33955961,"6,029.13"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"1,321.16"
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,33955961,"4,182.00"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,"38,924.00"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,"3,320.63"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,704.53
30/09/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,"2,950.00"
30/09/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,421.24
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,33955964,"2,653.84"
30/09/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"5,828.15"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"74,567.84"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"6,565.96"
30/09/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"2,902.02"
30/09/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SAMUEL & DR KHAN,33955966,"6,029.13"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"1,393.09"
30/09/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"15,308.01"
30/09/2020,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,55.91
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"1,033.81"
30/09/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,142.28
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,33955966,"4,726.01"
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS PR DUBAL & N PATEL,33955968,"1,330.13"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,"51,619.10"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,"4,467.63"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,947.89
30/09/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,"5,676.67"
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,"1,522.94"
30/09/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,253.33
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,33955968,"4,346.84"
30/09/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,33955971,694.59
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33955971,"45,000.00"
30/09/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33955971,87.52
30/09/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MARKET STREET HEALTH GROUP,33955973,282.22
30/09/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33955973,"4,396.00"
