Date,Expense area,expense type,Supplier,Transaction Number,Amount
30/04/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),31813071,"1,859.99"
30/04/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),31813071,"3,777.13"
30/04/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),31813071,"6,365.39"
30/04/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,31813072,"5,690.82"
30/04/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,31813072,"34,494.10"
30/04/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,31813072,634.52
30/04/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,31813072,"2,058.33"
30/04/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,31813073,"6,265.40"
30/04/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,31813073,"35,103.62"
30/04/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,31813073,980
30/04/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,31813073,701.53
30/04/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,31813073,"4,808.34"
30/04/2020,VAT Reclaim <1Yr,BALANCE SHEET,HMRC,31835864,"67,713.50"
30/04/2020,Computer Software/License,PRIMARY CARE IT,ACCURX LTD,31859268,"32,928.00"
30/04/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31868902,562
30/04/2020,Income tax <1Yr,BALANCE SHEET,HMRC,31868902,"114,303.85"
30/04/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31868902,870
30/04/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,31868902,"41,695.07"
30/04/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,31868902,"27,886.39"
30/04/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,31868902,"-2,325.43"
30/04/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH LTD,31873838,"32,851.12"
30/04/2020,Audit Fees: Statutory,FINANCE,KPMG LLP,31876576,"35,940.00"
30/04/2020,Professional Fees,PROGRAMME PROJECTS,ASTON MANSFIELD CHARITABLE TRUST,31886006,"35,598.76"
30/04/2020,Computer Hardware Purch,PROGRAMME PROJECTS,EGTON MEDICAL INFORMATION SYSTEMS LTD,31909714,"122,346.00"
30/04/2020,Hcare Srv Rec NHS Trust-Contract Variation,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31939133,"-1,000,000.00"
30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31951969,"90,936.00"
30/04/2020,Hcare Srv Rec NHS Trust-Contract Variation,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31951970,"1,000,000.00"
30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31951971,"153,440.00"
30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31951972,"86,000.00"
30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31951973,"124,000.00"
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ABBEY ROAD HEALTH CENTRE,31973023,"1,634.08"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"76,498.85"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"4,069.89"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"1,401.42"
30/04/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"1,800.00"
30/04/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"9,600.00"
30/04/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"1,497.00"
30/04/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,169.66
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABBEY ROAD HEALTH CENTRE,31973023,"5,009.64"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,31973024,"24,689.27"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,31973024,"1,472.72"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,31973024,448.58
30/04/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,31973024,"4,202.50"
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BIRCHDALE ROAD MEDICAL CENTRE,31973024,"2,220.20"
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AZAD PRACTICE ACCOUNT,31973025,"2,052.76"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,31973025,"64,222.46"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,31973025,"3,462.65"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,31973025,"1,178.64"
30/04/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,31973025,300
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AZAD PRACTICE ACCOUNT,31973025,"4,443.61"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,31973027,"70,928.10"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,31973027,"3,787.90"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,31973027,"1,213.17"
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KNIGHT,31973027,"3,686.22"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"38,849.79"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"2,220.88"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,723.07
30/04/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"2,950.00"
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"2,433.94"
30/04/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"18,099.66"
30/04/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR S RAFIQ,31973029,"19,101.25"
30/04/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"5,844.71"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"75,283.39"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"3,931.44"
30/04/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"2,910.26"
30/04/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SAMUEL & DR KHAN,31973030,"6,021.00"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"1,350.63"
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SAMUEL & DR KHAN,31973030,"4,411.54"
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS PR DUBAL & N PATEL,31973031,"1,003.04"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,"51,600.65"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,"2,712.03"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,903.26
30/04/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,"1,522.94"
30/04/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,165.52
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS PR DUBAL & N PATEL,31973031,"4,135.20"
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"1,313.30"
30/04/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"58,677.71"
30/04/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"3,052.81"
30/04/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"1,028.28"
30/04/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,161.38
30/04/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"4,240.07"
30/04/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,LORD LISTER HEALTH CENTRE DR DRIVER,31973032,"1,614.92"
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LEYTONSTONE HIGH ROAD,31973033,203.54
