Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,"28,531.45"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"29,278.81"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"29,717.31"
30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"30,624.93"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"31,792.99"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,32674000,"31,911.32"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,32674039,"34,494.10"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,32674041,"35,103.62"
30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"35,231.07"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"35,553.29"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"35,943.84"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"35,944.87"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,"36,354.01"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673992,"36,750.81"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"36,819.57"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"41,006.20"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"41,545.31"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,32654104,"43,634.16"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"44,662.78"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,32673990,"46,314.53"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"47,926.12"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,"49,150.16"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"52,793.30"
30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,32673988,"54,166.67"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"55,551.08"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"56,988.32"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"60,197.68"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32654111,"60,996.45"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,32654055,"63,543.06"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"63,602.30"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,32674002,"63,742.21"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,32654084,"64,765.89"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"74,665.35"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32654076,"75,617.32"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,32673994,"76,108.84"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,"77,562.94"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,32674022,"78,222.73"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32654079,"79,386.76"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,32674019,"79,824.96"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"80,121.41"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,32654100,"82,813.53"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673992,"84,643.91"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"84,836.13"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"87,154.37"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32654109,"91,723.12"
30/06/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"94,403.31"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"100,927.39"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"106,316.98"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"109,210.07"
30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"131,477.58"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"135,068.01"
30/06/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,32672184,"157,621.00"
30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"164,602.19"
30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"298,571.40"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,32654095,"466,040.27"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,32654089,"1,318,619.81"
30/06/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,32654061,"7,586,632.95"
30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32654052,"18,397,739.11"
