Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Items Pending Investigation,Ichnt Balance Sheet,Uni Hospital Southampton Nhs Ft,4179924,"33,120.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Jac - Stock,Balance Sheet St Marys,Amgen Ltd,4193253,"48,408.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4193267,"206,112.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4193650,"69,399.78"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Lloyds Resale Of Drugs,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4179925,"169,356.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4191282,"2,674,998.14"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Med & Surg Maint Contract,Div Of Med & Integrated Care,Uni Hospital Southampton Nhs Ft,4193015,"33,120.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4192858,"855,123.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Other Research Exp - Pay,Office Of Chief Executive,Imperial College Of Science Tech And Medicine,4178474,"50,000.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Printing Costs,Estates Directorate,Technical Initiatives Uk Ltd [Cs],4188907,"33,180.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4187995,"67,139.83"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4187996,"81,209.12"
Department of Health,Imperial College Healthcare NHS Trust,20/05/2020,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,4192074,"17,557,671.73"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Cleaning Equipment,Estates Directorate,Vermop Uk Ltd,4175023,"156,789.50"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29157,"110,559.06"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29158,"105,084.57"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29332,"123,687.60"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Computer Hardware Purch,Information & Comms Technology,Cerner Ltd,4084419,"104,182.46"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Contr Photocopier Rental,Information & Comms Technology,Canon (Uk) Ltd,4181527,"220,693.80"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Aecom,4196256,"81,694.50"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Hosting Service Expenses,Nhs Elect,Insource Select Ltd,4196423,"262,500.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Items Pending Investigation,Ichnt Balance Sheet,King'S College London,4161132,"27,420.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Med & Surg Equip General,Pandemic Planning,Butterfly Network Inc,4184791,"34,836.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Med & Surg Equip Leases,Div Of Med & Integrated Care,De Lage Landen Leasing Limited,4123475,"34,236.30"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Med & Surg Maint Contract,"Div Of Surg, Cardiov & Cancer",Supply Chain Coordination Ltd (Sccl) ( 201),4191485,"81,506.40"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4178221,"96,011.71"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4190317,"27,000.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4034116,"94,154.67"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4176486,"52,796.96"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4172759,"112,825.10"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4173750,"28,313.73"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4173142,"1,445,875.07"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4187737,"1,445,875.07"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Other Transport Costs,Pandemic Planning,Starcross Trading Ltd T/A Bears,4172849,"60,305.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Rent,"Div Of Surg, Cardiov & Cancer",Nhs Property Services Ltd,4137776,"37,701.10"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Rent,"Div Of Surg, Cardiov & Cancer",Nhs Property Services Ltd,4165169,"30,449.49"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4191560,"71,795.85"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4191561,"78,225.00"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4191562,"59,631.37"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4195048,"72,200.09"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4195049,"71,853.65"
Department of Health,Imperial College Healthcare NHS Trust,21/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4195050,"49,654.71"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,4197574,"35,865.49"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cleaning Materials,Estates Directorate,Synergy Health Managed Services Ltd,4197918,"48,861.02"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Computer Software/License,Information & Comms Technology,Oracle Corporation Uk Ltd,4197791,"71,815.19"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Metricab Power Engineering Ltd,4178351,"30,000.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4190790,"31,560.97"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4190792,"31,560.97"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4188903,"220,800.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4192842,"86,400.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4192849,"103,200.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4192855,"278,400.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Temple Lifts Ltd [Cs],4184607,"41,808.71"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4197919,"36,012.02"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4197921,"35,642.80"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Ic Pay Rechge In: Admin & Mgmt,Medical Director Summary,Imperial College London,4198076,"28,240.16"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4195686,"35,851.20"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4197223,"60,480.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4198077,"91,245.60"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4198078,"31,935.96"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Gilead Sciences Ltd,4197200,"33,532.30"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Jac - Stock,Balance Sheet St Marys,Gilead Sciences Ltd,4197201,"32,546.05"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,29616,"80,207.79"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,29500,"34,452.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Mobile Phones,Div Of Women & Clin Support,Icnh Limited T/A Dr Doctor,4188921,"44,588.40"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Purch Hcare Independent Sector,"Div Of Surg, Cardiov & Cancer",Parkside Hospital,4197146,"48,396.24"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4137787,"78,000.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4137807,"60,195.75"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4165205,"78,000.00"
Department of Health,Imperial College Healthcare NHS Trust,26/05/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4165215,"78,000.00"
Department of Health,Imperial College Healthcare NHS Trust,28/05/2020,Cnst Contributions,Other Hq Departments,Nhs Litigation Authority,4199441,"3,580,621.90"
Department of Health,Imperial College Healthcare NHS Trust,28/05/2020,Insurance Costs,Office Of Chief Executive,Nhs Litigation Authority,4199441,"52,184.30"
Department of Health,Imperial College Healthcare NHS Trust,28/05/2020,Rates,Estates Directorate,City Of Westminster,4199438,"160,664.00"
Department of Health,Imperial College Healthcare NHS Trust,28/05/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4199439,"199,500.00"
Department of Health,Imperial College Healthcare NHS Trust,28/05/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4199440,"212,800.00"
