Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,amount
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Phone Rental And Calls,Information & Comms Technology,Colt Technology Services,4222703,33175.38
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Services Received - Nhsts,Div Of Women & Clin Support,London North West Univ Healthcare Nhs Trust,4172355,92374.29
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Srvcsrecd-Other Nhs,Finance Directorate,Salford Royal Nhs Foundation Trust,4182508,31147
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Srvcsrecd-Other Nhs,Pathology,Micropathology Ltd,30499,29180
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Sterile Products,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,3923649,38880
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4207764,101393.3
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4214219,104081.95
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4218361,110000.79
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4218362,69078.15
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4218364,91565.46
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4222416,83356.94
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4222417,109885.94
Department of Health,Imperial College Healthcare NHS Trust,21/07/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4222418,197045.54
Department of Health,Imperial College Healthcare NHS Trust,22/07/2020,Computer Software/License,Medical Director Summary,Uptodate Inc,4226317,105137.74
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Cnst Contributions,Other Hq Departments,Nhs Litigation Authority,4226173,3580621.9
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Computer Software/License,Information & Comms Technology,Cerner Ltd,4222466,288402.32
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Consultancy Fees,Estates Directorate,The Retearn Group Limited,4219721,63660
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Contr Photocopier Rental,Information & Comms Technology,Canon (Uk) Ltd,4217723,162000
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Xpertex Ltd,4217597,31802.69
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4187579,154812.2
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4214807,70155.2
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4214808,162679.6
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Ext Contract - Patient Travel,Pandemic Planning,Falck Uk Ambulance Service Limited,4221415,40778.87
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4192408,32936.4
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Insurance Costs,Office Of Chief Executive,Nhs Litigation Authority,4226173,52184.3
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4226095,35942.4
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Lease Charges,Estates Directorate,Jlatotal Care Ltd,4211170,38016
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Tp Leasing Ltd,4217139,53670.58
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Other Transport Costs,Pandemic Planning,Dhl Supply Chain  (Former Excel),4210774,127020.47
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4226612,199500
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4226613,212800
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Service Charge,Pathology,Getinge Uk Ltd,30785,63051.6
Department of Health,Imperial College Healthcare NHS Trust,23/07/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4225255,29697.74
Department of Health,Imperial College Healthcare NHS Trust,27/07/2020,Gbs - Acc Pay Payment Bank,Smh Banks Summary,Nhs South Central & West Csu,4228187,32360
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4222465,40308.84
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Equip Maint Contracts,Estates Directorate,Cbre Managed Services Ltd,4227690,36616.07
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Ext Contr Oth Hotel Srv,Pandemic Planning,Dorsett London Hotel Limited,4225826,86526
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Ic Library Expenditure,Medical Director Summary,Imperial College London,4219160,100178.39
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4019002,46566.47
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4039782,45280.68
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4226668,62503.24
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4228339,107650.8
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Nhs Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Buckinghamshire Healthcare Nhs Trust,4162628,41413.7
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Gen Supplies & Srv,Pandemic Planning,Whi Safeguard Limited,4211478,27081
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Gen Supplies & Srv,Pandemic Planning,Whi Safeguard Limited,4222311,45253
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4210164,41348.84
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4219724,1502656
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,London North West Univ Healthcare Nhs Trust,4226085,344266
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Pay,"Div Of Surg, Cardiov & Cancer",Imperial College London,3972640,42229.16
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Pay,"Div Of Surg, Cardiov & Cancer",Imperial College London,4222152,25087.15
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4219707,27773.57
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4215524,1445875.07
Department of Health,Imperial College Healthcare NHS Trust,28/07/2020,Services Received - Nhsts,"Div Of Surg, Cardiov & Cancer",Buckinghamshire Healthcare Nhs Trust,4091055,43783.02
Department of Health,Imperial College Healthcare NHS Trust,30/07/2020,Acton Housing Association,Ichnt Balance Sheet,A2dominion Housing Group Ltd,4207926,102596.3
