Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4321535,40308.84
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4321536,53745.12
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Computer Software/License,Information & Comms Technology,Cerner Ltd,4322903,288402.32
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4305361,72599.7
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Consultancy Fees,Finance Directorate,Salford Royal Nhs Foundation Trust,4321105,31147
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Amber Group Limited,4321650,41617.25
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Vista Maintenance Services Limited,4320579,47190
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4323290,158400
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Pa Consulting Services Ltd,4303478,51648
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4313617,260215.73
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4296967,37367.8
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dist Award - Local Cea,Div Of Med & Integrated Care,Imperial College London,4322877,34252.69
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4322877,102724.93
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,4322877,73932.27
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,4322877,39407.86
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4322877,167126.65
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4322877,362557.73
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4322877,82394.22
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Ic Pay Recharge In: Med,Pathology,Imperial College London,34820,33543.4
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4322337,32342.69
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4322409,30802.56
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316976,45221.84
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316981,56423.16
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316983,50364.8
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316984,44747.37
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316985,37270.09
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316987,62063.66
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 201),4316989,61163.07
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Women & Clin Support,Supply Chain Coordination Ltd (Sccl) ( 201),4316976,34785.96
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Women & Clin Support,Supply Chain Coordination Ltd (Sccl) ( 201),4316982,58894.75
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Women & Clin Support,Supply Chain Coordination Ltd (Sccl) ( 201),4316985,46274.45
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Med & Surg Maint Contract,Div Of Women & Clin Support,Supply Chain Coordination Ltd (Sccl) ( 201),4316986,31436.35
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Nhs Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",University College London Hospitals Nhs Ft,4321087,25686
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Other Transport Costs,Pathology,Dhl Supply Chain  (Former Excel),34798,34322.28
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4323351,98944.41
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4250464,92693.91
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4250468,109801.63
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4250479,98109.51
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4250484,96724.73
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4252392,100898.76
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325782,102680.26
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325783,143025.77
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325784,113360.45
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325785,144840.09
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325786,163495.87
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325787,122363.26
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325788,138293.13
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325789,111605.74
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325790,138813.52
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325791,102328.52
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325792,182870.73
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325793,113690.49
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325794,174884.21
Department of Health,Imperial College Healthcare NHS Trust,27/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4325795,157559.9
