Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Aecom,4230616,"78,145.50"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Aecom,4235596,"38,454.26"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4251120,"26,377.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Gbs - Main Bank Account,Ichnt Balance Sheet,London Borough Hammersmith & Fulham,4256801,"199,500.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Gbs - Main Bank Account,Ichnt Balance Sheet,London Borough Hammersmith & Fulham,4256802,"212,800.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Jac - Stock,Balance Sheet St Marys,Jazz Pharmaceuticals Uk Limited [Ph],4255603,"39,420.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Nhs Pay Recharge In: Med,Div Of Women & Clin Support,Great Ormond Street Hosp For Children Nhs Ft,4138324,"57,926.09"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4230781,"49,200.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Postage & Carriage,Information & Comms Technology,Xerox (Uk) Ltd,4173967,"112,454.40"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4256826,"199,500.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4256827,"212,800.00"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Rent,Estates Directorate,Metropolitan Thames Valley,4235870,"47,211.66"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Staff Location/Bleeps,Information & Comms Technology,M&S Medicom,4256435,"47,224.20"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4199452,"83,691.34"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4227989,"97,960.86"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4248745,"81,866.74"
Department of Health,Imperial College Healthcare NHS Trust,22/09/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4248746,"94,184.07"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,26050,"121,008.36"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,28581,"283,189.15"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29331,"285,834.82"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,30415,"47,219.80"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,31003,"32,415.98"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,31004,"180,702.72"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,31227,"281,786.52"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Computer Maintenance,Pathology,Sunquest Information Systems (Europe) Ltd,32133,"369,377.10"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Computer Software/License,Information & Comms Technology,3m United Kingdom Plc,4251848,"43,371.60"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Consultancy Fees,Information & Comms Technology,Guys And St Thomas Nhs Foundation Trust,4238789,"25,704.00"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cbre Managed Services Ltd,4257889,"1,298,284.26"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4254048,"387,680.40"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4248169,"211,251.55"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4248483,"187,357.46"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4247863,"41,661.90"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Infratech Hardware Limited,4242388,"51,876.64"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Michelmores Llp,4256012,"38,906.40"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4245254,"37,688.12"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Dist Award - Local Cea,Div Of Med & Integrated Care,Imperial College London,4257902,"33,244.15"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4257902,"102,716.89"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,4257902,"74,641.74"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,4257902,"37,011.41"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Drugs Nhs,Div Of Women & Clin Support,Nhs Business Services Authority,4256818,"37,257.52"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4257902,"203,476.79"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4257902,"367,481.24"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4257902,"79,638.13"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,32195,"43,174.83"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4257310,"55,036.80"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4250604,"2,491,243.55"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Med & Surg Equip General,Pathology,Abbott Laboratories Ltd,29951,"35,950.00"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Minor Works,Pandemic Planning,Cbre Managed Services Ltd,4257889,"52,531.30"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Postage & Carriage,Div Of Women & Clin Support,Xerox (Uk) Ltd,4217281,"47,152.64"
Department of Health,Imperial College Healthcare NHS Trust,24/09/2020,Rent,"Div Of Surg, Cardiov & Cancer",Hanwell Health Centre,4254643,"37,106.82"
Department of Health,Imperial College Healthcare NHS Trust,29/09/2020,Laboratory Equipment,Pathology,Bio-Rad Laboratories Ltd,4261433,"196,411.51"
