Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,22/10/2020,Med & Surg Equip General,Div Of Med & Integrated Care,Supply Chain Coordination Ltd (Sccl) ( 905),4274169,"752,535.36"
Department of Health,Imperial College Healthcare NHS Trust,22/10/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Karl Storz Endoscopy (Uk) Ltd,4264574,"67,990.80"
Department of Health,Imperial College Healthcare NHS Trust,22/10/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4271953,"31,616.77"
Department of Health,Imperial College Healthcare NHS Trust,22/10/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4274629,"199,500.00"
Department of Health,Imperial College Healthcare NHS Trust,22/10/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4274630,"212,800.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Audit Fees: Internal,Finance Directorate,Pricewaterhousecoopers Llp,4262173,"58,455.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Computer Software/License,Information & Comms Technology,Cdw Ltd,4253091,"243,686.27"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Computer Software/License,Medical Director Summary,Premier It Ltd,4208763,"75,349.20"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Contr Other External,Finance Directorate,Imperial College Innovations Ltd,4266760,"51,600.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,4275701,"82,160.93"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Kpmg Llp,4259603,"34,800.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Drugs Nhs,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4272516,"3,522,637.76"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4276041,"257,916.11"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College Healthcare Charity,4271014,"50,000.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College Healthcare Charity,4271015,"50,000.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4274654,"1,039,910.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Srvcsrecd-Other Nhs,Pathology,Micropathology Ltd,31690,"47,583.00"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4235513,"134,535.20"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4242905,"108,960.71"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4242908,"133,179.54"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4260470,"168,155.05"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4260471,"108,236.95"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4260472,"139,121.11"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4264513,"145,124.76"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4264514,"151,879.37"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4264515,"118,157.12"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4268173,"128,443.21"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4268174,"118,754.10"
Department of Health,Imperial College Healthcare NHS Trust,27/10/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4268175,"142,243.50"
