Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Contr Other External,Div Of Women & Clin Support,Alliance Medical Radiopharmacy Limited,4279162,"58,400.40"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Course Fees,Nursing Directorate,King'S College London,4285402,"29,287.00"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4291045,"212,832.00"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4283701,"405,521.84"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Thermal Energy International (Uk) Ltd,4276932,"126,210.00"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Thermal Energy International (Uk) Ltd,4276934,"249,277.91"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Essentia Trading Ltd,4291021,"30,386.40"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Grant Thornton Uk Llp,4290380,"30,387.19"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Tenwell Innovations Ltd,4291542,"36,766.00"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Dist Award - Local Cea,Div Of Med & Integrated Care,Imperial College London,4292680,"33,395.97"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4292680,"102,713.91"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,4292680,"72,960.03"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,4292680,"38,650.54"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4284330,"26,377.00"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Gas,Estates Directorate,Corona Energy,4292683,"148,495.87"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Gas,Estates Directorate,Corona Energy,4292731,"65,086.91"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Gas,Estates Directorate,Corona Energy,4292732,"66,250.14"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Gas,Estates Directorate,Corona Energy,4292733,"75,824.47"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4292680,"148,952.80"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4292680,"366,381.01"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4292680,"84,162.89"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,33517,"34,259.90"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Items Pending Investigation,Ichnt Balance Sheet,Grant Thornton Uk Llp,4290376,"41,787.19"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4290697,"30,898.56"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Transcription Services,Div Of Med & Integrated Care,Dictate It Ltd,4292738,"32,145.42"
Department of Health,Imperial College Healthcare NHS Trust,24/11/2020,Transcription Services,"Div Of Surg, Cardiov & Cancer",Dictate It Ltd,4292736,"35,781.19"
Department of Health,Imperial College Healthcare NHS Trust,25/11/2020,Protective Clothing,Pandemic Planning,Full Support Healthcare Ltd,4277701,"84,835.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Cleaning Materials,Estates Directorate,Synergy Health Managed Services Ltd,4294386,"48,861.02"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Computer Maintenance,Information & Comms Technology,Insight Direct (Uk) Ltd,4278687,"406,627.26"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Computer Software/License,Pathology,Clinisys Solutions Ltd,33364,"76,930.74"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Consultancy Fees,Finance Directorate,Salford Royal Nhs Foundation Trust,4289908,"31,147.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4268199,"37,576.02"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,M&J Group (Construction & Roofin) Ltd [Cs],4278111,"30,482.21"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Playfords Limited,4285623,"43,070.11"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4294389,"42,157.41"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4294390,"55,577.35"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4294391,"57,745.57"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4294648,"37,782.68"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Items Pending Investigation,Ichnt Balance Sheet,Imperial College London,4266662,"75,948.21"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,4291889,"53,298.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,4291890,"53,298.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4293098,"66,138.24"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4293129,"82,862.04"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,33591,"42,108.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4285292,"2,942,842.67"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Patients Appl: Purchase,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4214556,"159,038.31"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Postage & Carriage,Pathology,Dhl Supply Chain  (Former Excel),33098,"71,168.15"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,4261738,"31,484.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Srvcsrecd-Other Nhs,Finance Directorate,Salford Royal Nhs Foundation Trust,4282034,"31,147.00"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4276270,"103,982.73"
Department of Health,Imperial College Healthcare NHS Trust,26/11/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4279618,"96,094.84"
