Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,18/02/2021,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4339757,"71,884.80"
Department of Health,Imperial College Healthcare NHS Trust,18/02/2021,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,35392,"42,108.00"
Department of Health,Imperial College Healthcare NHS Trust,18/02/2021,Nhs Pay Recharge In: Med,Finance Directorate,Royal Free London Nhs Foundation Trust,4336078,"157,818.83"
Department of Health,Imperial College Healthcare NHS Trust,18/02/2021,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4332539,"75,190.64"
Department of Health,Imperial College Healthcare NHS Trust,18/02/2021,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4339040,"98,214.74"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Drugs Nhs,Div Of Women & Clin Support,Nhs Business Services Authority,4340241,"36,564.15"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4341504,"44,184.19"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Laboratory Culture Media,Pathology,Dhl Supply Chain  (Former Excel),35435,"45,864.00"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Intuitive Surgical Ltd,4338430,"52,506.79"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Non-Nhs Pay Recharge In: Med,Div Of Med & Integrated Care,Ministry Of Defence,4326108,"34,171.50"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,London Ambulance Service Nhs Trust,4340233,"37,460.00"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4324729,"73,965.14"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Rent,Estates Directorate,Metropolitan Thames Valley,4340181,"41,310.20"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4336593,"38,650.58"
Department of Health,Imperial College Healthcare NHS Trust,23/02/2021,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4336594,"64,859.32"
Department of Health,Imperial College Healthcare NHS Trust,24/02/2021,Purch Hcare Independent Sector,Pandemic Planning,King Edward Vii'S Hospital,4343085,"54,848.30"
