Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4294232,"215,579.69"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4294234,"128,079.07"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4297709,"159,409.05"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4297711,"120,647.35"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4300195,"185,878.68"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4300196,"117,655.55"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4300197,"155,689.74"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 905),4297710,"158,941.63"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Training Expenses,Human Resources,Kallidus Limited,4308611,"57,660.00"
Department of Health,Imperial College Healthcare NHS Trust,23/12/2020,Cnst Contributions,Central Costs,Nhs Litigation Authority,4309332,"3,580,648.65"
Department of Health,Imperial College Healthcare NHS Trust,23/12/2020,Insurance Costs,Office Of Chief Executive,Nhs Litigation Authority,4309332,"52,184.30"
Department of Health,Imperial College Healthcare NHS Trust,23/12/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4309307,"199,500.00"
Department of Health,Imperial College Healthcare NHS Trust,23/12/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4309308,"212,800.00"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Blood Products,Pathology,Nhs Blood And Transplant,34273,"66,563.51"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Blood Products,Pathology,Nhs Blood And Transplant,34276,"164,673.89"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Blood Products,Pathology,Nhs Blood And Transplant,34283,"329,433.15"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4304819,"49,430.51"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Consultancy Fees,Finance Directorate,Salford Royal Nhs Foundation Trust,4308399,"31,147.00"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4302690,"168,720.00"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Vyaire Uk 236 Ltd,4289380,"80,301.32"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Vyaire Uk 236 Ltd,4290552,"166,399.56"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Vyaire Uk 236 Ltd,4309242,"79,215.32"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Laboratory Chemicals/ Reagents,Pathology,Alpha Biotech Ltd,34002,"38,430.84"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Laboratory Chemicals/ Reagents,Pathology,Biomerieux Uk Ltd,34082,"30,600.00"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4302719,"3,084,561.09"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Other Miscellaneous,Finance Directorate,Royal Free London Nhs Foundation Trust,4296980,"150,524.82"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4274625,"77,823.03"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Rent,Estates Directorate,London Borough Of Hammersmith/Fulham,4245882,"105,709.20"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Rent,Estates Directorate,London Borough Of Hammersmith/Fulham,4269072,"105,709.20"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Services Received - Nhsts,Div Of Med & Integrated Care,Central London Community Healthcare Nhs Trust,4211694,"62,634.24"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Services Received - Nhsts,Div Of Med & Integrated Care,Central London Community Healthcare Nhs Trust,4264547,"41,756.16"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,Central & North West London Nhs Ft,4242155,"92,883.99"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,Central & North West London Nhs Ft,4242422,"82,396.30"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,Central & North West London Nhs Ft,4242423,"85,059.62"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,Central & North West London Nhs Ft,4242424,"79,849.87"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,London North West Univ Healthcare Nhs Trust,4294589,"787,737.00"
Department of Health,Imperial College Healthcare NHS Trust,24/12/2020,Srvcsrecd-Other Nhs,Central Costs,Royal Brompton And Harefield Nhs Ft,4296227,"322,003.64"
Department of Health,Imperial College Healthcare NHS Trust,29/12/2020,Hospitality,Medical Director Summary,Compass Group Uk & Ireland,4279657,"36,630.48"
Department of Health,Imperial College Healthcare NHS Trust,29/12/2020,Hospitality,Medical Director Summary,Compass Group Uk & Ireland,4298551,"36,630.48"
