ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,32661621,6524.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,32770002,6583.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,6584.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,32691159,6694.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,32770015,6749.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,32770011,6783.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,32769996,6784.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-APMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,32661617,6795.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,32770004,6930.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,32661621,6930.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEALTH CENTRE LONDON,32661617,6943.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,7000.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,REDCLIFFE SURGERY,32661629,7242.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,32770011,7311.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,32661613,7341.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHELSEA PRACTICE,32661603,7347.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,32770028,7459.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,32895993,7555.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,32770024,7600.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,32661605,7659.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,32769991,7991.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,8047.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,8098.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,32770009,8108.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,8232.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,32661607,8302.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,32770004,8313.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,32661613,8473.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,32770030,8513.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAND UNION HEALTH CENTRE,32661637,8516.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,32661615,8556.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,32770002,8650.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,8679.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,32672870,8700.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,32770007,8826.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,CHELSEA PRACTICE,32661603,8888.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,32770011,8955.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,32770017,8956.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHELSEA PRACTICE,32661603,8957.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,32661619,9080.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,32661631,9248.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,32770026,9557.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,9566.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,32770015,9920.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,10187.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,32770024,10192.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,32661635,10483.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,10500.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,32769993,10503.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,32661619,10539.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,32770028,10546.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,32770009,10599.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,32661635,10976.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,32769993,11032.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,32770000,11048.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CHELSEA PRACTICE,32661603,11725.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,32661615,12010.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,12055.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,12236.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,32661607,12294.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,32691159,12379.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,32661613,12444.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,12583.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,32770004,12924.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P LAI CHUNG FONG,32769998,12996.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,32661621,13090.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,32661627,13413.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,32691159,13420.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,13509.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,13575.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,13851.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,32770017,13955.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,32691159,14236.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,32770015,14420.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,32770028,14585.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,32770013,14629.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,14666.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,32769993,14761.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,32661623,14962.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,32661611,15115.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,32770009,15259.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,32661621,15345.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,32770026,15514.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,32769992,15575.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,32661615,15761.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,32661619,15971.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,32770011,16121.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,32661607,16506.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,32770030,16891.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,17017.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,32769996,17411.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,17571.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,32661619,17708.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,32770021,17976.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,32661635,18012.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,32661611,18240.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,32661631,18472.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,32661624,18823.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,32661615,19304.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,32661635,19707.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,32769993,20218.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,32661611,20282.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,32661624,20528.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,32661631,20576.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,32770033,20788.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,20928.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,32661619,21425.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,22317.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,32730102,22381.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,23407.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,32691159,23443.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,24008.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,32661629,24080.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,32661609,24191.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,32770028,24340.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,32928243,24348.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,32769991,24573.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,24782.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,32770024,25263.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Utilisation-Other Provs/Liabs<1Yr,BALANCE SHEET,NHS CENTRAL LONDON (WESTMINSTER) CCG,32715821,26897.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,27769.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,32770030,28181.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SOUTH WEST LONDON AND ST GEORGE`S MENTAL HEALTH,32661631,28185.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,32661615,28265.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,HAZEL HOMES FOR AUTISM LTD,32690866,28272.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32715065,29046.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,32770000,29215.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32661619,29262.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,32661623,29420.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,GLOBAL DIAGNOSTICS LTD,32661613,29487.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,32770002,29866.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,32770017,30008.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32850652,30840.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,32661611,31443.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,32661637,31798.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,32770007,31826.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,32661624,31989.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,32661611,32185.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,Basic Sal-Rechgs to-from Other NHS,PRIMARY CARE IT,NHS BRENT CCG,32715821,32725.0,NWWL 03 - June.pdf.csv,1
NHS West London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,32770017,33061.0,NWWL 03 - June.pdf.csv,1
