ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
Department of Health,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR GS UPPAL & PARTNER,32421153,895.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,32408424,927.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,968.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,32408433,1034.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,1080.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J HARROP-GRIFFITHS & PTRS,32408409,1194.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,32336066,1288.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,32408437,1293.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,32408424,1320.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BROOK GREEN MEDICAL CENTRE,32379134,1410.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FULHAM MEDICAL CENTRE,32408418,1417.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,1449.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR D OGALLAGHER,32408406,1495.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,32408412,1566.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,1582.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,1626.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR B MANGWANA & PARTNER,32408400,1690.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,1692.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408430,1700.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421151,1713.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHEPHERDS BUSH MEDICAL CENTRE,32408428,1800.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S DASGUPTA,32408416,1878.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,32408411,1908.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K WINAYAK,32408414,1944.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,2014.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C ELLIOTT,32408404,2045.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RK KUKAR,32408418,2051.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,2069.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,32408400,2092.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,2208.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR B MANGWANA & PARTNER,32408402,2288.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,2289.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,32408411,2978.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,2994.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,3143.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,GANYMEDE CARE PLC,32375230,3212.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,3216.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHEPHERDS BUSH MEDICAL CENTRE,32408428,3325.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,3478.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,3575.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,32408433,3614.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,32408424,3634.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,3852.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,4045.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421151,4109.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,4128.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,32408411,4133.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR K WINAYAK,32408414,4178.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR LAURENCE SLATER,32421153,4185.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,4192.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J HARROP-GRIFFITHS & PTRS,32408409,4973.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,32408437,5070.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,5186.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,32408424,5376.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C ELLIOTT,32408404,5506.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,5625.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,5821.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S DASGUPTA,32408416,5916.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,32408412,5965.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR D OGALLAGHER,32408406,6165.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408428,6470.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,6473.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR GS UPPAL & PARTNER,32421154,6531.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,6916.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,6986.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SF ARAS & PARTNERS,32421150,7227.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421151,7277.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,32408400,7692.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408430,8003.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421150,8253.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,8490.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SAMJI & PARTNERS,32421151,8537.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,8783.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,9431.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,9487.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408430,9545.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421151,10415.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,LILLIE ROAD PRACTICE,32421152,10774.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,GANYMEDE CARE PLC,32379134,11518.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408430,11941.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR J HARROP-GRIFFITHS & PTRS,32408409,12140.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421151,13330.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,13932.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,17272.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,32336066,17388.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,20377.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,20482.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32421154,25559.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,GANYMEDE CARE PLC,32379134,26042.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHERDS BUSH MEDICAL CENTRE,32408425,26441.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Learning Disab(<65),ADULT JOINT FUNDED CONTINUING CARE,SEQUENCE CARE LTD,32375198,26495.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Learning Disab(<65),ADULT JOINT FUNDED CONTINUING CARE,MY LIFE CHOICE LTD,32317398,27224.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,32336066,27229.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S DASGUPTA,32408414,28407.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,29334.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,FAIRLIE HEALTHCARE LTD,32537822,29689.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,LILYVILLE SURGERY,32429327,31000.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,32421153,31208.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Commercial Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,GLOBAL DIAGNOSTICS LTD,32429303,31515.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR C ELLIOTT,32408402,33950.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,CITY OF WESTMINSTER,32537934,34625.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32429285,34686.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR B MANGWANA & PARTNER,32408402,35203.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Voluntary Sector,COMMISSIONING - NON ACUTE,MARIE STOPES INTERNATIONAL,32429201,35349.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Voluntary Sector,GENERAL RESERVE - PROGRAMME,MARIE STOPES INTERNATIONAL,32429155,35844.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,CITY OF WESTMINSTER,32537917,38622.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR K WINAYAK,32408412,38655.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RK KUKAR,32408416,41163.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,32408411,42070.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,CITY OF WESTMINSTER,32537900,44026.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Income tax <1Yr,BALANCE SHEET,HMRC,32323562,45001.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,CITY OF WESTMINSTER,32537938,45197.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Telecoms-Phone Rental and Calls,PRIMARY CARE IT,EVERYTHING EVERYWHERE LTD,32340595,46099.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,32408424,47853.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32340598,53285.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,32408430,53931.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,32421154,56132.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32537817,57828.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR J HARROP-GRIFFITHS & PTRS,32408409,62118.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,32408433,68487.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32340613,70775.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,32421150,75728.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,77116.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR D OGALLAGHER,32408404,78084.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Cont Care-Learning Disab(<65),ADULT JOINT FUNDED CONTINUING CARE,ROYAL MENCAP SOCIETY,32323548,80219.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,32408411,81971.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PFR FERNANDES,32421149,82674.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,32408408,83840.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,32408430,88364.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,32421151,89556.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Practice Transformational Support,GP FORWARD VIEW,H&F GP FEDERATION,32375228,94749.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,32408400,109223.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OTHER,RICHMOND FELLOWSHIP,32375195,114815.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32317331,145294.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Prior Year,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,32429377,177944.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32317338,191303.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,SOUTH WEST LONDON AND ST GEORGE`S MENTAL HEALTH NHS,32537944,193587.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32317341,238274.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,32317345,259748.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,32317351,272603.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,32421152,519113.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,32317361,717793.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,NHS CENTRAL LONDON (WESTMINSTER) CCG,32375194,819090.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Clinical&Medical-Othe Public Sector,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF HAMMERSMITH & FULHAM,32340615,1372152.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,32317367,1414684.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32336066,1744854.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,32317376,2749866.0,NWHF 02 - May.pdf.csv,1
Department of Health,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION,32317384,3507295.0,NWHF 02 - May.pdf.csv,1
NHS Hammersmith And Fulham CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32827992,-900918.0,NWHF 03 - June.pdf.csv,-1
