date,expensetype,supplier,transactionnumber,amount,file,negative,ccg,expensearea
31/03/2021,C&M-GMS DES Extended Hours Access,MISSION PRACTICE,36085486,5485.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,HARFORD HEALTH CENTRE,36085474,5617.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS DES Extended Hours Access,DR N SELVAN,36085468,5643.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Prem Actual Rent,BRAYFORD SQUARE SURGERY,36085506,5650.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,ISLAND HEALTH,36085480,5655.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES PCN support,MISSION PRACTICE,36085486,5674.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS PCN DES PCN support,DR N SELVAN,36085468,5837.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS Prem Rates,JUBILEE STREET PRACTICE,36085482,5925.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,LIMEHOUSE PRACTICE,36085484,6280.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Prem Notional Rent,STROUTS PLACE MEDICAL CENTRE,36085494,6391.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Contract KPIs,ST PAULS WAY MEDICAL CENTRE,35953313,6402.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-PMS QOF Aspiration,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35927638,6410.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,SPITALFIELDS GMS PRACTICE,36085490,6499.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS DES Extended Hours Access,ST PAULS WAY MEDICAL CENTRE,35953313,6548.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,BLITHEHALE MEDICAL CENTRE,36085460,6598.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,MISSION PRACTICE,36085486,6892.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES PCN support,STROUTS PLACE MEDICAL CENTRE,36085494,7000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-PMS QOF Aspiration,ST PAULS WAY MEDICAL CENTRE,35953313,7251.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Other Baseline Adjustment,XX PLACE,36085504,7395.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-PMS QOF Aspiration,BARKANTINE PRACTICE,35927629,7613.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,JUBILEE STREET PRACTICE,36085482,7741.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,DR N SELVAN,36085468,7999.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,ST STEPHENS HEALTH CENTRE LONDON,36085498,8072.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Prem Healthcentre Rates,ST PAULS WAY MEDICAL CENTRE,35953313,8213.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,CHRISP STREET HEALTH CENTRE,36085462,8256.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Prem Service Charges,ST ANDREWS HEALTH CENTRE,35927635,8333.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Prem Notional Rent,HARLEY GROVE MEDICAL CENTRE,36085476,8375.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,XX PLACE,36085504,8488.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Prem Healthcentre Rent,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35927638,8750.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Other Baseline Adjustment,HARFORD HEALTH CENTRE,36085474,9563.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,External Consultancy Fees,HEALTH-E-FINANCIALS LTD,36185753,10290.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Training Expenses,BROMLEY BY BOW CENTRE,35846368,10305.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS Prem Healthcentre Rent,LIMEHOUSE PRACTICE,36085484,10504.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Other Baseline Adjustment,ST PAULS WAY MEDICAL CENTRE,35953313,10546.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES PCN support,HARFORD HEALTH CENTRE,36085474,12065.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS PCN DES PCN support,CITY WELLBEING PRACTICE,36085464,12295.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS Prem Actual Rent,ISLAND HEALTH,36085480,12687.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS QOF Aspiration,ST KATHARINE DOCKS PRACTICE,36085496,13157.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Cont Care-Mental Health (<65),LONDON BOROUGH OF TOWER HAMLETS,36182790,13325.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,CHC ADULT FULLY FUNDED
31/03/2021,C&M-GMS Prem Notional Rent,CHRISP STREET HEALTH CENTRE,36085462,14458.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCO Locum Adop/Pat/Mat,BLITHEHALE MEDICAL CENTRE,36085460,15763.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clin Pharmacist,JUBILEE STREET PRACTICE,36085482,16388.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,ST KATHARINE DOCKS PRACTICE,36085496,16396.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clin Pharmacist,CITY WELLBEING PRACTICE,36085464,17094.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clin Pharmacist,ALBION HEALTH CENTRE,36085458,17140.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS PCN DES PCN support,ST ANDREWS HEALTH CENTRE,35927635,17765.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS PCO Locum Adop/Pat/Mat,MISSION PRACTICE,36085486,18866.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Soc Prescribing,DR N SELVAN,36085468,19274.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES PCN support,XX PLACE,36085504,19540.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS Prem Healthcentre Rent,BLITHEHALE MEDICAL CENTRE,36085460,19713.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clinical Director,CITY WELLBEING PRACTICE,36085464,19826.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clinical Director,TREDEGAR MEDICAL SURGERY,36085500,20158.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,External Consultancy Fees,LEARNING HEALTH SOLUTIONS LTD,35630097,20350.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,External Consultancy Fees,HEALTH-E-FINANCIALS LTD,36185753,20490.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS PCN DES Soc Prescribing,JUBILEE STREET PRACTICE,36085482,22180.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clinical Director,JUBILEE STREET PRACTICE,36085482,22309.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clinical Director,ALBION HEALTH CENTRE,36085458,23751.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,BRAYFORD SQUARE SURGERY,36085506,24160.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS PCN DES PCN support,ST PAULS WAY MEDICAL CENTRE,35953313,24744.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS PCN DES Soc Prescribing,ALBION HEALTH CENTRE,36085458,25582.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS PCN DES Soc Prescribing,ST PAULS WAY MEDICAL CENTRE,35953313,25584.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Soc Prescribing,TREDEGAR MEDICAL SURGERY,36085500,25584.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Soc Prescribing,CITY WELLBEING PRACTICE,36085464,26492.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Prem Actual Rent,ALBION HEALTH CENTRE,36085458,26625.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,External Consultancy Fees,QUEEN MARY UNIVERSITY OF LONDON,36066877,27000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,External Consultancy Fees,HEALTH-E-FINANCIALS LTD,35830552,27200.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-APMS Prem Healthcentre Rent,ST PAULS WAY MEDICAL CENTRE,35953313,28045.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS PCN DES Clinical Director,DR N SELVAN,36085468,28121.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,GROVE ROAD SURGERY,36085478,30094.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,RUSTON STREET CLINIC,36085488,31409.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Independent Sector,MENTAL HEALTH AND EMPLOYMENT PARTNERSHIP LTD,35865081,31580.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,MENTAL HEALTH CONTRACTS
31/03/2021,C&M-GMS Global Sum,STROUDLY WALK,36085492,32000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS PCN DES Clinical Director,ST PAULS WAY MEDICAL CENTRE,35953313,32636.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Recharge : Received,BARTS HEALTH NHS TRUST,36111127,35000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Contract & Agency-Agency Int Mgr,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,36129572,36117.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Building Contracts,EAST LONDON NHS FOUNDATION TRUST,35965163,36607.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS PCO Locum Adop/Pat/Mat,GLOBETOWN SURGERY,36085472,36882.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Recharge : Received,BARTS HEALTH NHS TRUST,36111139,37041.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Basic Sal-Rechgs to-from Other NHS,NHS REDBRIDGE CCG,35827546,37044.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Contract & Agency-Agency A & C,LEARNING HEALTH SOLUTIONS LTD,36014131,37450.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Rent,COMMUNITY HEALTH PARTNERSHIPS LTD,36064755,37955.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Rent,COMMUNITY HEALTH PARTNERSHIPS LTD,36064854,37955.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Voids and Subsidies,COMMUNITY HEALTH PARTNERSHIPS LTD,36149034,37955.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Clinical&Medical-Voluntary Sector,HAVEN HOUSE FOUNDATION LTD,36009806,38000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PALLIATIVE CARE
31/03/2021,Other professional fees,INHEALTH LTD,35996254,38470.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Contract & Agency-Agency A & C,LEARNING HEALTH SOLUTIONS LTD,36014130,38500.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-APMS Prem Actual Rent,BARKANTINE PRACTICE,35927629,38931.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Basic Sal-Rechgs to-from Other NHS,NHS ENGLAND,35853333,39537.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Programme Support Costs,NHS NEL CSU,36209801,39648.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Rent,COMMUNITY HEALTH PARTNERSHIPS LTD,36064729,40465.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Rent,COMMUNITY HEALTH PARTNERSHIPS LTD,36064797,40465.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Voids and Subsidies,COMMUNITY HEALTH PARTNERSHIPS LTD,36149020,40465.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Charges from CSU,NHS NEL CSU,35853467,41446.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS Global Sum,DR S RANA-MASSON,36085470,41818.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,TREDEGAR MEDICAL SURGERY,36085500,43257.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,STROUTS PLACE MEDICAL CENTRE,36085494,43893.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,CITY WELLBEING PRACTICE,36085464,44456.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Voids and Subsidies,COMMUNITY HEALTH PARTNERSHIPS LTD,36064737,45737.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Voids and Subsidies,COMMUNITY HEALTH PARTNERSHIPS LTD,36148990,45737.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Voids and Subsidies,COMMUNITY HEALTH PARTNERSHIPS LTD,36064806,45888.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Contract & Agency-Agency A & C,NHS NEL CSU,35853351,45956.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Charges from CSU,NHS NEL CSU,36209800,46009.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Basic Sal-Rechgs to-from Other NHS,EAST LONDON NHS FOUNDATION TRUST,35853571,46186.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS Prem Actual Rent,DR N SELVAN,36085468,46399.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Voids and Subsidies,NHS PROPERTY SERVICES LTD,36149125,48595.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35945661,49414.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,ACUTE COMMISSIONING
31/03/2021,C&M-GMS Other Delivery,TOWER HAMLETS GP CARE GROUP,36064986,50000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Hcare Srv Rec NHS Trust,BARTS HEALTH NHS TRUST,36130330,50000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,NON RECURRENT PROGRAMMES
31/03/2021,C&M-APMS Contract Value,POLLARD ROW SURGERY,35927633,50449.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Contract & Agency-Agency Int Mgr,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,36031192,50563.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Training Expenses,BROMLEY BY BOW CENTRE,35846368,51528.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Clinical&Medical-Commercial Sector,WHIZZ MOBILITY CIC,35945631,51538.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,COMMUNITY SERVICES
31/03/2021,Computer Software/License,INFORMATION GOVERNANCE SERVICES LTD,36081342,54000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Programme Support Costs,BARTS HEALTH NHS TRUST,36182818,54358.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS Global Sum,HARLEY GROVE MEDICAL CENTRE,36085476,57833.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35984410,60750.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,
31/03/2021,Hcare Srv Rec Fdtn Trust-Non Contract,EAST LONDON NHS FOUNDATION TRUST,35954554,61000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,MENTAL HEALTH SERVICES - OTHER
31/03/2021,Cont Care-Physical Disab (65+),LONDON BOROUGH OF TOWER HAMLETS,36182790,64252.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,CHC ADULT FULLY FUNDED
31/03/2021,C&M-GMS Global Sum,ALBION HEALTH CENTRE,36085458,65399.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Miscellaneous Expenditure (L9),EGTON MEDICAL INFORMATION SYSTEMS LTD,36168003,65450.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,C&M-GMS Global Sum,DOCKLANDS MEDICAL CENTRE LONDON,36085466,66627.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-GMS Global Sum,BETHNAL GREEN HEALTH CENTRE,36085454,67049.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35945610,67264.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,ACUTE COMMISSIONING
31/03/2021,Clinical&Medical-Independent Sector,BARKANTINE PRACTICE,36064992,67379.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,External Consultancy Fees,LEARNING HEALTH SOLUTIONS LTD,36024793,67500.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35945640,68495.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,ACUTE COMMISSIONING
31/03/2021,C&M-GMS Prem Actual Rent,DOCKLANDS MEDICAL CENTRE LONDON,36085466,68499.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,C&M-APMS Contract Value,ISLAND MEDICAL CENTRE,35927631,68587.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35945623,69161.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,ACUTE COMMISSIONING
31/03/2021,C&M-GMS Global Sum,ABERFELDY STREET PRACTICE,36085456,70359.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Serv Recd-NHS Trst,BARTS HEALTH NHS TRUST,36177167,70900.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,MENTAL HEALTH CONTRACTS
31/03/2021,Professional Fees,DELOITTE LLP,36130401,71626.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PROGRAMME PROJECTS
31/03/2021,Basic Sal-Rechgs to-from Other NHS,NHS WALTHAM FOREST CCG,36032226,72861.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,
31/03/2021,Clinical&Medical-Independent Sector,ST ANDREWS HEALTH CENTRE,36064872,73468.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,LOCAL ENHANCED SERVICES
31/03/2021,C&M-GMS Global Sum,HARFORD HEALTH CENTRE,36085474,74962.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Independent Sector,MENTAL HEALTH AND EMPLOYMENT PARTNERSHIP LTD,36074659,75000.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,MENTAL HEALTH CONTRACTS
31/03/2021,C&M-GMS Other Delivery,TOWER HAMLETS GP CARE GROUP,36225758,75600.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,PRC DELEGATED CO-COMMISSIONING
31/03/2021,Clinical&Medical-Clinical Other,PEABODY TRUST,35812020,75654.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,COMMISSIONING - NON ACUTE
31/03/2021,Clinical&Medical-Commercial Sector,INHEALTH LTD,35984251,75901.0,NETH 12 - March.pdf.csv,1,NHS Tower Hamlets CCG,
