ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,32823352,771.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,32823356,827.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,32823366,840.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,32823622,882.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,32823386,888.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),32823625,909.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,32823368,949.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,962.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,32823372,974.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,980.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GA GOLDEN & PARTNER,32823346,996.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,32823352,1014.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,LOCAL ENHANCED SERVICES,SHAFTESBURY MEDICAL CENTRE,32823383,1018.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,1039.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR H MISTRY & PTNRS,32823344,1094.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,32823386,1120.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L HOMMEL & PARTNERS,32823357,1148.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,32823374,1183.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,LOCAL ENHANCED SERVICES,DR SEYAN & PARTNERS,32823369,1198.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,LOCAL ENHANCED SERVICES,DR F MCCLOGHRY & PARTNERS,32823339,1233.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,1260.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,32823382,1260.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),32823625,1266.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,32823336,1320.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,32714116,1336.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,32823334,1369.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR GA GOLDEN & PARTNER,32823340,1398.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,32823334,1399.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,1400.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,32823350,1412.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,32823340,1424.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,32823376,1445.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,32823352,1449.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,32838995,1450.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,1454.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,32823370,1466.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,1495.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,32823359,1496.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,32823336,1615.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,32823350,1640.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,32823348,1706.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,1732.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,LOCAL ENHANCED SERVICES,DR J WIJERATNE & PTNRS,32823347,1752.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,1770.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,32823361,1794.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,32838995,1884.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,32823359,1896.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,1954.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,32823382,1989.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,2052.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR N MERALI & PTNRS,32823366,2139.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,32823386,2200.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),32823625,2221.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,32823363,2266.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,32838995,2307.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,2346.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,32823370,2380.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,32823384,2380.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,32823384,2389.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR L PETERS & PARTNERS,32823361,2455.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,32823363,2472.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,32823370,2508.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,32823361,2520.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,Cont Care-Physical Disab (65+),GENERAL RESERVE - PROGRAMME,EMERGENCY PERSONNEL LTD,32561002,2647.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,32823348,2658.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,2770.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,32823376,2791.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,2802.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,32823622,2825.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,32823382,2840.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,32823380,2843.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,32823366,2914.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,32823382,2922.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,32823356,2979.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C JENNER & PARTNERS,32823336,3016.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,32823350,3080.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,32823340,3220.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,3231.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,32823376,3281.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS R DAWOOD & R RUDD,32823374,3337.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,32823356,3518.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,32823376,3522.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,3555.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,3600.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823337,3677.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,32823384,3885.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,3923.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,4316.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,4480.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,32823366,4512.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,4582.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,4583.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),32823625,4630.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,32823334,4672.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,4701.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,32838991,4769.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,32823356,4822.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,32823372,4948.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,MY SUPPORT MONEY,32894377,5173.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,32823352,5200.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,32823336,5230.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,5344.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MD PANDYA,32823354,5391.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR L HOMMEL & PARTNERS,32823357,5407.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,5627.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MD PANDYA,32823354,5694.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,32823359,5812.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823338,5821.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MD PANDYA,32823354,5833.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,32823622,5966.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,32823386,6060.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,32823366,6404.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,6418.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,6489.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,K KARIA,32690746,6713.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,32838995,6823.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,32823380,6942.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,32823363,6948.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,32823382,6999.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,32823386,7129.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,32823361,7216.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,7233.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,32823340,7262.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,7509.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C NAGPAUL,32823338,7529.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,32823361,7548.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,32823376,7585.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,32823622,7622.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,7782.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,32823350,7837.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,7879.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,32823338,8084.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823346,8151.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,32823366,8260.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,32838993,8315.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,K KARIA,32823378,8386.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,32823342,8436.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,32823336,8443.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,32823344,8809.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,32823359,8829.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,32823356,9007.0,NWHA 03 - June.pdf.csv,1
NHS Harrow CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,32823336,9025.0,NWHA 03 - June.pdf.csv,1
