ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,expsenearea
NHS Hounslow CCG,31-Jul-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,33069858,86646.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Recharge : Received,PROGRAMME PROJECTS,NHS BRENT CCG,33126774,87010.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,33092442,103323.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33213515,107028.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,33128335,108971.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33213507,129785.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,33069856,146030.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Recharge : Received,RECHARGES,NHS BRENT CCG,33126774,190199.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KINGSTON HOSPITAL NHS FOUNDATION TRUST,33128324,193168.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33128332,194297.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33213523,224216.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33213533,230802.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,33128311,242729.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Clinical&Medical-Commercial Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS BRENT CCG,33380659,277096.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HOUNSLOW CONSORTIUM LTD,33126766,350000.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HOUNSLOW CONSORTIUM LTD,33126768,368102.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Clinical&Medical-Independent Sector,NHS 111,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,33213544,371583.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HOUNSLOW CONSORTIUM LTD,33069862,510685.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33128330,547825.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33128327,1000958.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ASHFORD & ST PETERS HOSPITALS NHSFT,33126800,1148081.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,33128365,2542660.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,33128315,2859408.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33128318,3188720.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33128296,11282743.0,NWHO 04 - July.pdf.csv,1,
NHS Hounslow CCG,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,,WEST LONDON NHS TRUST,32421157,-2283826.0,NWHO 02 - May.pdf.csv,-1,MENTAL HEALTH CONTRACTS
NHS Hounslow CCG,31-May-20,Clinical&Medical-Commercial Sector,,CARE UK (URGENT CARE) LTD,32379350,-410044.0,NWHO 02 - May.pdf.csv,-1,NHS 111
NHS Hounslow CCG,31-May-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32455906,-382584.0,NWHO 02 - May.pdf.csv,-1,ACUTE COMMISSIONING
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527429,-324000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32321140,-242814.0,NWHO 02 - May.pdf.csv,-1,ACUTE COMMISSIONING
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,ADVINIA CARE HOME LTD,32392311,-111636.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,,COMMUNITY HEALTH PARTNERSHIPS LTD,32455915,-67376.0,NWHO 02 - May.pdf.csv,-1,RECHARGES NHS PROPERTY SERVICES LTD
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527397,-54000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527402,-54000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527410,-54000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527417,-54000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Cont Care-Physical Disab (65+),,BONDCARE (LONDON) LTD CONISTON,32527423,-54000.0,NWHO 02 - May.pdf.csv,-1,CHC ADULT FULLY FUNDED
NHS Hounslow CCG,31-May-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,,FRIMLEY HEALTH NHS FOUNDATION TRUST,32321162,-51703.0,NWHO 02 - May.pdf.csv,-1,ACUTE COMMISSIONING
NHS Hounslow CCG,31-May-20,Statutory Mat Pay < 1 yr,,HMRC,32336064,-1805.0,NWHO 02 - May.pdf.csv,-1,BALANCE SHEET
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR MH MUZAFER,32406361,35.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR G VENKATESHAM,32406357,43.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,FIRST CARE PRACTICE DR MAHMUD & PTRS,32406385,44.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS Prem Water Rates,,ST MARGARETS MEDICAL PRACTICE,32287416,49.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Water Rates,,DR SM HUNT,32406381,56.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR MB PATEL,32406364,64.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,HOUNSLOW MEDICAL CENTRE DR BC PATEL,32406395,70.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Water Rates,,DR P LUTHRA,32406368,94.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,WEST4 GPS,32406402,101.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Water Rates,,DR SK MAYOR,32406377,104.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR DP TRIPATHI,32406355,107.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR C LYNCH,32406348,109.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR SPECHT & PARTNERS,32406385,128.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR P LUTHRA,32406368,136.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR MH MUZAFER,32406357,227.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Clinical Waste,,DR P LUTHRA,32406368,268.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR S HEFFERNAN,32406372,268.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR G VENKATESHAM,32406355,282.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Clinical Waste,,DR AM CROWE,32406350,344.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,ST DAVIDS PRACTICE DR S R KUMAR,32406395,352.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR RM CHAMBERS,32406375,362.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR SM LANE,32406383,388.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,DR P LUTHRA,32406368,396.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR G VENKATESHAM,32406357,492.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS PCN DES Participation,,DR GM WILLIAMS,32314212,496.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,WEST4 GPS,32406398,510.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR C LYNCH,32406346,526.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,PENTELOW PRACTICE,32421157,538.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR MB PATEL,32406362,564.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR MB PATEL,32406364,570.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,CHESTNUT PRACTICE,32406346,616.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,BRENTFORD FAMILY PRACTICE,32406406,618.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Water Rates,,DR AM CROWE,32406350,632.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR P GARCHA,32406365,652.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,DR SK MAYOR,32406377,655.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS PCN DES Participation,,WILLOW PRACTICE,32314214,670.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR MH MUZAFER,32406361,693.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,Income tax <1Yr-Student Loans,,HMRC,32336064,760.0,NWHO 02 - May.pdf.csv,1,BALANCE SHEET
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR MA MEAGHER,32406362,777.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,SKYWAYS MEDICAL CENTRE,32406404,783.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-APMS PCN DES Participation,,HMC HEALTH BEDFONT,32287418,811.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS PCN DES Participation,,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,32287412,825.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR SPECHT & PARTNERS,32406383,825.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,SKYWAYS MEDICAL CENTRE,32406402,836.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR DP TRIPATHI,32406352,846.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR C LYNCH,32406348,898.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR SPECHT & PARTNERS,32406385,921.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS PCN DES Participation,,REDWOOD PRACTICE DR P SHENTON & PARTNER,32287414,970.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR P LUTHRA,32406368,973.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR N BURBIDGE,32406370,976.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR P LUTHRA,32406365,1021.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR AM CROWE,32406350,1058.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR RM CHAMBERS,32406375,1073.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR SM HUNT,32406381,1079.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prof Fees Prescribing,,CHESTNUT PRACTICE,32406346,1100.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,GREEN PRACTICE HOUNSLOW,32406391,1124.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,ST DAVIDS PRACTICE DR S R KUMAR,32406398,1124.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR F MORAN & PARTNERS,32406352,1163.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR RK SINGH & PARTNERS HOUNSLOW,32421156,1169.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,HOUNSLOW MEDICAL CENTRE DR BC PATEL,32406395,1178.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR DP TRIPATHI,32406355,1194.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,HOUNSLOW MEDICAL CENTRE DR BC PATEL,32406391,1255.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR S HEFFERNAN,32406372,1261.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,CHESTNUT PRACTICE,32406346,1263.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-APMS PCN DES Participation,,HMC HEALTH HESTON & GREAT WEST SURGERY,32287424,1268.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,E'ers NHI-Rechgs to-from Other NHS,,LONDON BOROUGH OF HOUNSLOW,32413104,1293.0,NWHO 02 - May.pdf.csv,1,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT
NHS Hounslow CCG,31-May-20,E'ers NHI-Rechgs to-from Other NHS,,LONDON BOROUGH OF HOUNSLOW,32413195,1295.0,NWHO 02 - May.pdf.csv,1,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR SM LANE,32406383,1376.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,WEST4 GPS,32406402,1378.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-APMS PCN DES Participation,,HMC HEALTH FELTHAM,32287422,1379.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,DR SK MAYOR,32406377,1542.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-APMS PCN DES Participation,,ARGYLE HEALTH ISLEWORTH LTD,32314216,1546.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,E'ers NHI-Rchgs to-from Oth Non NHS,,LONDON BOROUGH OF HOUNSLOW,32413104,1603.0,NWHO 02 - May.pdf.csv,1,PROGRAMME PROJECTS
NHS Hounslow CCG,31-May-20,E'ers NHI-Rchgs to-from Oth Non NHS,,LONDON BOROUGH OF HOUNSLOW,32413195,1603.0,NWHO 02 - May.pdf.csv,1,PROGRAMME PROJECTS
NHS Hounslow CCG,31-May-20,E'ers Pen-Rechgs to-from Other NHS,,LONDON BOROUGH OF HOUNSLOW,32413104,1617.0,NWHO 02 - May.pdf.csv,1,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT
NHS Hounslow CCG,31-May-20,E'ers Pen-Rechgs to-from Other NHS,,LONDON BOROUGH OF HOUNSLOW,32413195,1619.0,NWHO 02 - May.pdf.csv,1,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT
NHS Hounslow CCG,31-May-20,C&M-GMS QOF Aspiration,,DR G VENKATESHAM,32406357,1631.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS PCN DES Participation,,FIRST CARE PRACTICE DR MAHMUD & PTRS,32406389,1648.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR SM LANE,32406381,1678.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-PMS QOF Aspiration,,DR GM WILLIAMS,32314212,1679.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS PCN DES Participation,,ST MARGARETS MEDICAL PRACTICE,32287416,1900.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Actual Rent,,PENTELOW PRACTICE,32421157,1916.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR S HEFFERNAN,32406370,1962.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,E'ers Pen-Rchgs to-from Oth Non NHS,,LONDON BOROUGH OF HOUNSLOW,32413104,2003.0,NWHO 02 - May.pdf.csv,1,PROGRAMME PROJECTS
NHS Hounslow CCG,31-May-20,E'ers Pen-Rchgs to-from Oth Non NHS,,LONDON BOROUGH OF HOUNSLOW,32413195,2004.0,NWHO 02 - May.pdf.csv,1,PROGRAMME PROJECTS
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Notional Rent,,DR MB PATEL,32406364,2083.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS QOF Aspiration,,DR MB PATEL,32406364,2104.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-APMS PCN DES Participation,,HMC HEALTH HOUNSLOW,32287420,2277.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS QOF Aspiration,,DR MH MUZAFER,32406361,2308.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-PMS Growth,,REDWOOD PRACTICE DR P SHENTON & PARTNER,32287414,2314.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS QOF Aspiration,,BRENTFORD FAMILY PRACTICE,32406406,2326.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS QOF Aspiration,,PENTELOW PRACTICE,32421157,2339.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Notional Rent,,DR MH MUZAFER,32406361,2466.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,,DR RM CHAMBERS,32406372,2487.0,NWHO 02 - May.pdf.csv,1,LOCAL ENHANCED SERVICES
NHS Hounslow CCG,31-May-20,C&M-GMS DES Minor Surgery,,DR SM HUNT,32406377,2677.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Notional Rent,,DR P GARCHA,32406365,2681.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
NHS Hounslow CCG,31-May-20,C&M-GMS Prem Notional Rent,,DR RK SINGH & PARTNERS HOUNSLOW,32421156,2708.0,NWHO 02 - May.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
