date,expensetype,supplier,transactionnumber,amount,file,negative,expensearea,ccg,expsensearea
30/06/2020,Clinical&Medical-Voluntary Sector,ALZHEIMERS SOCIETY,32593269,49062.0,NEWF 03 - June.pdf.csv,1,,,
44012,,,32838014,49474.0,NEWF 03 - June.pdf.csv,1,,,
44012,Clinical&Medical-Commercial Sector,CARNALL FARRAR LTD,32930028,49999.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,Income tax <1Yr,HMRC,32770196,50316.0,NEWF 03 - June.pdf.csv,1,,,
44012,,,32838018,52785.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,DR SHAH & PARTNERS,32670270,52794.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,,,32699983,52883.0,NEWF 03 - June.pdf.csv,1,,,
44012,,,32838019,53838.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,QUEENS ROAD MEDICAL CENTRE,32670287,55995.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Prem Actual Rent,CHURCHILL HEALTHCARE LTD,32690271,56290.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,LIME TREE SURGERY LONDON,32690277,58415.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,DRS SS & SJ KUMAR,32670275,59634.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,PENRYHN SURGERY,32690279,61423.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,32647880,62122.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-GMS Global Sum,CHINGFORD MEDICAL PRACTICE,32822311,64101.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",32655178,64651.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,WALTHAM FOREST COMMUNITY & FHS LTD,32690281,69482.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),32655182,76302.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",WHITTINGTON HOSPITAL NHS TRUST (THE),32655190,76645.0,NEWF 03 - June.pdf.csv,1,,,
44012,Clinical&Medical-Commercial Sector,,32850698,78252.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",,32655136,84184.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,CHURCHILL HEALTHCARE LTD,32690271,98378.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-APMS Contract Value,HURLEY GROUP,32670297,101097.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,ST JAMES MEDICAL PRACTICE LTD,32670290,105330.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,ALLUM MEDICAL CENTRE,32670267,107970.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Contract Value,OLIVER ROAD MEDICAL CENTRE,32690278,108355.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,External Consultancy Fees,UCL PARTNERS,32586265,111677.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,Clinical&Medical-Independent Sector,WF FEDERATED GP NETWORK LTD,32608359,116949.0,NEWF 03 - June.pdf.csv,1,,,
44012,Clinical&Medical-Independent Sector,WF FEDERATED GP NETWORK LTD,32850690,116949.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,,,32608345,131091.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,C&M-PMS Prem Actual Rent,WALTHAM FOREST COMMUNITY & FHS LTD,32690281,139199.0,NEWF 03 - June.pdf.csv,1,,,
44012,,,32838013,181304.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,,ROYAL FREE LONDON NHS FOUNDATION TRUST,32655176,200351.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline","BARKING HAVERING AND REDBRIDGE HOSPITALS 
NHS TRUST",32655097,215886.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline","GUYS & ST THOMAS HOSPITAL NHS FOUNDATION 
TRUST",32655126,221140.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,Programme Support Costs,REVITALISE,32744169,231428.0,NEWF 03 - June.pdf.csv,1,,,
44012,Programme Support Costs,REVITALISE,32918623,231428.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline","UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",32655186,612941.0,NEWF 03 - June.pdf.csv,1,,,
30/06/2020,,,32655169,661023.0,NEWF 03 - June.pdf.csv,1,,,
31/07/2020,Cont Care- Prior Year Payments,PRIORS COURT FOUNDATION,33037273,-125090.0,NEWF 04 - July.pdf.csv,-1,CHC ADULT FULLY FUNDED,,
31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",LONDON AMBULANCE SERVICE NHS TRUST,33277379,-70187.0,NEWF 04 - July.pdf.csv,-1,AMBULANCE SERVICES,,
31/07/2020,Computer Hardware Purch,NHS NEWHAM CCG,33194523,-68181.0,NEWF 04 - July.pdf.csv,-1,PRIMARY CARE IT,,
31/07/2020,Clinical&Medical-Commercial Sector,CARNALL FARRAR LTD,33107553,-59998.0,NEWF 04 - July.pdf.csv,-1,COMMISSIONING SCHEMES,,
31/07/2020,,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",33133402,-51936.0,NEWF 04 - July.pdf.csv,-1,ACUTE COMMISSIONING,,
31/07/2020,Statutory Mat Pay < 1 yr,HMRC,33191997,-2773.0,NEWF 04 - July.pdf.csv,-1,BALANCE SHEET,,
31/07/2020,C&M-GMS Prof Fees Prescribing,FRANCIS ROAD MEDICAL CENTRE,33230968,2.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prof Fees Prescribing,KIYANI MEDICAL PRACTICE,33229953,6.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Water Rates,KIYANI MEDICAL PRACTICE,33229953,11.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Water Rates,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,11.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,KIYANI MEDICAL PRACTICE,33229953,19.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,FRANCIS ROAD MEDICAL CENTRE,33230968,25.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
31/07/2020,Post Graduate Loan Payable,HMRC,33191997,44.0,NEWF 04 - July.pdf.csv,1,BALANCE SHEET,,
31/07/2020,C&M-GMS Prof Fees Prescribing,CHINGFORD MEDICAL PRACTICE,33247126,46.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prof Fees Prescribing,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,50.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prof Fees Prescribing,CHURCHILL HEALTHCARE LTD,33247127,57.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Water Rates,HIGHAM HILL MEDICAL CENTRE,33069814,64.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,KIYANI MEDICAL PRACTICE,33229953,72.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,72.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prof Fees Prescribing,FOREST SURGERY,33230966,82.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,LIME TREE SURGERY LONDON,33092435,92.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Water Rates,DRS SS & SJ KUMAR,33092433,109.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS DES Learn Dsblty Hlth Chk,LYNDHURST SURGERY LONDON,33230976,140.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Water Rates,CHINGFORD MEDICAL PRACTICE,33247126,141.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Clinical Waste,CHURCHILL HEALTHCARE LTD,33247127,162.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,LIME TREE SURGERY LONDON,33092435,238.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,LIME TREE SURGERY LONDON,33092435,252.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,HURLEY GROUP,33092440,280.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,CLAREMONT MEDICAL CENTRE LONDON,33234037,391.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,444.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,HAMPTON MEDICAL CENTRE,33069810,450.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,Income tax <1Yr-Student Loans,HMRC,33191997,452.0,NEWF 04 - July.pdf.csv,1,BALANCE SHEET,,
31/07/2020,C&M-PMS PCO Other,HAMPTON MEDICAL CENTRE,33069810,468.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,KIYANI MEDICAL PRACTICE,33229953,492.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,HIGHAM HILL MEDICAL CENTRE,33069814,558.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS DES Learn Dsblty Hlth Chk,FOREST SURGERY,33230966,560.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,KINGSHEAD MEDICAL PRACTICE,33069820,583.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,DR BAILEY PRACTICE,33230960,598.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,LIME TREE SURGERY LONDON,33092435,647.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,LYNDHURST SURGERY LONDON,33230976,681.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,MIRCOFACULTY,33069827,721.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,FOREST SURGERY,33230966,747.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
31/07/2020,C&M-GMS PCN DES Participation,FOREST ROAD MEDICAL CENTRE,33230964,753.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,GREEN MAN MEDICAL CENTRE,33230971,786.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,FRANCIS ROAD MEDICAL CENTRE,33230968,808.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,HIGHAM HILL MEDICAL CENTRE,33069814,834.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,WOOD STREET HEALTH CENTRE,33069850,837.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Water Rates,ALLUM MEDICAL CENTRE,33092432,838.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,LL MEDICAL CARE LTD,33069823,847.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,HIGHAM HILL MEDICAL CENTRE,33069814,862.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,SINNOTT ROAD SURGERY,33069839,905.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,DR S PHILLIPS & DR M PATEL,33069805,930.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCO Other,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,949.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,FOREST SURGERY,33230966,957.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Rates,HAMPTON MEDICAL CENTRE,33069810,959.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,CHURCHILL HEALTHCARE LTD,33247127,960.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
,,DRS SS & SJ KUMAR,33092433,1015.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,DR SHAH & PARTNERS,33069803,1019.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,DRS SS & SJ KUMAR,33092433,1023.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,OLD CHURCH SURGERY,33230979,1025.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,DR BAILEY PRACTICE,33230960,1037.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,RIDGEWAY SURGERY LONDON,33230983,1038.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,QUEENS ROAD MEDICAL CENTRE,33092437,1079.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,FIRS,33247128,1115.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,LIME TREE SURGERY LONDON,33092435,1128.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,DRS SS & SJ KUMAR,33092433,1151.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,PENRYHN SURGERY,33069833,1185.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1202.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1212.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,CHINGFORD MEDICAL PRACTICE,33247126,1238.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,FRANCIS ROAD MEDICAL CENTRE,33230968,1250.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,CRAWLEY ROAD MEDICAL CENTRE,33230957,1305.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1339.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Rates,DR SHAH & PARTNERS,33069803,1344.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,ECCLESBOURNE PRACTICE,33069807,1378.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,MANOR PRACTICE LONDON,33247129,1383.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,CHINGFORD MEDICAL PRACTICE,33247126,1422.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
31/07/2020,C&M-GMS QOF Aspiration,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,1464.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Notional Rent,SINNOTT ROAD SURGERY,33069839,1558.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS QOF Aspiration,HAMPTON MEDICAL CENTRE,33069810,1578.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS QOF Aspiration,CLAREMONT MEDICAL CENTRE LONDON,33234037,1587.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-APMS PCN DES Participation,HURLEY GROUP,33092440,1645.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Other Baseline Adjustment,CLAREMONT MEDICAL CENTRE LONDON,33234037,1659.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Notional Rent,KINGSHEAD MEDICAL PRACTICE,33069820,1683.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Rates,MIRCOFACULTY,33069827,1756.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Cost of Drugs -Prescribing,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,1812.0,NEWF 04 - July.pdf.csv,1,LOCAL ENHANCED SERVICES,,
31/07/2020,C&M-PMS PCN DES Participation,COMELY BANK CLINIC,33069801,1841.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS QOF Aspiration,DR BAILEY PRACTICE,33230960,1859.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,CHURCHILL HEALTHCARE LTD,33247127,1900.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,FRANCIS ROAD MEDICAL CENTRE,33230968,1934.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Other Baseline Adjustment,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,1953.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Notional Rent,DR S PHILLIPS & DR M PATEL,33069805,2016.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Notional Rent,RIDGEWAY SURGERY LONDON,33230983,2020.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,ST JAMES MEDICAL PRACTICE LTD,33092438,2030.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,HARROW ROAD GP PRACTICE,33092439,2031.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Baseline Adjustment,HAMPTON MEDICAL CENTRE,33069810,2036.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Rates,HIGHAM HILL MEDICAL CENTRE,33069814,2047.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS QOF Aspiration,KIYANI MEDICAL PRACTICE,33229953,2076.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,ALLUM MEDICAL CENTRE,33092432,2082.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Participation,OLIVER ROAD MEDICAL CENTRE,33092436,2091.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Other Baseline Adjustment,KIYANI MEDICAL PRACTICE,33229953,2101.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Prem Notional Rent,HAMPTON MEDICAL CENTRE,33069810,2116.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Clinical Director,HARROW ROAD GP PRACTICE,33092439,2139.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Participation,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,2204.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Actual Rent,KIYANI MEDICAL PRACTICE,33229953,2242.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Actual Rent,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,2242.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Other,GREEN MAN MEDICAL CENTRE,33230971,2274.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Clinical Director,MANOR PRACTICE LONDON,33247129,2301.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS Baseline Adjustment,KINGSHEAD MEDICAL PRACTICE,33069820,2333.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Notional Rent,DR BAILEY PRACTICE,33230960,2358.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Notional Rent,CLAREMONT MEDICAL CENTRE LONDON,33234037,2404.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Actual Rent,FRANCIS ROAD MEDICAL CENTRE,33230968,2416.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,CHINGFORD MEDICAL PRACTICE,33247126,2417.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Notional Rent,MANOR PRACTICE LONDON,33247129,2450.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS PCN DES Clinical Director,FIRS,33247128,2485.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Other Baseline Adjustment,DR BAILEY PRACTICE,33230960,2582.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS QOF Aspiration,FOREST ROAD MEDICAL CENTRE,33230964,2636.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS PCN DES Clinical Director,QUEENS ROAD MEDICAL CENTRE,33092437,2639.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,FIRS,33247128,2653.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS QOF Aspiration,HIGHAM HILL MEDICAL CENTRE,33069814,2725.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
,,CHINGFORD MEDICAL PRACTICE,33247126,2793.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS QOF Aspiration,FRANCIS ROAD MEDICAL CENTRE,33230968,2861.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-GMS Prem Rates,CHURCHILL HEALTHCARE LTD,33247127,2876.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
31/07/2020,C&M-PMS QOF Aspiration,WOOD STREET HEALTH CENTRE,33069850,2902.0,NEWF 04 - July.pdf.csv,1,"PRC DELEGATED CO-
COMMISSIONING",,
