date,expensetype,supplier,transactionnumber,amount,file,negative
09-Oct-20,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15587818,66345.0,KGST 07 - October.csv,1
08-Sep-20,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15508489,62700.0,KGST 07 - October.csv,1
14-Sep-20,SOFTWARE MAINTENANCE,UK0283121501 : Netcall Technology Ltd,MINV010725,39752.0,KGST 07 - October.csv,1
09-Sep-20,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5168232,30597.0,KGST 07 - October.csv,1
29-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0318485001 : Erbe Medical UK Ltd,70916,54590.0,KGST 07 - October.csv,1
30-Sep-20,COMPUTER MAINTENANCE - APPLICATION,UK0334255201 : PCTi Solutions Ltd T/A Docman,ARCMIN/00000669,41538.0,KGST 07 - October.csv,1
30-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0340255601 : Aquilant Endoscopy,88605243,126900.0,KGST 07 - October.csv,1
30-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0340255601 : Aquilant Endoscopy,88605242,164898.0,KGST 07 - October.csv,1
30-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/06219599,46491.0,KGST 07 - October.csv,1
31-Aug-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003830,35562.0,KGST 07 - October.csv,1
31-May-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003620,42529.0,KGST 07 - October.csv,1
30-Apr-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003619,40887.0,KGST 07 - October.csv,1
30-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD259834KIN,157370.0,KGST 07 - October.csv,1
05-Oct-20,CONSULTANCY,UK0525534401 : Nautilus Consulting Ltd,INV-1452,36000.0,KGST 07 - October.csv,1
04-Sep-20,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,3784,299820.0,KGST 07 - October.csv,1
31-Aug-20,PREMISES & FIXED PLANT,UK0643317001 : Lowe Build Ltd,5506,27669.0,KGST 07 - October.csv,1
01-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011761,63811.0,KGST 07 - October.csv,1
17-Aug-20,ESTABLISHMENT EXPENSES,UK1001610001 : The Royal Parks Ltd,SLINV/00003147,53557.0,KGST 07 - October.csv,1
01-Oct-20,GENERAL SUPPLIES AND SERVICES,UK1023092001 : P2G Management Ltd,PML0045,27712.0,KGST 07 - October.csv,1
02-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121112203,78574.0,KGST 07 - October.csv,1
11-Sep-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121098827,50050.0,KGST 07 - October.csv,1
16-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121121799,53055.0,KGST 07 - October.csv,1
25-Sep-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121107628,63104.0,KGST 07 - October.csv,1
09-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121117160,64589.0,KGST 07 - October.csv,1
18-Sep-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121103089,63950.0,KGST 07 - October.csv,1
27-Mar-20,PREMISES & FIXED PLANT,UKOC36132301 : Murphy Philipps Associates LLP,6194,32670.0,KGST 07 - October.csv,1
03-Apr-20,CONSULTANCY,UKOC37552701 : P2G LLP,515,39263.0,KGST 07 - October.csv,1
23-Oct-20,PREMISES & FIXED PLANT,WPS00E504301 : Royal Bor of Kingston Upon Tha,1233041/NOV20,144172.0,KGST 07 - October.csv,1
30-Sep-20,CURRENT LIABILITIES,WPS00T145001 : NHS PENSIONS,EA4642,31330.0,KGST 07 - October.csv,1
17-Aug-20,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,891041,72066.0,KGST 07 - October.csv,1
28-Feb-19,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6451014,61637.0,KGST 08 - November.csv,1
16-Nov-20,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6480011,913904.0,KGST 08 - November.csv,1
30-Aug-18,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6440136,92455.0,KGST 08 - November.csv,1
02-Nov-20,CLINICAL SUPPLIES & SERVICES,NRB000219501 : Kingston GP Chambers Ltd,GPAECON02,133956.0,KGST 08 - November.csv,1
31-Aug-20,MISCELLANEOUS EXPENDITURE,NRB000244401 : Ken Crookes T/A The Office Chair Man,114,33780.0,KGST 08 - November.csv,1
31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,023/OCTOBER20,45647.0,KGST 08 - November.csv,1
17-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0012345801 : AAH Pharmaceuticals Ltd,Oct-20,175000.0,KGST 08 - November.csv,1
31-Oct-20,COMPUTER MAINTENANCE ,UK0065333101 : Experian Data Quality,HEX67000706592,30968.0,KGST 08 - November.csv,1
30-Oct-20,INTERIM STAFF CHARGES,UK0081873601 : Drake Personnel Ltd,303721,71280.0,KGST 08 - November.csv,1
04-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800019356,46466.0,KGST 08 - November.csv,1
04-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800019355,282289.0,KGST 08 - November.csv,1
13-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C306884,136868.0,KGST 08 - November.csv,1
02-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C310845,136868.0,KGST 08 - November.csv,1
12-Nov-20,SOFTWARE LICENSING,UK0161697701 : Bytes Software Services Ltd,687238,56575.0,KGST 08 - November.csv,1
06-Aug-20,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,66791,83631.0,KGST 08 - November.csv,1
30-Apr-20,PREMISES & FIXED PLANT,UK0187896301 : Corniche Construction Ltd,1961,64756.0,KGST 08 - November.csv,1
27-Oct-20,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402657679,169342.0,KGST 08 - November.csv,1
02-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0275960901 : Healthcare at Home Ltd,OP/9615507,25500.0,KGST 08 - November.csv,1
11-Nov-20,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5217953,38096.0,KGST 08 - November.csv,1
14-Oct-20,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5193778,32170.0,KGST 08 - November.csv,1
23-Nov-20,PREMISES & FIXED PLANT,UK0347731801 : Clinisys solutions ltd,INV34212001165,93098.0,KGST 08 - November.csv,1
30-Oct-20,MISCELLANEOUS EXPENDITURE,UK0360017001 : Coolspirit Ltd,1030738,83976.0,KGST 08 - November.csv,1
31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/07210126,50678.0,KGST 08 - November.csv,1
31-Oct-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26208,74225.0,KGST 08 - November.csv,1
30-Sep-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26142,74225.0,KGST 08 - November.csv,1
31-Aug-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26062,74225.0,KGST 08 - November.csv,1
30-Sep-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003909,43513.0,KGST 08 - November.csv,1
31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD262936KIN,185209.0,KGST 08 - November.csv,1
09-Nov-20,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL720,34452.0,KGST 08 - November.csv,1
01-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011838,68394.0,KGST 08 - November.csv,1
19-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051089102,200934.0,KGST 08 - November.csv,1
28-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051087747,203886.0,KGST 08 - November.csv,1
30-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,121130882,71323.0,KGST 08 - November.csv,1
13-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121139986,62937.0,KGST 08 - November.csv,1
23-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121126449,103382.0,KGST 08 - November.csv,1
06-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121135307,68422.0,KGST 08 - November.csv,1
20-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121145196,76416.0,KGST 08 - November.csv,1
23-Nov-20,PREMISES & FIXED PLANT,WPS00E504301 : Royal Bor of Kingston Upon Tha,1233041/DEC20,144172.0,KGST 08 - November.csv,1
15-Oct-20,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,892108,72066.0,KGST 08 - November.csv,1
16-Nov-20,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,892640,72066.0,KGST 08 - November.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6480815,29045.0,KGST 09 - December.csv,1
08-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6480908,913904.0,KGST 09 - December.csv,1
07-JUN-2018 ,CLINICAL SUPPLIES & SERVICES,NHS0000RYJ01 : IMPERIAL COLLEGE HEALTHCARE NHS TRUST,H0161397,39654.0,KGST 09 - December.csv,1
14-DEC-2020 ,EDUCATION & TRAINING,NRB000020601 : Kingston University London,20187875,27037.0,KGST 09 - December.csv,1
11-NOV-2020 ,PREMISES & FIXED PLANT,NRB000227401 : I Thaler & J Wilson T/A Thaler Contracts,772,36746.0,KGST 09 - December.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,024/NOVEMBER20,43057.0,KGST 09 - December.csv,1
16-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0012345801 : AAH Pharmaceuticals Ltd,NOVEMBER20,175000.0,KGST 09 - December.csv,1
14-DEC-2020 ,CAPITAL SCHEME,UK0047661101 : Leica Microsystems (UK) Ltd,98256002,26027.0,KGST 09 - December.csv,1
03-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800029960,46466.0,KGST 09 - December.csv,1
03-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800029959,278120.0,KGST 09 - December.csv,1
12-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C312715,136868.0,KGST 09 - December.csv,1
26-NOV-2020 ,SOFTWARE LICENSING,UK0161697701 : Bytes Software Services Ltd,690146,41539.0,KGST 09 - December.csv,1
06-NOV-2020 ,GENERAL SUPPLIES AND SERVICES,UK0165983701 : ISS Mediclean Ltd,SI3536203,1058112.0,KGST 09 - December.csv,1
06-NOV-2020 ,GENERAL SUPPLIES AND SERVICES,UK0165983701 : ISS Mediclean Ltd,SI3536206,323172.0,KGST 09 - December.csv,1
06-NOV-2020 ,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,69912,107632.0,KGST 09 - December.csv,1
07-DEC-2020 ,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,70510,120819.0,KGST 09 - December.csv,1
26-NOV-2020 ,PREMISES & FIXED PLANT,UK0187896301 : Corniche Construction Ltd,10461,101386.0,KGST 09 - December.csv,1
13-OCT-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101822287,43006.0,KGST 09 - December.csv,1
13-OCT-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101822286,67473.0,KGST 09 - December.csv,1
09-SEP-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101808927,37165.0,KGST 09 - December.csv,1
13-OCT-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101822285,89149.0,KGST 09 - December.csv,1
03-SEP-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101807476,89149.0,KGST 09 - December.csv,1
09-SEP-2020 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101808926,50500.0,KGST 09 - December.csv,1
08-NOV-2020 ,PREMISES & FIXED PLANT,UK0258575901 : Veolia Energy & Utility Services UK Plc,90259093,103847.0,KGST 09 - December.csv,1
15-DEC-2020 ,POSTAGE,UK0265832401 : Quadient UK Ltd,306619/ISS/138,49999.0,KGST 09 - December.csv,1
09-NOV-2020 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15665205,49217.0,KGST 09 - December.csv,1
09-DEC-2020 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15731046,65845.0,KGST 09 - December.csv,1
09-DEC-2020 ,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5244078,45205.0,KGST 09 - December.csv,1
12-NOV-2020 ,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5219713,37077.0,KGST 09 - December.csv,1
17-AUG-2020 ,PREMISES & FIXED PLANT,UK0411321501 : M & O Building Contractors Ltd,4283,30294.0,KGST 09 - December.csv,1
14-AUG-2020 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000042,1818451.0,KGST 09 - December.csv,1
14-SEP-2020 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000043,1766573.0,KGST 09 - December.csv,1
18-NOV-2020 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000050,936156.0,KGST 09 - December.csv,1
18-NOV-2020 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000048,402276.0,KGST 09 - December.csv,1
30-NOV-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26275,74225.0,KGST 09 - December.csv,1
30-DEC-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003998,39795.0,KGST 09 - December.csv,1
31-OCT-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003967,39852.0,KGST 09 - December.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD265560KIN,180159.0,KGST 09 - December.csv,1
22-DEC-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,4040,25999.0,KGST 09 - December.csv,1
25-NOV-2020 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL723,34818.0,KGST 09 - December.csv,1
01-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011917,73920.0,KGST 09 - December.csv,1
30-OCT-2020 ,SOFTWARE MAINTENANCE,UK0904813901 : APAAS Application Packaging Services,APA0094,88239.0,KGST 09 - December.csv,1
30-NOV-2020 ,MISCELLANEOUS EXPENDITURE,UK0922583301 : SH Online Ltd,WHS-262,43402.0,KGST 09 - December.csv,1
06-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK1067636801 : King's Fertility Ltd,KFL213,43035.0,KGST 09 - December.csv,1
12-OCT-2020 ,CLINICAL SUPPLIES & SERVICES,UK1067636801 : King's Fertility Ltd,KFL205,43620.0,KGST 09 - December.csv,1
09-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1067636801 : King's Fertility Ltd,KFL221,57170.0,KGST 09 - December.csv,1
27-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121149778,71453.0,KGST 09 - December.csv,1
11-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121159458,59299.0,KGST 09 - December.csv,1
04-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121154705,61569.0,KGST 09 - December.csv,1
29-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,UKOC30367501 : Deloitte LLP,8001381952,60293.0,KGST 09 - December.csv,1
24-NOV-2020 ,LEGAL FEES,UKOC33365301 : Pinsent Masons LLP,6571103,38212.0,KGST 09 - December.csv,1
25-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UKSC15196501 : Karl Storz Endoscopy (UK) Ltd,6020074542,45427.0,KGST 09 - December.csv,1
30-DEC-2020 ,PREMISES & FIXED PLANT,WPS00E504301 : Royal Bor of Kingston Upon Tha,1233041/JAN21,144172.0,KGST 09 - December.csv,1
15-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,891574.,72066.0,KGST 09 - December.csv,1
14-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6481775,913904.0,KGST 10 - January.csv,1
26-JAN-2021 ,PREMISES & FIXED PLANT,UK0004609501 : MXF Properties V Ltd,LINV518941,40183.0,KGST 10 - January.csv,1
02-NOV-2020 ,PREMISES & FIXED PLANT,UK0004609501 : MXF Properties V Ltd,LINV516276,40183.0,KGST 10 - January.csv,1
31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,025/DECEMBER20,46806.0,KGST 10 - January.csv,1
12-JAN-2021 ,PREMISES & FIXED PLANT,UK0025631401 : Multitone Electronics plc,132617,44299.0,KGST 10 - January.csv,1
20-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0046136501 : Baxter Healthcare Ltd,20266017,28779.0,KGST 10 - January.csv,1
29-MAY-2020 ,CLINICAL SUPPLIES & SERVICES,UK0057154601 : Roche Diagnostics Ltd,6571236502.,57904.0,KGST 10 - January.csv,1
06-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800039108,264587.0,KGST 10 - January.csv,1
06-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800039109,47869.0,KGST 10 - January.csv,1
11-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C319664,136868.0,KGST 10 - January.csv,1
15-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C320142,91245.0,KGST 10 - January.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C316915,136868.0,KGST 10 - January.csv,1
15-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0096673601 : KeyMed (Medical & Industrial Equip) Ltd,CD2640627,40786.0,KGST 10 - January.csv,1
08-DEC-2020 ,GENERAL SUPPLIES AND SERVICES,UK0105677401 : Apogee Corporation Ltd,1183885,78059.0,KGST 10 - January.csv,1
11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661789,91007.0,KGST 10 - January.csv,1
11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661790,85307.0,KGST 10 - January.csv,1
26-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402665608,51332.0,KGST 10 - January.csv,1
11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661788,42653.0,KGST 10 - January.csv,1
18-DEC-2020 ,COMPUTER MAINTENANCE - APPLICATION,UK0217499001 : Softcat Ltd,INV02779587,157126.0,KGST 10 - January.csv,1
23-DEC-2020 ,PREMISES & FIXED PLANT,UK0266583701 : Maintel Europe Ltd,12568013,31173.0,KGST 10 - January.csv,1
08-JAN-2021 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15793680,100225.0,KGST 10 - January.csv,1
28-JUL-2020 ,CAPITAL SCHEME,UK0304095501 : KPS Southern Ltd,10231,74748.0,KGST 10 - January.csv,1
13-JAN-2021 ,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5279074,36680.0,KGST 10 - January.csv,1
30-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0340255601 : Aquilant Endoscopy,88606355,109466.0,KGST 10 - January.csv,1
29-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,UK0343068601 : Wassenburg Ltd,150-S4016167,34238.0,KGST 10 - January.csv,1
31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/09211191,54075.0,KGST 10 - January.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/08210655,55221.0,KGST 10 - January.csv,1
31-DEC-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26347,74225.0,KGST 10 - January.csv,1
31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD268751KIN,174544.0,KGST 10 - January.csv,1
31-AUG-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0025708,42226.0,KGST 10 - January.csv,1
27-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027518,37464.0,KGST 10 - January.csv,1
30-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0026362,42226.0,KGST 10 - January.csv,1
31-OCT-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027122,42226.0,KGST 10 - January.csv,1
09-OCT-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,3861,25200.0,KGST 10 - January.csv,1
05-JAN-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL751,25620.0,KGST 10 - January.csv,1
28-AUG-2020 ,MISCELLANEOUS EXPENDITURE,UK0709117401 : Richmond Hill Hotel (Operations) Ltd,8332,39812.0,KGST 10 - January.csv,1
01-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011980,73768.0,KGST 10 - January.csv,1
01-JAN-2021 ,CONSULTANCY,UK1023092001 : P2G Management Ltd,PML0050,27712.0,KGST 10 - January.csv,1
18-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121164401,81073.0,KGST 10 - January.csv,1
25-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121168457,91393.0,KGST 10 - January.csv,1
22-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121183117,68337.0,KGST 10 - January.csv,1
08-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121174426,70116.0,KGST 10 - January.csv,1
15-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121179006,74216.0,KGST 10 - January.csv,1
01-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121170498,57688.0,KGST 10 - January.csv,1
25-NOV-2020 ,CAPITAL SCHEME,UK1088171502 : SCCL T/A NHS Supply Chain (Capital),9521001353,25318.0,KGST 10 - January.csv,1
30-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UKSC15196501 : Karl Storz Endoscopy (UK) Ltd,6020077455,57598.0,KGST 10 - January.csv,1
31-DEC-2020 ,CURRENT LIABILITIES,WPS00T145001 : NHS PENSIONS,2000004069,30177.0,KGST 10 - January.csv,1
15-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,893933,72066.0,KGST 10 - January.csv,1
15-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,893402,72066.0,KGST 10 - January.csv,1
29-JAN-2021 ,SALARY RECHARGES,NHS000036L01 : NHS South West London CCG,7032800563,39362.0,KGST 11 - February.csv,1
23-JAN-2021 ,SALARY RECHARGES,NHS000036L01 : NHS South West London CCG,7032800558,40635.0,KGST 11 - February.csv,1
23-JAN-2021 ,SALARY RECHARGES,NHS000036L01 : NHS South West London CCG,7032800559,106008.0,KGST 11 - February.csv,1
18-DEC-2019 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6467245,26125.0,KGST 11 - February.csv,1
18-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6481806,37750.0,KGST 11 - February.csv,1
18-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6481807,37750.0,KGST 11 - February.csv,1
18-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6481805,37750.0,KGST 11 - February.csv,1
31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,126/JANUARY21,41333.0,KGST 11 - February.csv,1
02-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0012345801 : AAH Pharmaceuticals Ltd,DEC20,175000.0,KGST 11 - February.csv,1
14-OCT-2020 ,CLINICAL SUPPLIES & SERVICES,UK0049594601 : Drive DeVilbiss Sidhil Ltd,728791,25138.0,KGST 11 - February.csv,1
03-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800049614,47869.0,KGST 11 - February.csv,1
03-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800049613,224377.0,KGST 11 - February.csv,1
28-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C326783,136868.0,KGST 11 - February.csv,1
13-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C323412,136868.0,KGST 11 - February.csv,1
28-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0094224501 : Huntleigh Healthcare Ltd - Diag Prod Div,I6240872,102762.0,KGST 11 - February.csv,1
