ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,32400846,1525.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,32422015,1540.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,32422011,1548.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,32422014,1548.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,1560.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ACREFIELD SURGERY,32422008,1577.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,32422020,1588.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,32422022,1590.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,32422009,1596.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,32314209,1601.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,32422023,1606.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,32422021,1615.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,32422025,1620.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,32400857,1652.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,32422022,1684.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,1691.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH ROAD SURGERY,32400844,1696.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,1697.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,32314208,1710.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,32422018,1710.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MEDICAL CENTRE DR S SHAPIRO & PARTNER,32422020,1724.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,32422029,1769.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,32422028,1774.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,32422011,1776.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,32400880,1800.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,32422016,1833.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,32400857,1836.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,32314209,1845.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,32314208,1892.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,1892.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,32422007,1898.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,32422013,1912.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,32422032,1914.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,32422019,1920.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,32422011,1936.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,32422012,1944.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,32400878,1986.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,32422019,2020.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,32422030,2045.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST LONDON MEDICAL CENTRE,32400872,2045.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,32422030,2056.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,32314210,2076.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,32400859,2081.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,2100.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,32422028,2100.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,32400878,2133.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,32314208,2138.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,2181.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,2189.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,32422011,2310.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,2354.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,32400876,2401.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,32400872,2464.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,32314204,2566.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,32422019,2602.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,32400876,2637.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,32422021,2646.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,32422015,2654.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,32288117,2682.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,32422031,2700.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,32422016,2758.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,2769.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,2770.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,32422009,2790.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,32422018,2795.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,32314205,2880.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,32422028,2898.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,2902.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,32400880,2922.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ACORN MEDICAL CENTRE,32400844,2927.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,2993.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,32422019,3000.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,3021.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,32400872,3083.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,32422023,3120.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,ACRE SURGERY NORTHWOOD HEALTH CENTRE,32314203,3174.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,32422020,3180.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,32288117,3250.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ACORN MEDICAL CENTRE,32400844,3258.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-APMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,32314210,3330.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-APMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,32314210,3400.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,32400859,3408.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,32314204,3478.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ACRE SURGERY NORTHWOOD HEALTH CENTRE,32314203,3490.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,32314206,3491.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,32422017,3578.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,32422024,3600.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,32422032,3611.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAYES MEDICAL CENTRE,32400857,3676.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OAKLAND MEDICAL CENTRE,32422021,3677.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,32422025,3767.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,3854.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,32422023,3900.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,32422026,3945.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,32422024,3965.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,32314205,4031.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,32422025,4074.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,32422026,4187.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,32422007,4189.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,32422013,4200.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,32314204,4206.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,32422009,4237.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,32314209,4371.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,32422016,4376.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,32422027,4381.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,32422010,4397.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,32422014,4428.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,32422015,4459.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,UXBRIDGE HEALTH CENTRE,32422027,4532.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CEDARS MEDICAL CENTRE,32422010,4549.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,32422007,4575.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,32422022,4688.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,32400846,4775.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,32422007,4779.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,32288117,4796.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,4829.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,32422023,4842.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,32400857,4879.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,32422021,5012.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,32422028,5131.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,32422013,5684.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,32422020,5689.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,32422011,5945.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,32422015,5948.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,32314206,6075.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,32400859,6100.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,32422025,6179.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,32400859,6201.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,32314207,6339.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,32314208,6445.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,32422017,6901.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,32314206,7289.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,32422029,7488.0,NWHI 02 - May.pdf.csv,1
NHS Hillingdon CCG,31-May-20,C&M-GMS PCO Flex Career Scheme,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,32422029,7680.0,NWHI 02 - May.pdf.csv,1
