entuty,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
King's College Hospital NHS Foundation Trust,21-May-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5101262,511227.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,07-May-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5092943,858609.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,11-May-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5094143,38441.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,14-May-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5097077,55924.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,17-Oct-19,External Contract staffing and Consultan,Ed Central,RED BOX I T,KCH017,28560.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,05-May-20,Stock,Stock,ROCHE PRODUCTS LIMITED,1322137412,51299.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,27-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10283A,61278.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,13-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10241A,61278.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,11-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10337A,73534.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,04-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10316A,31514.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,25-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10374A,61278.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10300A,35016.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,20-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10260A,61278.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,30-Mar-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10178A,61278.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,18-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10356A,73534.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,20-May-20,EQUIPMENT LEASES,EQUIPMENT LEASES,SIEMENS FINANCIAL     A9348571  LG18013,,50506.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130480,2459484.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6472580,92287.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6472579,92558.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,29-Apr-20,Premises and Fixed Plant,ED PRUH Nursing,STRYKER UK LTD,28808893,38880.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800002332,101053.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,1800002330,102930.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,31-Mar-20,Assets Under Construction,Fixed Asset,TRS LTD,397451,54955.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,24-Apr-20,Establishment Expenses,Corporate Human Resources,ULSTER UNIVERSITY,135226,34936.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,09-Apr-20,Clinical Trials EXP,Clinical Trials EXP,UNIVERSITY OF LIVERPOOL,21963438,58709.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,27-Apr-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237551,-31524.0,KICO 02 - May.csv,-1
King's College Hospital NHS Foundation Trust,27-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237699,26636.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,27-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237697,25716.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,27-Apr-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237557,-30435.0,KICO 02 - May.csv,-1
King's College Hospital NHS Foundation Trust,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91680772,1003492.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91680771,482486.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91680691,1080550.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91680690,484987.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,27-Mar-20,Assets Under Construction,Fixed Asset,VINCI CONSTRUCTION UK LIMITED,20040023,166420.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,COVID - 19,COVID - 19,WORLDLINE IT SERVICES UK LTD RE PREMIER INN,3407926,112280.0,KICO 02 - May.csv,1
King's College Hospital NHS Foundation Trust,03-May-20,Assets Under Construction,Fixed Asset,A & G PIPEWORK & WELDING,2116,28300.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Jun-20,PHARMACY INVOICES,PHARMACY INVOICES, AAH PHARMACEUTICA KINGS COLL HOSP ,,500000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,04-Jun-20,Stock,Stock,AAH PHARMACEUTICALS LIMITED,15534399D,26880.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,18-May-20,Stock,Stock,ALEXION PHARMA UK,90904468,113400.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Jun-20,Stock,Stock,ALEXION PHARMA UK,90912831,45360.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-May-20,Stock,Stock,ALEXION PHARMA UK,90904272,45360.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-May-20,Stock,Stock,ALLIANCE HEALTHCARE LTD (UNICHEM),B05W03842,26686.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,External Contract staffing and Consultan,Radiology Department,ALLIANCE MEDICAL,AML-152225,35672.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-31052020CORR,165177.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,14-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-14062020,153576.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,07-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-07062020S,109425.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,28-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-28062020S,128626.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-31052020,166167.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-31052020S,121845.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,21-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-21062020,164804.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,21-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-21062020Fri,104482.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,28-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-28062020,132456.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,21-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-21062020S,182898.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-31052020fri,112630.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,14-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-14062020Fri,103457.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,07-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-07062020Fri,92883.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,07-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-07062020,150234.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,14-Jun-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-14062020S,106731.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,18-May-20,Stock,Stock,ALLOGA UK LTD,SIN102901496,36000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,21-May-20,Stock,Stock,ALLOGA UK LTD,SIN102904088,27120.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,16-Jun-20,Stock,Stock,ALLOGA UK LTD,SIN102921621,36000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-May-20,Stock,Stock,ALLOGA UK LTD,SIN102902423,36000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Apr-20,Stock,Stock,ALLOGA UK LTD,SIN102877298,36000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-Jun-20,Stock,Stock,ALLOGA UK LTD,SIN102920522,40680.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,Stock,Stock,ALLOGA UK LTD,SIN102870267,27120.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,03-Jun-20,Stock,Stock,ALLOGA UK LTD,SIN102912416,40680.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Jun-20,Clinical Supplies and Services,Haematology OPD,ANTHONY NOLAN,624326,42998.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,28-May-20,Clinical Supplies and Services,Haematology OPD,ANTHONY NOLAN,623872,40844.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,28-May-20,Clinical Supplies and Services,Haematology OPD,ANTHONY NOLAN,623871,42673.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Premises and Fixed Plant,Facilities Estates / Maintenance,ARTIC BUILDING SERVICES LTD,61564,29515.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Premises and Fixed Plant,Facilities Estates / Maintenance,ARTIC BUILDING SERVICES LTD,61281,35418.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,07-Apr-20,COVID - 19,COVID - 19,ARTIC BUILDING SERVICES LTD,61100,32000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Sep-19,Premises and Fixed Plant,Facilities Rates / Rent,ASSURA HC LIMITED,LINV26219CR,-36000.0,KICO 03 - June.csv,-1
King's College Hospital NHS Foundation Trust,25-Jun-20,RENT,RENT,ASSURA HC LTD     SYDENHAM KIN001,,36000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Jun-20,Professional and Technical,Networked care COVID-19,ASSURED PERFUSION & MEDICAL SERVICES,521,25550.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,16-Jun-20,COVID - 19,Staff stay during COVID-19,ATOS RE PREMIERINN      9826133200071530,,74305.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Audit commission expenses,Audit commission expenses,AVISON YOUNG (UK) LIMITED,6033610,30300.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,24-Feb-20,Stock,Stock,BAYER PLC,824C265787A,26220.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,24-Feb-20,Stock,Stock,BAYER PLC,824C265787CRA,26220.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Jun-20,Stock,Stock,BAYER PLC,824C282216,27373.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,23-Apr-20,Clinical Supplies and Services,S&T A&E Management,BMI HEALTHCARE,030_S1101_0320,81873.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,23-Apr-20,Clinical Supplies and Services,S&T A&E Management,BMI HEALTHCARE,023_S11101_0320,48436.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Jun-20,Assets Under Construction,Fixed Asset,BMJ ARCHITECTS,13432,30000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,03-Apr-20,Assets Under Construction,Fixed Asset,BMJ ARCHITECTS,13433,30000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,04-May-20,Assets Under Construction,Fixed Asset,BMJ ARCHITECTS,13389,30000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Services Provided by non-NHS bodies,Dermatology Services PRUH,BROMLEY GP ALLIANCE LTD,BGPA0549,45000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,22-Jun-20,Services Provided by non-NHS bodies,Dermatology Services PRUH,BROMLEY GP ALLIANCE LTD,BGPA0604,45000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,28-Apr-20,Services Provided by non-NHS bodies,Dermatology Services PRUH,BROMLEY GP ALLIANCE LTD,BGPA0525,45000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-Jun-20,Premises and Fixed Plant,Waste Services,BYWATERS (LEYTON) LTD,P139468,50017.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,20-May-20,Premises and Fixed Plant,Waste Services,BYWATERS (LEYTON) LTD,P136516,56681.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,20-May-20,Establishment Expenses,Corporate Human Resources,CAPITA BUSINESS SERVICE LTD,6003986650,296918.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,22-May-20,Assets Under Construction,Fixed Asset,CAPITA PROPERTY & INFRASTRUCTURE LTD,6017126667,51608.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,18-May-20,Premises and Fixed Plant,Accomodation,CLARION HOUSING ASSOCIATION LIMITED,FTI100000634,47041.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Jun-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,CORONA ENERGY,15314893,191324.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,11-Jun-20,Premises and Fixed Plant,Theatre Admin Team,CSC COMPUTER SCIENCES LIMITED,5278010652,37217.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,11-Jun-20,Premises and Fixed Plant,Theatre Admin Team,CSC COMPUTER SCIENCES LIMITED,5278010652,45786.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,23-Jun-20,Stock,Stock,CSL BEHRING UK LTD,994025212,84000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,22-Jun-20,Stock,Stock,CSL BEHRING UK LTD,994025162,42000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,09-Jun-20,Stock,Stock,CSL BEHRING UK LTD,994024767,42000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-Jun-20,Assets Under Construction,Fixed Asset,CURRIE BROWN UK LTD,7061171,28110.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,DE LAGE LANDEN L     95640013456 LG15    ,,358386.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,DE LAGE LANDEN LEA     98640052850,,99999.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,DE LAGE LANDEN LEA     98640052850,,33570.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,DE LAGE LANDEN LEA   95640013626,,25194.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,13-May-20,COVID - 19,COVID - 19,DELL COMPUTERS LTD,7402617454,31855.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,26-Jun-20,ICT,Fixed Asset,DELL COMPUTERS LTD,7402626181,71148.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,13-May-20,COVID - 19,COVID - 19,DELL COMPUTERS LTD,7402617454,32314.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit,DIAVERUM FACILITIES MANAGEMENT,350496,58901.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-May-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit,DIAVERUM FACILITIES MANAGEMENT,350551,59385.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-Feb-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit,DIAVERUM UK LTD,154339,52480.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Apr-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit,DIAVERUM UK LTD,154408,63166.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,27-May-20,Sub Contracted Healthcare - NHS bodies,Child Health Central,EAST SUSSEX HOSPITALS NHS TRUST,144236,36604.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,03-Jun-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,EDF ENERGY,7824495,27903.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,02-Jun-20,Premises and Fixed Plant,PFI Service Payments,EDF ENERGY,7816336,65952.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,02-Jun-20,Premises and Fixed Plant,Dental Energy & Utilities,EDF ENERGY,7809501,28593.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-Mar-20,Administrative and Clerical Staff,Facilities Projects,ESSENTIA TRADING LTD,53926,63276.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Jun-20,Transport and Moveable Plant,Patient Transport,FALCK UK AMBULANCE SERVICES,25741,594829.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Feb-20,Sub Contracted Healthcare - NHS bodies,Fetal Medicine Serv Agreement,FETAL MEDICINE FOUNDATION,FMF437,76000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Feb-20,Sub Contracted Healthcare - NHS bodies,Fetal Medicine Serv Agreement,FETAL MEDICINE FOUNDATION,FMF438,416666.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Feb-20,Sub Contracted Healthcare - NHS bodies,Fetal Medicine Serv Agreement,FETAL MEDICINE FOUNDATION,FMF440,214679.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Feb-20,Sub Contracted Healthcare - NHS bodies,Fetal Medicine Serv Agreement,FETAL MEDICINE FOUNDATION,FMF439,432707.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,22-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,GE CAPITAL     004.00018600.0016,,46078.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-May-20,External Contract staffing and Consultan,KCH Transformation,GE HEALTHCARE FINNAMORE,710001368,57600.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,18-Jun-20,Stock,Stock,GILEAD SCIENCES LTD,4410186893,224360.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,08-Jun-20,Stock,Stock,GILEAD SCIENCES LTD,4410186161,224360.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,20-May-20,Stock,Stock,GILEAD SCIENCES LTD,4410185135,35504.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,02-Jun-20,Stock,Stock,GILEAD SCIENCES LTD,4410185759,35504.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,26-May-20,Stock,Stock,GILEAD SCIENCES LTD,4410185335,35504.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-Jun-20,Stock,Stock,GILEAD SCIENCES LTD,4410186618,35504.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,16-Mar-20,KHP Partner Contribution,KHP Partner Contribution,GUYS & ST THOMAS' NHS TRUST,3284636,113780.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Jun-20,Sub Contracted Healthcare - NHS bodies,Cancer and Medical Oncology,GUYS & ST THOMAS' NHS TRUST,3289234,133000.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,10-Jun-20,Nursing Staff,COM ,GUYS & ST THOMAS' NHS TRUST,3289334,34223.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,16-Mar-20,KHP Partner Contribution,KHP Partner Contribution,GUYS & ST THOMAS' NHS TRUST,3284637,55873.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-May-20,Stock,Stock,HEALTHCARE AT HOME LIMITED,OP/9216554,25200.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Jun-20,PFI PAYMENT,PFI PAYMENT,HPC KING'S COLLE      HPCGJW562,,1235545.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,17-Jun-20,PFI PAYMENT,PFI PAYMENT,HPC KING'S COLLE      HPCGJW562,,247109.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-Jan-20,Premises and Fixed Plant,Radiology Department,INHEALTH REPORTING LIMITED,IRLIN002972,26419.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,12-May-20,COVID - 19,COVID - 19,INSIGHT DIRECT (UK) LTD,4837042,44040.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,29-May-20,Intangibles,Fixed Asset,INSIGHT DIRECT (UK) LTD,4854898,37440.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,30-May-20,Clinical Supplies and Services,Diabetes,INSULET INTERNATIONAL LTD,70026542,31984.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-20,Storage costs,Storage costs,IRON MOUNTAIN,WW14801,43010.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,16-Mar-20,Stock,Stock,JANSSEN-CILAG LTD,930638724,26756.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,05-Jun-20,Stock,Stock,JAZZ PHARMACEUTICALS,90008254,39420.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,27-May-20,Stock,Stock,JAZZ PHARMACEUTICALS,90007920,39420.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-May-20,Assets Under Construction,Fixed Asset,JOHN GRAHAM CONSTRUCTION LIMITED,912218,59293.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,15-Jun-20,COVID - 19,COVID - 19,JOHN GRAHAM CONSTRUCTION LIMITED,912388,147345.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,19-May-20,COVID - 19,COVID - 19,JOHN GRAHAM CONSTRUCTION LIMITED,912221,46738.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-May-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000560,4083454.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-May-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000559,1519770.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-May-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000558,3977672.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-May-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000557,2577451.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-May-20,External Contract staffing and Consultan,KIFM Pharmacy Outpatient,KCH INTERVENTIONAL FAC MGT LTD,FINV-000561,2299200.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Apr-20,External Contract staffing and Consultan,KIFM Pharmacy Outpatient,KCH INTERVENTIONAL FAC MGT LTD,FINV-000543,2299200.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-May-19,Establishment Expenses,Corporate Human Resources,KCH MANAGEMENT LTD,2063,43200.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,01-Nov-19,Establishment Expenses,Corporate Human Resources,KCH MANAGEMENT LTD,2278,65616.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,25-Jun-20,RENT,RENT,KINGS COLLEGE HOSP     BENGEWORTH ROAD,,58750.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,31-Jul-19,Clinical Trials EXP,NIHR BOPP Grant,KINGS COLLEGE LONDON,SH50013275,55610.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,12-Feb-20,Clinical Fellow/Specialist registrar Int,NIHR Prism R Harding,KINGS COLLEGE LONDON,SH50019602,35304.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,04-Mar-20,Consultant ,General Surgery I,KINGS COLLEGE LONDON,RS50020705,25271.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,11-Mar-20,Consultant ,RCF Central,KINGS COLLEGE LONDON,SH50021026,38668.0,KICO 03 - June.csv,1
King's College Hospital NHS Foundation Trust,20-Mar-20,Establishment Expenses,NIHR SFA Type1 Diabetes,KINGS COLLEGE LONDON,SS50021348,-1161.0,KICO 03 - June.csv,-1
King's College Hospital NHS Foundation Trust,20-Mar-20,Establishment Expenses,NIHR SFA Type1 Diabetes,KINGS COLLEGE LONDON,SS50021348,-25684.0,KICO 03 - June.csv,-1
