date,expensetype,expensearea,supplier,amount,file,negative
05/05/2020,Nuclear Medicine Tests,Nuclear Med Scans (Elective),Imperial College Healthcare Nhs Trust,30462.0,CHWE 02 - May.csv,1
07/05/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,84105.0,CHWE 02 - May.csv,1
07/05/2020,Building Expenditure,AEC Remodelling,Bywest Ltd,132405.0,CHWE 02 - May.csv,1
07/05/2020,Computer Maintenance Contracts,I.T Management,Ascribe Ltd T/A Emis Health,39238.0,CHWE 02 - May.csv,1
07/05/2020,General Computer Hardware,Epr Cross Site Project,Cerner Limited,33267.0,CHWE 02 - May.csv,1
07/05/2020,General Maintenance Contracts,Clinical Engineering,Nhs Supply Chain Maintenance (201),29472.0,CHWE 02 - May.csv,1
07/05/2020,General Maintenance Contracts,Management - Hiv/Gum,Genmed Me Ltd,202302.0,CHWE 02 - May.csv,1
07/05/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Sisk Healthcare (Uk) Ltd  T/A,26481.0,CHWE 02 - May.csv,1
07/05/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Unisurge International Ltd,36444.0,CHWE 02 - May.csv,1
07/05/2020,Recruitment Expenses,Director Of Nursing,Medox Paramedical Ltd T/ S  Drake Medox,40000.0,CHWE 02 - May.csv,1
07/05/2020,Recruitment Expenses,Director Of Nursing,Medox Paramedical Ltd T/ S  Drake Medox,39600.0,CHWE 02 - May.csv,1
12/05/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,91872.0,CHWE 02 - May.csv,1
12/05/2020,Drugs,Chelsea Site,Boots Uk Ltd,1118161.0,CHWE 02 - May.csv,1
12/05/2020,General Computer Software,Clinical Support Management,Icnh Ltd  (T/A Drdoctor),128901.0,CHWE 02 - May.csv,1
12/05/2020,Other Consultancy,Chief Executives Office,Kudos Healthcare Consulting,34320.0,CHWE 02 - May.csv,1
12/05/2020,Drugs,West Middlesex Site,Alloga Uk Limited,27000.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),149685.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),106364.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),115827.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),85839.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),111166.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),137001.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),117671.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),63155.0,CHWE 02 - May.csv,1
12/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),84552.0,CHWE 02 - May.csv,1
14/05/2020,Equipment Expenditure,Capital Expenditure,Smiths Medical International Ltd,90000.0,CHWE 02 - May.csv,1
14/05/2020,Equipment Expenditure,Capital Expenditure,Smiths Medical International Ltd,36000.0,CHWE 02 - May.csv,1
14/05/2020,Gas,Trust General Services,Corona Energy Retail 4 Ltd,-74708.0,CHWE 02 - May.csv,-1
14/05/2020,Gas,Trust General Services,Corona Energy Retail 4 Ltd,97195.0,CHWE 02 - May.csv,1
14/05/2020,General Computer Hardware,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,58119.0,CHWE 02 - May.csv,1
14/05/2020,Minor Works,Facilities Mgmt,Bywest Ltd,41849.0,CHWE 02 - May.csv,1
14/05/2020,Minor Works,C-Virus - Preparatory Spend,Bywest Ltd,31868.0,CHWE 02 - May.csv,1
14/05/2020,Minor Works,C-Virus - Preparatory Spend,Bywest Ltd,28942.0,CHWE 02 - May.csv,1
14/05/2020,Minor Works,C-Virus - Preparatory Spend,Bywest Ltd,27365.0,CHWE 02 - May.csv,1
14/05/2020,Clinical Supplies,Divisional areas,Nhs Supply Chain Roarp (101),82051.0,CHWE 02 - May.csv,1
14/05/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,39542.0,CHWE 02 - May.csv,1
14/05/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,26071.0,CHWE 02 - May.csv,1
19/05/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,61147.0,CHWE 02 - May.csv,1
19/05/2020,Building Expenditure,Maternity (Labour) Ward,Ensigna Construction Ltd,152654.0,CHWE 02 - May.csv,1
19/05/2020,Building Expenditure,Maternity (Labour) Ward,Ensigna Construction Ltd,103953.0,CHWE 02 - May.csv,1
19/05/2020,Building Expenditure,Air handling plant and material for Marjorie Warren Scheme,Ensigna Construction Ltd,112575.0,CHWE 02 - May.csv,1
19/05/2020,Soft Services,Trust-wide,Iss Mediclean Limited,2289282.0,CHWE 02 - May.csv,1
19/05/2020,General Maintenance Contracts,Management - Hiv/Gum,Genmed Me Ltd,742868.0,CHWE 02 - May.csv,1
19/05/2020,Pathology - Contract W.M.U.H.,Path Central Purchasing,Beckman Coulter United Kingdom Ltd,65425.0,CHWE 02 - May.csv,1
19/05/2020,Drugs,Chelsea Site,Alloga Uk Limited,36000.0,CHWE 02 - May.csv,1
19/05/2020,Drugs,Chelsea Site,Alloga Uk Limited,28800.0,CHWE 02 - May.csv,1
19/05/2020,Water,Estate Management Department,Castle Water Ltd,30250.0,CHWE 02 - May.csv,1
21/05/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,37276.0,CHWE 02 - May.csv,1
21/05/2020,Building Expenditure,Extension to NICU and ICU,Mclaughlin & Harvey Ltd,358977.0,CHWE 02 - May.csv,1
21/05/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Emmo Holdings Ltd,477500.0,CHWE 02 - May.csv,1
21/05/2020,Drugs,Chelsea Site,Alloga Uk Limited,36000.0,CHWE 02 - May.csv,1
27/05/2020,Drugs,Hiv - Herts,West Hertfordshire Hospitals Nhs Trust,336297.0,CHWE 02 - May.csv,1
27/05/2020,Drugs,Hiv - Herts,West Hertfordshire Hospitals Nhs Trust,196571.0,CHWE 02 - May.csv,1
27/05/2020,Equipment Expenditure,Capital Expenditure,Fujifilm Uk Ltd,35103.0,CHWE 02 - May.csv,1
27/05/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),34767.0,CHWE 02 - May.csv,1
27/05/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),28882.0,CHWE 02 - May.csv,1
27/05/2020,M.S.S.E. - Routine Purchases,C-Virus - Preparatory Spend,Full Support Healthcare Ltd,57510.0,CHWE 02 - May.csv,1
27/05/2020,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),40448.0,CHWE 02 - May.csv,1
27/05/2020,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),29455.0,CHWE 02 - May.csv,1
27/05/2020,Services From - Foundation Tru,Paediatric Management,Central And North West London Nhs Ft,159889.0,CHWE 02 - May.csv,1
27/05/2020,Services From N.H.S. Bodies,Hiv Testing,The Princess Alexandra Hospital Nhs Trust,62461.0,CHWE 02 - May.csv,1
27/05/2020,Services From N.H.S. Bodies,Hiv Testing,The Princess Alexandra Hospital Nhs Trust,33310.0,CHWE 02 - May.csv,1
27/05/2020,GUM Service,Imperial Gum Contract,Imperial College Healthcare Nhs Trust,354626.0,CHWE 02 - May.csv,1
27/05/2020,Drugs,Chelsea Site,Bayer Plc,36498.0,CHWE 02 - May.csv,1
27/05/2020,Drugs,West Middlesex Site,Alloga Uk Limited,32400.0,CHWE 02 - May.csv,1
27/05/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,574587.0,CHWE 02 - May.csv,1
28/05/2020,Nhs Blood Products,Haematology Department,Nhs Blood Transplant,57939.0,CHWE 02 - May.csv,1
28/05/2020,Nhs Blood Products,Pathology And Blood,Nhs Blood Transplant,74548.0,CHWE 02 - May.csv,1
28/05/2020,Rates & Council Tax,West Middlesex Site,London Borough Of Hounslow,90972.0,CHWE 02 - May.csv,1
28/05/2020,Rates & Council Tax,Dean St Facilities,Westminster City Council,26866.0,CHWE 02 - May.csv,1
28/05/2020,Rates & Council Tax,Chelsea Site,Royal Borough Of Kensington And Chelsea,223972.0,CHWE 02 - May.csv,1
28/05/2020,Sbs Service Charge,Hr Directorate Team - Executiv,Nhs Shared Business Services,73960.0,CHWE 02 - May.csv,1
28/05/2020,Sbs Service Charge,Hr Directorate Team - Executiv,Nhs Shared Business Services,99000.0,CHWE 02 - May.csv,1
28/05/2020,Staff Flow Central Account,Candw Balance Sheet,Liaison Financial Services Ltd,40374.0,CHWE 02 - May.csv,1
28/05/2020,Staff Flow Central Account,Candw Balance Sheet,Liaison Financial Services Ltd,29706.0,CHWE 02 - May.csv,1
28/05/2020,Staff Flow Central Account,Candw Balance Sheet,Liaison Financial Services Ltd,39664.0,CHWE 02 - May.csv,1
28/05/2020,Staff Flow Central Account,Candw Balance Sheet,Liaison Financial Services Ltd,44101.0,CHWE 02 - May.csv,1
28/05/2020,Insurance Contributions,Legal Services,Nhs Resolution C/O Nhs Litigation Authority,2906752.0,CHWE 02 - May.csv,1
02/04/2020,Building Expenditure,Queen Mary Maternity Unit Power Works,Bywest Ltd,67132.0,CHWE 01 - April.csv,1
02/04/2020,Building Expenditure,Marjory Warren scheme,Ensigna Construction Ltd,305840.0,CHWE 01 - April.csv,1
02/04/2020,Equipment Expenditure,APBM Monitoring,Spacelabs Healthcare Ltd,70357.0,CHWE 01 - April.csv,1
02/04/2020,Equipment Expenditure,COVID-19 BP Monitors,Action On Pre-Eclampsia,82200.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,33230.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,49985.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,52729.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,238273.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,58807.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,83973.0,CHWE 01 - April.csv,1
02/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,150547.0,CHWE 01 - April.csv,1
02/04/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),46581.0,CHWE 01 - April.csv,1
02/04/2020,Staff Accomodation,C-Virus - Preparatory Spend,Hilton London Syon Park,110160.0,CHWE 01 - April.csv,1
02/04/2020,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),54548.0,CHWE 01 - April.csv,1
02/04/2020,Recruitment Expenses,Director Of Nursing,Medox Paramedical Ltd T/ S  Drake Medox,33000.0,CHWE 01 - April.csv,1
02/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),118015.0,CHWE 01 - April.csv,1
02/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),138883.0,CHWE 01 - April.csv,1
02/04/2020,Recharges  Pay and non-pay costs,Clarhc Office,Imperial College London,186890.0,CHWE 01 - April.csv,1
02/04/2020,Recharges  Pay and non-pay costs,Clarhc Office,Imperial College London,193830.0,CHWE 01 - April.csv,1
07/04/2020,Appliances - Other,Surgical Appliances Department,Opcare Ltd,39093.0,CHWE 01 - April.csv,1
07/04/2020,Building Expenditure,NICU/ICU - Variations,Jca Engineering Limited,30480.0,CHWE 01 - April.csv,1
07/04/2020,Building Expenditure,Lift MB23,Specialist Lift Services,33768.0,CHWE 01 - April.csv,1
07/04/2020,Equipment Expenditure,Pumps,Becton Dickinson Uk Ltd,834000.0,CHWE 01 - April.csv,1
07/04/2020,General Computer Software,Recruitment,Softcat Ltd,25004.0,CHWE 01 - April.csv,1
07/04/2020,Hard FM,Trust-wide,Jca Engineering Limited,376665.0,CHWE 01 - April.csv,1
07/04/2020,General Maintenance Contracts,Main Pharmacy,Swisslog (Uk) Ltd,27957.0,CHWE 01 - April.csv,1
07/04/2020,General Maintenance Contracts,Newfill,Guy'S & St Thomas' Nhs Foundation Trust,32256.0,CHWE 01 - April.csv,1
07/04/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),43221.0,CHWE 01 - April.csv,1
07/04/2020,M.R.I. Scans,Radiology:- Other Scanning,Alliance Medical Limited,231142.0,CHWE 01 - April.csv,1
07/04/2020,Other Consultancy,Improvement Team,Ipsoft Eu Holdings Bv,27500.0,CHWE 01 - April.csv,1
07/04/2020,Transport ,Trust-wide,Hats Group Ltd,64028.0,CHWE 01 - April.csv,1
07/04/2020,Transport ,Trust-wide,Hats Group Ltd,236039.0,CHWE 01 - April.csv,1
07/04/2020,Recruitment Expenses,Director Of Nursing,Medox Paramedical Ltd T/ S  Drake Medox,25972.0,CHWE 01 - April.csv,1
07/04/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,382327.0,CHWE 01 - April.csv,1
07/04/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1385385.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Alloga Uk Limited,36000.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Dialachemist Ltd T/A Springmed Solutions,29160.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Janssen-Cilag Ltd,55165.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Novartis Pharmaceuticals Uk Limited,27312.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Roche Products Ltd,55845.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Roche Products Ltd,27755.0,CHWE 01 - April.csv,1
07/04/2020,Drugs,West Middlesex Pharmacy,Roche Products Ltd,29951.0,CHWE 01 - April.csv,1
07/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),108674.0,CHWE 01 - April.csv,1
07/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),168136.0,CHWE 01 - April.csv,1
07/04/2020,Nuclear Medicine Tests,Nuclear Med Scans (Elective),Imperial College Healthcare Nhs Trust,30462.0,CHWE 01 - April.csv,1
09/04/2020,Medical Agency - Other,Central Nursing Agency,Day Webster Ltd,25571.0,CHWE 01 - April.csv,1
09/04/2020,Other Consultancy,Chief Operating Office,Apira Limited,63231.0,CHWE 01 - April.csv,1
09/04/2020,Drugs,Chelsea Pharmacy,Alliance Healthcare (Distribution ) Ltd,25226.0,CHWE 01 - April.csv,1
09/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),56262.0,CHWE 01 - April.csv,1
09/04/2020,Nuclear Medicine Tests,Radiology Department,Imperial College Healthcare Nhs Trust,25970.0,CHWE 01 - April.csv,1
09/04/2020,Nuclear Medicine Tests,Nuclear Med Scans (Elective),Imperial College Healthcare Nhs Trust,33656.0,CHWE 01 - April.csv,1
14/04/2020,M.S.S.E. - Routine Purchases,Respiratory - Management,Baywater Healthcare Uk Ltd,26002.0,CHWE 01 - April.csv,1
14/04/2020,Services From - Foundation Tru,Cardiology Management,Royal Brompton & Harefield Nhs Ft,25918.0,CHWE 01 - April.csv,1
14/04/2020,Telephones - Private Circuits,Trust General Services,Imperial College Healthcare Nhs Trust,53547.0,CHWE 01 - April.csv,1
14/04/2020,Typing&Transcription Services,Clin Admin Management Team,Scribetech Uk Ltd,27591.0,CHWE 01 - April.csv,1
14/04/2020,Typing&Transcription Services,Opd Admin Musculo Skeletal,Dscribe Ltd,50552.0,CHWE 01 - April.csv,1
14/04/2020,Typing&Transcription Services,Opd Admin Musculo Skeletal,Dscribe Ltd,45608.0,CHWE 01 - April.csv,1
14/04/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,74616.0,CHWE 01 - April.csv,1
16/04/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,120365.0,CHWE 01 - April.csv,1
16/04/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,153363.0,CHWE 01 - April.csv,1
16/04/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,100389.0,CHWE 01 - April.csv,1
16/04/2020,Building Expenditure,Refurbishment of Anne Stewart Seminar Room,Ensigna Construction Ltd,94970.0,CHWE 01 - April.csv,1
16/04/2020,Drugs,Chelsea Pharmacy,Boots Uk Ltd,1809111.0,CHWE 01 - April.csv,1
16/04/2020,Equipment Expenditure,Workstations,Becton Dickinson Uk Ltd,62400.0,CHWE 01 - April.csv,1
16/04/2020,Equipment Expenditure,M22 MULTI-AESTHETIC PLATFORM SYSTEM,Lumenis (Uk) Limited,89803.0,CHWE 01 - April.csv,1
16/04/2020,General Computer Hardware,Epr Cross Site Project,Cerner Limited,33267.0,CHWE 01 - April.csv,1
16/04/2020,General Computer Hardware,Epr Cross Site Project,Cerner Limited,33267.0,CHWE 01 - April.csv,1
16/04/2020,Medical Agency - Other,Central Nursing Agency,Day Webster Ltd,29415.0,CHWE 01 - April.csv,1
16/04/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,141064.0,CHWE 01 - April.csv,1
16/04/2020,Other Consultancy,Chief Operating Office,Apira Limited,36000.0,CHWE 01 - April.csv,1
16/04/2020,Transport ,Trust-wide,Hats Group Ltd,33245.0,CHWE 01 - April.csv,1
16/04/2020,Pathology - Contract W.M.U.H.,Path Central Purchasing,Beckman Coulter United Kingdom Ltd,65425.0,CHWE 01 - April.csv,1
16/04/2020,Rent Rates & Service Charge,Queen Mary Maternity Unit,London North West University Healthcare Nhs T,84730.0,CHWE 01 - April.csv,1
16/04/2020,Research & Development Exp,Prep Study,Central And North West London Nhs Ft,78959.0,CHWE 01 - April.csv,1
16/04/2020,Research & Development Exp,Prep Study,Liverpool  University Hospitals Nhs Ft,40341.0,CHWE 01 - April.csv,1
16/04/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1488905.0,CHWE 01 - April.csv,1
16/04/2020,Services From Non Nhs Org,Medical Outliers,Medihome Ltd,55733.0,CHWE 01 - April.csv,1
16/04/2020,Services From Non Nhs Org,Pharmacy Outpatients,Boots Uk Ltd,35234.0,CHWE 01 - April.csv,1
16/04/2020,Drugs,Chelsea Pharmacy,Gilead Sciences Ltd,47736.0,CHWE 01 - April.csv,1
16/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),61569.0,CHWE 01 - April.csv,1
16/04/2020,Radiology Maintenance Contract,Radiology,Nhs Supply Chain Maintenance (201),79200.0,CHWE 01 - April.csv,1
20/04/2020,Clinical Supplies,C-Virus - Preparatory Spend,Emmo Holdings Ltd,156600.0,CHWE 01 - April.csv,1
21/04/2020,Bleeps,I.T Management,Stanley Security Solutions,35478.0,CHWE 01 - April.csv,1
21/04/2020,Computer & I.T. - Other,I.T Management,Sphere Systems Powering Healthcare Ltd,30811.0,CHWE 01 - April.csv,1
21/04/2020,Computer & I.T. - Other,I.T Management,Sphere Systems Powering Healthcare Ltd,28551.0,CHWE 01 - April.csv,1
21/04/2020,Computer Maintenance Contracts,Pacs,Sectra Ltd,70005.0,CHWE 01 - April.csv,1
21/04/2020,Computer Maintenance Contracts,Radiology,Sectra Ltd,109997.0,CHWE 01 - April.csv,1
21/04/2020,Drugs,Hiv Drugs - Herts,West Hertfordshire Hospitals Nhs Trust,242292.0,CHWE 01 - April.csv,1
21/04/2020,General Computer Hardware,Epr Cross Site Project,Sphere Systems Powering Healthcare Ltd,31255.0,CHWE 01 - April.csv,1
21/04/2020,General Maintenance Contracts,Chief Operating Office,Soliton  It Limited,76498.0,CHWE 01 - April.csv,1
21/04/2020,M.S.S.E. - Other,Procurement,Netconnection Systems Ltd,52910.0,CHWE 01 - April.csv,1
21/04/2020,M.S.S.E. - Other,Sexual Health - Sutton,Doctors Laboratory Ltd (The),67970.0,CHWE 01 - April.csv,1
21/04/2020,Other Consultancy,Procurement,Lifecycle Managment Group Limited,82684.0,CHWE 01 - April.csv,1
21/04/2020,Pathology - Contract W.M.U.H.,Path Central Purchasing,Beckman Coulter United Kingdom Ltd,65425.0,CHWE 01 - April.csv,1
21/04/2020,Services From N.H.S. Bodies,Hiv - Herts,Central London Community Healthcare Nhs Trust,35478.0,CHWE 01 - April.csv,1
21/04/2020,Services From N.H.S. Bodies,Hiv - Herts,Central London Community Healthcare Nhs Trust,35476.0,CHWE 01 - April.csv,1
21/04/2020,Services From N.H.S. Bodies,Sexual Health - Sutton,Epsom And St Helier University Hosp Nhs Trust,30207.0,CHWE 01 - April.csv,1
21/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),108345.0,CHWE 01 - April.csv,1
21/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain,132876.0,CHWE 01 - April.csv,1
21/04/2020,Transport Charges,C-Virus - Preparatory Spend,Hats Group Ltd,30958.0,CHWE 01 - April.csv,1
21/04/2020,Water,Estate Management Department,Castle Water Ltd,30147.0,CHWE 01 - April.csv,1
21/04/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,88796.0,CHWE 01 - April.csv,1
21/04/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,31520.0,CHWE 01 - April.csv,1
21/04/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,79119.0,CHWE 01 - April.csv,1
23/04/2020,Building Expenditure,NICU/ICU Extension,Mclaughlin & Harvey Ltd,615423.0,CHWE 01 - April.csv,1
23/04/2020,Equipment Expenditure,Reverse Osmosis Treatment System,Lubron Uk Ltd,28375.0,CHWE 01 - April.csv,1
28/04/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,128419.0,CHWE 01 - April.csv,1
28/04/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,75829.0,CHWE 01 - April.csv,1
28/04/2020,Computer Maintenance Contracts,I.T Management,Csc Computer Sciences Limited,42736.0,CHWE 01 - April.csv,1
28/04/2020,Donations & Subscriptions,Chief Executives Office,Imperial College Healthcare Nhs Trust,31601.0,CHWE 01 - April.csv,1
28/04/2020,Electricty,Trust-wide,Edf Energy 1 Ltd,259734.0,CHWE 01 - April.csv,1
28/04/2020,Equipment Expenditure,MTA Project - Draeger Ventilators,Nhs Supply Chain Capital (905),-314792.0,CHWE 01 - April.csv,-1
28/04/2020,Equipment Expenditure,MTA Project - Draeger Ventilators,Nhs Supply Chain Capital (905),449703.0,CHWE 01 - April.csv,1
28/04/2020,Equipment Expenditure,Tablets & Video Calling,Softcat Ltd,26079.0,CHWE 01 - April.csv,1
28/04/2020,Equipment Expenditure,Dripstands,Medspace Solutions Ltd,30417.0,CHWE 01 - April.csv,1
28/04/2020,Equipment Expenditure,Dripstands,Medspace Solutions Ltd,40556.0,CHWE 01 - April.csv,1
28/04/2020,Gas,Trust-wide,Corona Energy Retail 4 Ltd,109540.0,CHWE 01 - April.csv,1
28/04/2020,Gas,Trust General Services,Corona Energy Retail 4 Ltd,74708.0,CHWE 01 - April.csv,1
28/04/2020,General Computer Hardware,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,42237.0,CHWE 01 - April.csv,1
28/04/2020,General Computer Software,Main Pharmacy,Jac Computer Services Ltd,43806.0,CHWE 01 - April.csv,1
28/04/2020,Intangible Expenditure,EPR,Imperial College Healthcare Nhs Trust,310513.0,CHWE 01 - April.csv,1
28/04/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Ventmed Ltd,33210.0,CHWE 01 - April.csv,1
28/04/2020,M.S.S.E. - Routine Purchases,Pharmacy Department,Becton Dickinson Uk Ltd,26335.0,CHWE 01 - April.csv,1
28/04/2020,M.S.S.E. - Routine Purchases,Procurement,Cardinal Health Uk 432 Ltd,38280.0,CHWE 01 - April.csv,1
28/04/2020,P.T.S. - Main Contract,C-Virus - Preparatory Spend,Hats Group Ltd,27900.0,CHWE 01 - April.csv,1
28/04/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,574587.0,CHWE 01 - April.csv,1
28/04/2020,Soft Service Contract,Trust-wide,Iss Mediclean Limited,2289282.0,CHWE 01 - April.csv,1
28/04/2020,Revive Maintenance Support,Hr Directorate Team - Executiv,Allocate Software Limited,60401.0,CHWE 01 - April.csv,1
29/04/2020,Nhs Blood Products,Haematology Department,Nhs Blood Transplant,57939.0,CHWE 01 - April.csv,1
29/04/2020,Nhs Blood Products,Pathology And Blood,Nhs Blood Transplant,74548.0,CHWE 01 - April.csv,1
29/04/2020,Rates & Council Tax,West Middlesex site,London Borough Of Hounslow,90972.0,CHWE 01 - April.csv,1
29/04/2020,Rates & Council Tax,Dean St Facilities,Westminster City Council,26866.0,CHWE 01 - April.csv,1
29/04/2020,Rates & Council Tax,Chelsea Site,Royal Borough Of Kensington And Chelsea,223972.0,CHWE 01 - April.csv,1
29/04/2020,Sbs Service Charge,Hr Directorate Team - Executiv,Nhs Shared Business Services,36699.0,CHWE 01 - April.csv,1
29/04/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,45806.0,CHWE 01 - April.csv,1
29/04/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,46718.0,CHWE 01 - April.csv,1
29/04/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,43530.0,CHWE 01 - April.csv,1
29/04/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,54394.0,CHWE 01 - April.csv,1
29/04/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,43431.0,CHWE 01 - April.csv,1
29/04/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain,-132876.0,CHWE 01 - April.csv,-1
29/04/2020,Insurance Contributions,Trust-wide,Nhs Resolution C/O Nhs Litigation Authority,2906752.0,CHWE 01 - April.csv,1
02/03/2021,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,64226.0,CHWE 12 - March.csv,1
02/03/2021,Building Expenditure,ITU Surge Variation - VE564B - Phase 2,Bywest Ltd,126523.0,CHWE 12 - March.csv,1
02/03/2021,Building Expenditure,Air handling plant and material for Marjory Warren Scheme,Ensigna Construction Ltd,176985.0,CHWE 12 - March.csv,1
02/03/2021,Building Expenditure,Facilities Directorate - Chelsea Calorifier Refurbishment,Jca Engineering Limited,35955.0,CHWE 12 - March.csv,1
02/03/2021,Building Expenditure,Plant Room ,Metromec Services And Maintenance Limited,31944.0,CHWE 12 - March.csv,1
02/03/2021,Equipment Expenditure,Radiology,Siemens Healthcare Ltd,671280.0,CHWE 12 - March.csv,1
02/03/2021,Equipment Expenditure,Radiology,Siemens Healthcare Ltd,687276.0,CHWE 12 - March.csv,1
02/03/2021,Equipment Expenditure,Radiology,Siemens Healthcare Ltd,778260.0,CHWE 12 - March.csv,1
02/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,424347.0,CHWE 12 - March.csv,1
02/03/2021,General Maintenance Contracts,Management - Hiv/Gum,Genmed Me Ltd,64057.0,CHWE 12 - March.csv,1
02/03/2021,M.S.S.E. - Maintenance,Day Theatres,Nhs Supply Chain Maintenance (201),47047.0,CHWE 12 - March.csv,1
