ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,exepensearea
,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR PERINPANAYAGAM & PARTNERS,33924237,910.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,4732.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,560.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,52929.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,672.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,2356.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR PERINPANAYAGAM & PARTNERS,33924237,4896.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,966.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,7058.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,55.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,33924237,4553.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,420.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,25927.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,2850.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,467.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,4487.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,2602.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33924241,1842.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,33926466,25398.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Clinical&Medical-Commercial Sector,PLANNED CARE,PRACTICE SERVICES LTD (THE),33926506,56856.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973010,83827.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973011,29281.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973012,29281.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973013,29281.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973014,29281.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973015,29281.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973016,30522.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973017,30522.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973018,29491.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973019,29491.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973020,29491.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973021,29491.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973022,29363.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Hcare Srv Rec Fdtn Trust-CQUIN,GENERAL RESERVE - PROGRAMME,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33973029,456.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Hcare Srv Rec Fdtn Trust-Over/ Under,GENERAL RESERVE - PROGRAMME,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33973029,36530.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,"Performance
Hcare Srv Rec Fdtn Trust-CQUIN",GENERAL RESERVE - PROGRAMME,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33973030,337.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Hcare Srv Rec Fdtn Trust-Over/ Under,GENERAL RESERVE - PROGRAMME,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33973030,27000.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,"Performance
Hcare Srv Rec NHS Trust-Over/ Under",GENERAL RESERVE - PROGRAMME,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33973031,44704.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,"Performance
Clinical&Medical-Commercial Sector",URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,33973039,357369.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Recharge : Received,EQUALITY AND DIVERSITY,NHS CENTRAL LONDON (WESTMINSTER) CCG,33973044,-35755.0,NWEA 06 - September.pdf.csv,-1,
,30-Sep-20,Clinical&Medical-Clinical Other,GP FORWARD VIEW,HILLCREST SURGERY LONDON,33973046,25147.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Clinical&Medical-Clinical Other,PRIMARY CARE DEVELOPMENT,HILLCREST SURGERY LONDON,33973048,29436.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973150,-42984.0,NWEA 06 - September.pdf.csv,-1,
,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,33973151,-26147.0,NWEA 06 - September.pdf.csv,-1,
,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Variation,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34027356,97006.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Variation,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34027415,-97006.0,NWEA 06 - September.pdf.csv,-1,
,30-Sep-20,Clinical&Medical-Othe Public Sector,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,34056577,54309.0,NWEA 06 - September.pdf.csv,1,
,30-Sep-20,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34067860,-342000.0,NWEA 06 - September.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,FRESENIUS KABI LTD,34074839,31808.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,ECONSULT HEALTH LTD,34096019,151206.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106354,405890.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106355,405890.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106356,427626.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106357,112984.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106358,-751115.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106359,-304680.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34106361,357369.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,ACCOMPLISH GROUP,34131516,38040.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,COMMISSIONING - NON ACUTE,NHS BRENT CCG,34133650,103360.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,EDUCATION AND TRAINING,NHS BRENT CCG,34133650,259123.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,34133650,54552.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,34488.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,2345.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,617.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,3463.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,1621.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,3012.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,-356.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,-1574.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,-2043.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,34134112,11873.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS LES Caretaking Payments,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,34134112,13862.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,34134112,29822.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34140501,100000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34140503,150000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Received,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34140520,-150000.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,Recharge : Received,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34140521,-100000.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,85019.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS LES Caretaking Payments,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,10762.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,2376.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,213.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,886.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,10314.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,9335.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,33.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,2847.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,1462.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,34167736,831.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,4842.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,27826.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,4344.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,510.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,3646.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,1892.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,34167738,2762.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,63333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,4815.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,1218.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,5833.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,817.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,34167740,5328.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,34167742,70157.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,34167742,1097.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,34167742,6820.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,34167742,4767.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,89701.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,1713.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,8462.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,3662.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,51.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,34167744,7771.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,42878.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,3416.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,823.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,4017.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,2508.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,1247.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,34167746,4009.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,23213.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,407.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,2185.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,3655.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,2553.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,34167748,2381.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,34167750,37746.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,34167750,674.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,34167750,2578.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,34167752,45413.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,34167752,838.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,34167752,4033.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,54442.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,5160.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,853.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,52.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,795.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,8783.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,32.0,NWEA 07 - October.pdf.csv,1,
