date,expensearea,expensetype,supplier,amount,file,negative
08/07/2020,Capital,Equipment,Karl Storz Endoscopy (Uk) Ltd,104567.0,LNWU 04 - July.csv,1
29/07/2020,Capital,Equipment,Karl Storz Endoscopy (Uk) Ltd,87214.0,LNWU 04 - July.csv,1
15/07/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,345748.0,LNWU 04 - July.csv,1
15/07/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,324343.0,LNWU 04 - July.csv,1
15/07/2020,I M & T,Substantive Management Band 9,Nhs Brent Ccg,29914.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Equipment,Philips Healthcare,404672.0,LNWU 04 - July.csv,1
29/07/2020,Capital,I.C.T Hardware,Dell Computer Corporation Ltd,212172.0,LNWU 04 - July.csv,1
29/07/2020,Capital,I.C.T Hardware,Dell Computer Corporation Ltd,844735.0,LNWU 04 - July.csv,1
29/07/2020,Capital,I.C.T Hardware,Dell Computer Corporation Ltd,83335.0,LNWU 04 - July.csv,1
17/07/2020,Blood Products N.W.L,Blood Products,Nhs Blood And Transplant,212436.0,LNWU 04 - July.csv,1
17/07/2020,Blood Products E.H,Blood Products,Nhs Blood And Transplant,42824.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,36865.0,LNWU 04 - July.csv,1
29/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,46023.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Janssen Cilag Limited,25860.0,LNWU 04 - July.csv,1
01/07/2020,E.B.M.E.,Medical Equip Repairs & Maint,Philips Healthcare,46885.0,LNWU 04 - July.csv,1
23/07/2020,Capital,Equipment,Sccl-Nhs Supply Chain Capital,25277.0,LNWU 04 - July.csv,1
23/07/2020,Capital,Equipment,Sccl-Nhs Supply Chain Capital,362184.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Csl Behring Uk Ltd,35700.0,LNWU 04 - July.csv,1
01/07/2020,Southall Bdway Health Estates,Rent Payable,Messers Mohammad & Rahman,82500.0,LNWU 04 - July.csv,1
08/07/2020,I M & T Support Maintenance,Software Purchases \ Licences,Topdesk Uk Ltd,32155.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Nxstage Medical Uk Limited,56160.0,LNWU 04 - July.csv,1
29/07/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 04 - July.csv,1
29/07/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 04 - July.csv,1
08/07/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,29937.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,26400.0,LNWU 04 - July.csv,1
01/07/2020,Reserves,Substantive Speciality Reg,Rnoh Nhs Trust,38540.0,LNWU 04 - July.csv,1
15/07/2020,Utilities N.P.H,Electricity,Laser Energy Buying Group,293637.0,LNWU 04 - July.csv,1
15/07/2020,Utilities E.H,Gas,Laser Energy Buying Group,114091.0,LNWU 04 - July.csv,1
22/07/2020,I M & T Support Maintenance,Project Management,Cgi It Uk Limited,62005.0,LNWU 04 - July.csv,1
01/07/2020,Oncology E.H,Consultant,Imperial College Healthcare Nhs Trust,76013.0,LNWU 04 - July.csv,1
01/07/2020,Communications N.W.L,Professional Fees,Hood & Woolf Limited,32312.0,LNWU 04 - July.csv,1
01/07/2020,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,256960.0,LNWU 04 - July.csv,1
22/07/2020,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,250060.0,LNWU 04 - July.csv,1
15/07/2020,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,276096.0,LNWU 04 - July.csv,1
08/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Analytical Llp,1110215.0,LNWU 04 - July.csv,1
08/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Analytical Llp,850198.0,LNWU 04 - July.csv,1
08/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Analytical Llp,850198.0,LNWU 04 - July.csv,1
08/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Facilities Llp,650980.0,LNWU 04 - July.csv,1
15/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Facilities Llp,881649.0,LNWU 04 - July.csv,1
08/07/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Facilities Llp,881649.0,LNWU 04 - July.csv,1
08/07/2020,H.R.  Services N.W.L,Building Contract Work,Softcat Ltd,33600.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Software,Softcat Ltd,252300.0,LNWU 04 - July.csv,1
01/07/2020,Integrated Sexual Health Hill,General Instruments,Sh24 Cic,25248.0,LNWU 04 - July.csv,1
15/07/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,60000.0,LNWU 04 - July.csv,1
01/07/2020,O.M.F.S,Software Maintenance,Vantage Diagnostics,64560.0,LNWU 04 - July.csv,1
15/07/2020,Capital,Estates/Building Works,Tr Building Services Ltd,43800.0,LNWU 04 - July.csv,1
15/07/2020,Capital,Equipment,Mec Medical Limited,36450.0,LNWU 04 - July.csv,1
08/07/2020,I M & T Support Maintenance,Building Contract Work,Apira Ltd,31560.0,LNWU 04 - July.csv,1
01/07/2020,Balance Sheet Lnwh,Lodging,Network Homes,94952.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,68100.0,LNWU 04 - July.csv,1
29/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,35534.0,LNWU 04 - July.csv,1
22/07/2020,I M & T Support Maintenance,Software Purchases \ Licences,Phoenix Software Ltd,35880.0,LNWU 04 - July.csv,1
22/07/2020,I M & T Support Maintenance,Software Purchases \ Licences,Phoenix Software Ltd,202635.0,LNWU 04 - July.csv,1
20/07/2020,I M & T Support Maintenance,Software Purchases \ Licences,Topdesk Uk Ltd,32155.0,LNWU 04 - July.csv,1
29/07/2020,Capital,Software,Jac Computer Services Limited,27326.0,LNWU 04 - July.csv,1
08/07/2020,Capital,I.C.T Hardware,Cdw Ltd,47763.0,LNWU 04 - July.csv,1
15/07/2020,Commercial,Rent Payable,Hayes Cottage Nursing Home Limited,40500.0,LNWU 04 - July.csv,1
29/07/2020,Commercial,Liability To 3rd Party Ins,Nhs Resolution,46365.0,LNWU 04 - July.csv,1
29/07/2020,Depreciation\Provisions N.W.L,Nhsla Premium,Nhs Resolution,1847441.0,LNWU 04 - July.csv,1
01/07/2020,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,73630.0,LNWU 04 - July.csv,1
08/07/2020,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,73630.0,LNWU 04 - July.csv,1
15/07/2020,Clinical Risk,Subscriptions\Membership Fees,Datix Ltd,99784.0,LNWU 04 - July.csv,1
06/07/2020,Clinical Risk,Subscriptions\Membership Fees,Datix Ltd,99784.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,108000.0,LNWU 04 - July.csv,1
29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,28652.0,LNWU 04 - July.csv,1
29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,38828.0,LNWU 04 - July.csv,1
29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,134699.0,LNWU 04 - July.csv,1
29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,40504.0,LNWU 04 - July.csv,1
29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,141288.0,LNWU 04 - July.csv,1
22/07/2020,Training & Development N.W.L,Training Costs,Traineasy.Com Limited,38604.0,LNWU 04 - July.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,33486.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,60482.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,206582.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,39114.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,63611.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,63669.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,69919.0,LNWU 05 - August.csv,1
12/08/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Property Services Limited,56356.0,LNWU 05 - August.csv,1
19/08/2020,Balance Sheet Lnwh,Pensions,Nhs Injury Benefits,54990.0,LNWU 05 - August.csv,1
26/08/2020,H.R.  Services N.W.L,Conference Expenses,Nhs Health At Work Network,49500.0,LNWU 05 - August.csv,1
19/08/2020,Car Parking N.W.L,Car Parking,Apcoa Facilities Management (Uk) Limited,193694.0,LNWU 05 - August.csv,1
12/08/2020,Estates & Services N.P.H,Contract Work,Vm Construction Ltd,34257.0,LNWU 05 - August.csv,1
12/08/2020,Estates & Services N.P.H,Contract Work,Vm Construction Ltd,34257.0,LNWU 05 - August.csv,1
12/08/2020,Estates & Services N.P.H,Contract Work,Vm Construction Ltd,34257.0,LNWU 05 - August.csv,1
19/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,35057.0,LNWU 05 - August.csv,1
26/08/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 05 - August.csv,1
12/08/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 05 - August.csv,1
05/08/2020,Cardiology E.H,Medical Equip Repairs & Maint,Change Healthcare Uk Holdings Limited,33013.0,LNWU 05 - August.csv,1
05/08/2020,Cardiology Investigationsn.W.L,Medical Equip Repairs & Maint,Change Healthcare Uk Holdings Limited,68071.0,LNWU 05 - August.csv,1
05/08/2020,Cancer Screening,Project Management,Genmed.Me Ltd,162955.0,LNWU 05 - August.csv,1
26/08/2020,Point Of Care N.W.L,It Leases,Genmed.Me Ltd,50994.0,LNWU 05 - August.csv,1
26/08/2020,Point Of Care N.W.L,It Leases,Genmed.Me Ltd,45651.0,LNWU 05 - August.csv,1
26/08/2020,Capital,Estates/Building Works,A1 Uk Drains Limited,42576.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Staff/Agency Costs,Healthcare Clinical Informatics Limited,75600.0,LNWU 05 - August.csv,1
26/08/2020,Radiology E.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,42865.0,LNWU 05 - August.csv,1
26/08/2020,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,63256.0,LNWU 05 - August.csv,1
12/08/2020,Nursing Management N.W.L,Software Purchases \ Licences,Perfect Ward Limited,37996.0,LNWU 05 - August.csv,1
27/08/2020,Id Screening,Protective Clothing,Beijing Easymonitor Technology Development,332425.0,LNWU 05 - August.csv,1
27/08/2020,Id Screening,Uniforms,Beijing Easymonitor Technology Development,36000.0,LNWU 05 - August.csv,1
04/08/2020,Reserves,Project Management,Apcoa Parking ( Uk ) Limited,385980.0,LNWU 05 - August.csv,1
04/08/2020,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,669999.0,LNWU 05 - August.csv,1
05/08/2020,A&E Nursing N.P.H,Medical Equipment,Stryker (Uk) Ltd,33767.0,LNWU 05 - August.csv,1
05/08/2020,Capital,Estates/Building Works,Colorific Solutions Limited,37977.0,LNWU 05 - August.csv,1
26/08/2020,Capital,Equipment,Maquet Limited,64243.0,LNWU 05 - August.csv,1
26/08/2020,Communications (Phones),Software Purchases \ Licences,Bt Global Services,30780.0,LNWU 05 - August.csv,1
26/08/2020,Communications (Phones),Software Purchases \ Licences,Bt Global Services,30780.0,LNWU 05 - August.csv,1
12/08/2020,Cancer Screening,General Instruments,Chrystal Consulting Limited,164228.0,LNWU 05 - August.csv,1
26/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,34310.0,LNWU 05 - August.csv,1
05/08/2020,Capital,Estates/Building Works,Siemens Industry Software Limited,224174.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Equipment,Karl Storz Endoscopy (Uk) Ltd,99576.0,LNWU 05 - August.csv,1
19/08/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,389820.0,LNWU 05 - August.csv,1
19/08/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,268326.0,LNWU 05 - August.csv,1
12/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Mawdsleys-Brookes & Co Ltd,32116.0,LNWU 05 - August.csv,1
26/08/2020,I M & T    Management,Substantive Management Band 9,Nhs Brent Ccg,30726.0,LNWU 05 - August.csv,1
19/08/2020,Id Screening,Protective Clothing,Merlin Developments Ltd,54000.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Equipment,Philips Healthcare,47700.0,LNWU 05 - August.csv,1
20/08/2020,Blood Products N.W.L,Blood Products,Nhs Blood And Transplant,212436.0,LNWU 05 - August.csv,1
20/08/2020,Blood Products E.H,Blood Products,Nhs Blood And Transplant,42824.0,LNWU 05 - August.csv,1
05/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,34540.0,LNWU 05 - August.csv,1
05/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,39342.0,LNWU 05 - August.csv,1
05/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Csl Behring Uk Ltd,25200.0,LNWU 05 - August.csv,1
19/08/2020,Utilities N.P.H,Electricity,Laser Energy Buying Group,290568.0,LNWU 05 - August.csv,1
19/08/2020,Utilities E.H,Electricity,Laser Energy Buying Group,108605.0,LNWU 05 - August.csv,1
19/08/2020,Communications N.W.L,Professional Fees,Hood & Woolf Limited,42976.0,LNWU 05 - August.csv,1
05/08/2020,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,258557.0,LNWU 05 - August.csv,1
05/08/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Analytical Llp,850198.0,LNWU 05 - August.csv,1
05/08/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Facilities Llp,881649.0,LNWU 05 - August.csv,1
19/08/2020,I M & T Support Maintenance,Software Maintenance,Softcat Ltd,137093.0,LNWU 05 - August.csv,1
19/08/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,60000.0,LNWU 05 - August.csv,1
19/08/2020,Communications (Phones),Switchboard Maintenance,Miracall Solutions Limited,84438.0,LNWU 05 - August.csv,1
19/08/2020,Balance Sheet Lnwh,Lodging,Network Homes,92608.0,LNWU 05 - August.csv,1
19/08/2020,Balance Sheet Lnwh,Lodging,Network Homes,92162.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Estates/Building Works,Kr Synergy Limited,28740.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Staff/Agency Costs,The Carbon And Energy Fund Limtied,78000.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Staff/Agency Costs,The Carbon And Energy Fund Limtied,78000.0,LNWU 05 - August.csv,1
12/08/2020,I M & T Support Maintenance,Professional Fees,Apira Ltd,49776.0,LNWU 05 - August.csv,1
19/08/2020,Capital,Software,Edm Group Ltd,43776.0,LNWU 05 - August.csv,1
20/08/2020,Commercial,Liability To 3rd Party Ins,Nhs Resolution,46365.0,LNWU 05 - August.csv,1
20/08/2020,Depreciation\Provisions N.W.L,Nhsla Premium,Nhs Resolution,1847441.0,LNWU 05 - August.csv,1
05/08/2020,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,73630.0,LNWU 05 - August.csv,1
05/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,54000.0,LNWU 05 - August.csv,1
26/08/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,90000.0,LNWU 05 - August.csv,1
05/08/2020,Point Of Care N.W.L,Laboratory Service Contracts,Radiometer Limited,69698.0,LNWU 05 - August.csv,1
09/09/2020,Capital,I.C.T Hardware,European Electronique Limited,163048.0,LNWU 06 - September.csv,1
09/09/2020,Communications (Phones),Hardware Maintenance,European Electronique Limited,26740.0,LNWU 06 - September.csv,1
16/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Janssen Cilag Limited,34738.0,LNWU 06 - September.csv,1
02/09/2020,Balance Sheet Lnwh,Salary Sacrifice White Goods,Akira Financial Limited,49380.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Estates/Building Works,Dc Emergency Systems Ltd,34478.0,LNWU 06 - September.csv,1
23/09/2020,Car Parking N.W.L,Car Parking,Apcoa Facilities Management (Uk) Limited,193694.0,LNWU 06 - September.csv,1
23/09/2020,Capital,Estates/Building Works,Vm Construction Ltd,46320.0,LNWU 06 - September.csv,1
23/09/2020,Capital,Estates/Building Works,Aerocom (Uk) Limited,25812.0,LNWU 06 - September.csv,1
28/09/2020,Ibd Boost,Research Costs,Queen Mary University Of London,41443.0,LNWU 06 - September.csv,1
23/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,29752.0,LNWU 06 - September.csv,1
02/09/2020,I M & T Support Maintenance,Software Purchases \ Licences,Made Tech Limited,35982.0,LNWU 06 - September.csv,1
23/09/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 06 - September.csv,1
16/09/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 06 - September.csv,1
09/09/2020,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,210000.0,LNWU 06 - September.csv,1
28/09/2020,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,210000.0,LNWU 06 - September.csv,1
28/09/2020,Anaesthetics Medical N.W.L,Equipment Lease,Genmed.Me Ltd,33201.0,LNWU 06 - September.csv,1
28/09/2020,Radiology N.P.H,Equipment Lease,Genmed.Me Ltd,25052.0,LNWU 06 - September.csv,1
28/09/2020,Point Of Care N.W.L,It Leases,Genmed.Me Ltd,45651.0,LNWU 06 - September.csv,1
23/09/2020,Capital,Estates/Building Works,A1 Uk Drains Limited,42576.0,LNWU 06 - September.csv,1
09/09/2020,Theatres N.P.H,General Instruments,Johnson And Johnson Medical Limited,25619.0,LNWU 06 - September.csv,1
09/09/2020,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,92497.0,LNWU 06 - September.csv,1
09/09/2020,Capital,Equipment,Draeger Medical Uk Ltd,71807.0,LNWU 06 - September.csv,1
09/09/2020,Capital,Equipment,Draeger Medical Uk Ltd,71807.0,LNWU 06 - September.csv,1
02/09/2020,Capital,Estates/Building Works,Rbl Asbestos Removals  ( Roothings ),117864.0,LNWU 06 - September.csv,1
23/09/2020,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,39471.0,LNWU 06 - September.csv,1
02/09/2020,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,41066.0,LNWU 06 - September.csv,1
09/09/2020,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,63179.0,LNWU 06 - September.csv,1
23/09/2020,Radiology E.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,53980.0,LNWU 06 - September.csv,1
23/09/2020,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,49081.0,LNWU 06 - September.csv,1
28/09/2020,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,75759.0,LNWU 06 - September.csv,1
02/09/2020,Id Screening,General Instruments,Full Support Healthcare Limited,47000.0,LNWU 06 - September.csv,1
23/09/2020,Id Screening,General Instruments,Full Support Healthcare Limited,37835.0,LNWU 06 - September.csv,1
02/09/2020,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,231194.0,LNWU 06 - September.csv,1
16/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Dialachemist Ltd T/A Springmed Solutions,34020.0,LNWU 06 - September.csv,1
09/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,48800.0,LNWU 06 - September.csv,1
23/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,32976.0,LNWU 06 - September.csv,1
09/09/2020,I M & T Support Maintenance,Software Maintenance,Insight Direct ( Uk ) Limited,26828.0,LNWU 06 - September.csv,1
16/09/2020,Neurology N.P.H,Consultant,Ucl Hospitals Nhsft,28578.0,LNWU 06 - September.csv,1
23/09/2020,Brent Cash,Consultant,Central And North West London,27732.0,LNWU 06 - September.csv,1
23/09/2020,Integrated Sexual Health Hill,Out Of Area Activity Received,Central And North West London,33256.0,LNWU 06 - September.csv,1
09/09/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,482073.0,LNWU 06 - September.csv,1
09/09/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,157407.0,LNWU 06 - September.csv,1
16/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Mawdsleys-Brookes & Co Ltd,30809.0,LNWU 06 - September.csv,1
22/09/2020,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Brent Ccg,1000000.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Equipment,Boston Scientific Ltd,90000.0,LNWU 06 - September.csv,1
18/09/2020,End Of Life Care Education,Computer Equipment,Dell Computer Corporation Ltd,36000.0,LNWU 06 - September.csv,1
23/09/2020,Capital,Equipment,Xograph Healthcare Limited,28176.0,LNWU 06 - September.csv,1
24/09/2020,Blood Products N.W.L,Blood Products,Nhs Blood And Transplant,212436.0,LNWU 06 - September.csv,1
24/09/2020,Blood Products E.H,Blood Products,Nhs Blood And Transplant,42824.0,LNWU 06 - September.csv,1
02/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,26420.0,LNWU 06 - September.csv,1
02/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,35838.0,LNWU 06 - September.csv,1
16/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,36511.0,LNWU 06 - September.csv,1
28/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,49738.0,LNWU 06 - September.csv,1
29/09/2020,Balance Sheet Lnwh,Miscellaneous Receipts,Hammersmith & Fulham London Borough Council,48357.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Equipment,Philips Healthcare,70404.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Equipment,Philips Healthcare,155890.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Equipment,Philips Healthcare,237224.0,LNWU 06 - September.csv,1
16/09/2020,Capital,Equipment,Philips Healthcare,29730.0,LNWU 06 - September.csv,1
28/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Csl Behring Uk Ltd,25200.0,LNWU 06 - September.csv,1
28/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,30009.0,LNWU 06 - September.csv,1
09/09/2020,Hr Directorate Managemnt N.W.L,Training Costs,April Strategy Llp,30000.0,LNWU 06 - September.csv,1
28/09/2020,Southall Bdway Health Estates,Rent Payable,Messers Mohammad & Rahman,82500.0,LNWU 06 - September.csv,1
16/09/2020,I M & T Support Maintenance,Software Purchases \ Licences,Pcti Solutions Ltd,72480.0,LNWU 06 - September.csv,1
16/09/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 06 - September.csv,1
23/09/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 06 - September.csv,1
16/09/2020,Utilities N.P.H,Electricity,Laser Energy Buying Group,302227.0,LNWU 06 - September.csv,1
16/09/2020,Neurosciences,Clinical Services Received,Imperial College Healthcare Nhs Trust,31269.0,LNWU 06 - September.csv,1
02/09/2020,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,259040.0,LNWU 06 - September.csv,1
02/09/2020,Sterile Services,Decontamination Contract,Ihss Limited,176481.0,LNWU 06 - September.csv,1
02/09/2020,Sterile Services,Decontamination Contract,Ihss Limited,176481.0,LNWU 06 - September.csv,1
02/09/2020,Sterile Services,Decontamination Contract,Ihss Limited,176481.0,LNWU 06 - September.csv,1
02/09/2020,Sterile Services,Decontamination Contract,Ihss Limited,176481.0,LNWU 06 - September.csv,1
23/09/2020,Commercial,General Instruments,Bhc Healthcare Furniture Limited,40642.0,LNWU 06 - September.csv,1
09/09/2020,Commercial,Building Contract Work,Bhc Healthcare Furniture Limited,38428.0,LNWU 06 - September.csv,1
28/09/2020,Pathology Contract N.W.L,Pathology Contract T.D.L.,Nwlht Analytical Llp,223529.0,LNWU 06 - September.csv,1
02/09/2020,Information N.W.L,Building Contract Work,Keystream Analytics Limited,79200.0,LNWU 06 - September.csv,1
09/09/2020,Rostering,Software Purchases \ Licences,Softcat Ltd,25137.0,LNWU 06 - September.csv,1
16/09/2020,P.A.C.S N.W.L,P.A.C.S,Soliton It Limited,30000.0,LNWU 06 - September.csv,1
28/09/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,48000.0,LNWU 06 - September.csv,1
09/09/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,29000.0,LNWU 06 - September.csv,1
09/09/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,31000.0,LNWU 06 - September.csv,1
09/09/2020,Balance Sheet Lnwh,Lodging,Network Homes,88974.0,LNWU 06 - September.csv,1
09/09/2020,Capital,Staff/Agency Costs,The Carbon And Energy Fund Limtied,78000.0,LNWU 06 - September.csv,1
02/09/2020,Communications (Phones),Professional Fees,Apira Ltd,46704.0,LNWU 06 - September.csv,1
02/09/2020,Capital,Staff/Agency Costs,Apira Ltd,36000.0,LNWU 06 - September.csv,1
09/09/2020,Capital,Estates/Building Works,M Coen,34441.0,LNWU 06 - September.csv,1
04/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,74100.0,LNWU 06 - September.csv,1
04/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,34962.0,LNWU 06 - September.csv,1
04/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,70200.0,LNWU 06 - September.csv,1
28/09/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,36120.0,LNWU 06 - September.csv,1
18/09/2020,I M & T Support Maintenance,Microsoft Ewa,Phoenix Software Ltd,160948.0,LNWU 06 - September.csv,1
23/09/2020,I M & T Support Maintenance,Pas Licence And Support,Specialist Computer Centres Plc,103584.0,LNWU 06 - September.csv,1
29/09/2020,Commercial,Liability To 3rd Party Ins,Nhs Resolution,46365.0,LNWU 06 - September.csv,1
