date,expensetype,supplier,transactionnumber,amount,file,negative,expensearea
31/08/2020,C&M-PMS PCN DES Participation,NIGHTINGALE HOUSE SURGERY,33486014,944.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,NIGHTINGALE HOUSE SURGERY,33486014,866.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,NIGHTINGALE HOUSE SURGERY,33486014,430.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,NORTHERN MEDICAL CENTRE,33669804,73253.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,NORTHERN MEDICAL CENTRE,33669804,18482.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Actual Rent,NORTHERN MEDICAL CENTRE,33669804,7987.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,NORTHERN MEDICAL CENTRE,33669804,5832.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Other Addtl Staff Paymts,NORTHERN MEDICAL CENTRE,33669804,1963.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Achievement,NORTHERN MEDICAL CENTRE,33669804,206.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,OAK LODGE MEDICAL CENTRE,33668335,126071.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Notional Rent,OAK LODGE MEDICAL CENTRE,33668335,22713.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Rates,OAK LODGE MEDICAL CENTRE,33668335,2713.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,OAK LODGE MEDICAL CENTRE,33668335,2315.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Achievement,OAK LODGE MEDICAL CENTRE,33668335,1265.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS DES Minor Surgery,OAK LODGE MEDICAL CENTRE,33668335,440.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Cost of Drugs -Prescribing,OAK LODGE MEDICAL CENTRE,33668335,287.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS Prof Fees Prescribing,OAK LODGE MEDICAL CENTRE,33668335,85.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME - GMS TPS Added Years Adj EEs,OAK LODGE MEDICAL CENTRE,33668334,-1226.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Notional Rent,OAK LODGE MEDICAL CENTRE,33668334,-1747.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME-GMS GP Prior Year EEs,OAK LODGE MEDICAL CENTRE,33668334,-3102.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME - GMS GP Prior Year ERs,OAK LODGE MEDICAL CENTRE,33668334,-3569.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME-GMS GP Pension EEs,OAK LODGE MEDICAL CENTRE,33668334,-9426.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME-GMS GP Pension ERs Adjustments,OAK LODGE MEDICAL CENTRE,33668334,-11097.0,NCL 05 - August.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,Cont Care-Learning Disab(<65),OAKMONT SOCIAL EDUCATION LTD,33516078,44609.0,NCL 05 - August.pdf.csv,1,
31/08/2020,C&M-GMS Global Sum,PARK LODGE MEDICAL CENTRE,33682251,36511.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,PARK LODGE MEDICAL CENTRE,33682251,3125.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS LES Primary Care Offer,PARK LODGE MEDICAL CENTRE,33682251,2695.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS Other Addtl Staff Paymts,PARK LODGE MEDICAL CENTRE,33682251,1098.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS DES Minor Surgery,PARK LODGE MEDICAL CENTRE,33682251,1056.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,PARK LODGE MEDICAL CENTRE,33682251,702.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,PARLIAMENT HILL SURGERY,33508340,59888.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCO Other,PARLIAMENT HILL SURGERY,33508340,4890.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,PARLIAMENT HILL SURGERY,33508340,4619.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS QOF Aspiration,PARLIAMENT HILL SURGERY,33508340,4458.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,PARLIAMENT HILL SURGERY,33508340,4128.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,PARLIAMENT HILL SURGERY,33508340,3467.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,PARLIAMENT HILL SURGERY,33508340,1164.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,PARLIAMENT HILL SURGERY,33508340,820.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS DES Minor Surgery,PARLIAMENT HILL SURGERY,33508340,440.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,PINE STREET MEDICAL CENTRE,33669810,22753.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,PINE STREET MEDICAL CENTRE,33669810,5542.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,PINE STREET MEDICAL CENTRE,33669810,1811.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,PRIMROSE HILL SURGERY,33669808,57892.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Actual Rent,PRIMROSE HILL SURGERY,33669808,9604.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Clin Pharmacist,PRIMROSE HILL SURGERY,33669808,8405.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS C&M-APMS PCN DES Physician Assoc,PRIMROSE HILL SURGERY,33669808,7343.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS LES Primary Care Offer,PRIMROSE HILL SURGERY,33669808,4344.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS PCN DES PCN support,PRIMROSE HILL SURGERY,33669808,4217.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS DES Extended Hours Access,PRIMROSE HILL SURGERY,33669808,4076.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,PRIMROSE HILL SURGERY,33669808,3769.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Achievement,PRIMROSE HILL SURGERY,33669808,2576.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Clinical Director,PRIMROSE HILL SURGERY,33669808,2029.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Invest & impact,PRIMROSE HILL SURGERY,33669808,1568.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,PRIMROSE HILL SURGERY,33669808,1110.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,PRINCE OF WALES ROAD,33508342,71291.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Actual Rent,PRINCE OF WALES ROAD,33508342,48375.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,PRINCE OF WALES ROAD,33508342,9684.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,PRINCE OF WALES ROAD,33508342,6831.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,PRINCE OF WALES ROAD,33508342,6316.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,PRINCE OF WALES ROAD,33508342,5662.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCO Other,PRINCE OF WALES ROAD,33508342,5582.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,PRINCE OF WALES ROAD,33508342,5521.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS PCN DES Participation,PRINCE OF WALES ROAD,33508342,1390.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,ME-PMS GP Prior Year EEs,PRINCE OF WALES ROAD,33508342,826.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,Hcare Srv Rec NHS Trust-Contract Variation,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),33532676,132360.0,NCL 05 - August.pdf.csv,1,ACUTE COMMISSIONING
31/08/2020,C&M-PMS Contract Value,RAVENSCROFT MEDICAL CENTRE,33486070,34798.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Notional Rent,RAVENSCROFT MEDICAL CENTRE,33486070,11492.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,RAVENSCROFT MEDICAL CENTRE,33486070,3974.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Rates,RAVENSCROFT MEDICAL CENTRE,33486070,3967.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,RAVENSCROFT MEDICAL CENTRE,33486070,2602.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,RAVENSCROFT MEDICAL CENTRE,33486070,2540.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCO Other,RAVENSCROFT MEDICAL CENTRE,33486070,2523.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,RAVENSCROFT MEDICAL CENTRE,33486070,1420.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,RAVENSCROFT MEDICAL CENTRE,33486070,698.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,REGENTS PARK PRACTICE (THE),33508343,48161.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,REGENTS PARK PRACTICE (THE),33508343,2882.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,RILEY HOUSE SURGERY,33486018,60354.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Notional Rent,RILEY HOUSE SURGERY,33486018,7420.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,RILEY HOUSE SURGERY,33486018,5710.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,RILEY HOUSE SURGERY,33486018,5414.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,RILEY HOUSE SURGERY,33486018,4465.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,RILEY HOUSE SURGERY,33486018,4287.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS Prem Rates,RILEY HOUSE SURGERY,33486018,2285.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS DES Minor Surgery,RILEY HOUSE SURGERY,33486018,1452.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,RILEY HOUSE SURGERY,33486018,1117.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,RISE GROUP PRACTICE,33669815,42758.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,RISE GROUP PRACTICE,33669815,10784.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,RISE GROUP PRACTICE,33669815,3175.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Other Addtl Staff Paymts,RISE GROUP PRACTICE,33669815,1500.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Cost of Drugs -Prescribing,RISE GROUP PRACTICE,33669815,33.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS Prof Fees Prescribing,RISE GROUP PRACTICE,33669815,6.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,ROMAN WAY MEDICAL CENTRE,33669813,30172.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,ROMAN WAY MEDICAL CENTRE,33669813,7514.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,ROMAN WAY MEDICAL CENTRE,33669813,2744.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,RUTLAND HOUSE,33486020,46411.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,RUTLAND HOUSE,33486020,11609.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,RUTLAND HOUSE,33486020,10105.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS Prem Notional Rent,RUTLAND HOUSE,33486020,3545.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,RUTLAND HOUSE,33486020,3517.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,RUTLAND HOUSE,33486020,3356.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,RUTLAND HOUSE,33486020,1868.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Rates,RUTLAND HOUSE,33486020,1548.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,RUTLAND HOUSE,33486020,247.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,SOBELL MEDICAL CENTRE,33669819,34188.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,SOBELL MEDICAL CENTRE,33669819,8573.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Actual Rent,SOBELL MEDICAL CENTRE,33669819,2083.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,SOBELL MEDICAL CENTRE,33669819,1832.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Other Addtl Staff Paymts,SOBELL MEDICAL CENTRE,33669819,1247.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS DES Minor Surgery,SOBELL MEDICAL CENTRE,33669819,220.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,SOUTHGATE SURGERY,33486023,65785.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,SOUTHGATE SURGERY,33486023,5432.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,SOUTHGATE SURGERY,33486023,4937.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS QOF Aspiration,SOUTHGATE SURGERY,33486023,4673.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Achievement,SOUTHGATE SURGERY,33486023,4517.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Notional Rent,SOUTHGATE SURGERY,33486023,4306.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Rates,SOUTHGATE SURGERY,33486023,1632.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,SOUTHGATE SURGERY,33486023,1286.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Water Rates,SOUTHGATE SURGERY,33486023,147.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,TRINITY AVENUE SURGERY,33486028,20002.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,TRINITY AVENUE SURGERY,33486028,4517.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Rates,TRINITY AVENUE SURGERY,33486028,4158.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Prem Actual Rent,TRINITY AVENUE SURGERY,33486028,2197.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,TRINITY AVENUE SURGERY,33486028,1588.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,TRINITY AVENUE SURGERY,33486028,1543.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,TRINITY AVENUE SURGERY,33486028,1481.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS QOF Achievement,TRINITY AVENUE SURGERY,33486028,849.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,TRINITY AVENUE SURGERY,33486028,385.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Global Sum,WILLOW HOUSE SURGERY,33667080,30319.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS QOF Aspiration,WILLOW HOUSE SURGERY,33667080,2875.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS LES Primary Care Offer,WILLOW HOUSE SURGERY,33667080,2261.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-GMS Other Addtl Staff Paymts,WILLOW HOUSE SURGERY,33667080,1720.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS Prem Rates,WILLOW HOUSE SURGERY,33667080,1278.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-GMS PCN DES Participation,WILLOW HOUSE SURGERY,33667080,589.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Contract Value,WOODBERRY PRACTICE,33486032,61867.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES PCN support,WOODBERRY PRACTICE,33486032,5891.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS DES Extended Hours Access,WOODBERRY PRACTICE,33486032,5694.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS QOF Aspiration,WOODBERRY PRACTICE,33486032,5435.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Funding Differential Review,WOODBERRY PRACTICE,33486032,4828.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS LES Primary Care Offer,WOODBERRY PRACTICE,33486032,4344.0,NCL 05 - August.pdf.csv,1,LOCAL ENHANCED SERVICES
31/08/2020,C&M-PMS Prem Notional Rent,WOODBERRY PRACTICE,33486032,3202.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Clinical Director,WOODBERRY PRACTICE,33486032,2835.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Invest & impact,WOODBERRY PRACTICE,33486032,1872.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS Additional Staff Payments,WOODBERRY PRACTICE,33486032,1249.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS PCN DES Participation,WOODBERRY PRACTICE,33486032,1132.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
31/08/2020,C&M-PMS DES Minor Surgery,WOODBERRY PRACTICE,33486032,396.0,NCL 05 - August.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-APMS Contract Value,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888676,-54333.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,ME-PMS GP Pension ERs Adjs - PMS,JAMES WIGG PRACTICE,34888654,-17336.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,ME-PMS GP Pension EEs-PMS,JAMES WIGG PRACTICE,34888654,-15789.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-PMS PCN DES Clin Pharmacist,JAMES WIGG PRACTICE,34888654,-4639.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-PMS PCN DES Soc Prescribing,JAMES WIGG PRACTICE,34888654,-2289.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-APMS LES Primary Care Offer,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888676,-454.0,NCL 09 - December.pdf.csv,-1,LOCAL ENHANCED SERVICES
12/31/2020,ME - PMS TPS Added Years Adj EEs,JAMES WIGG PRACTICE,34888654,-322.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-APMS PCN DES Participation,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888676,-104.0,NCL 09 - December.pdf.csv,-1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-APMS Prem Water Rates,AT MEDICS LTD(HANLEY),34888673,6.0,NCL 09 - December.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-PMS Prem Clinical Waste,ARCHWAY PRIMARY CARE TEAM,34888643,8.0,NCL 09 - December.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-PMS Prem Water Rates,DR FJ MCKENZIE EAST FINCHLEY,34889531,31.0,NCL 09 - December.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-PMS Prem Water Rates,ARCHWAY PRIMARY CARE TEAM,34888643,46.0,NCL 09 - December.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
12/31/2020,C&M-APMS OOH Opt Outs,AT MEDICS LTD(HANLEY),34888673,85.0,NCL 09 - December.pdf.csv,1,PRC DELEGATED CO-COMMISSIONING
