supplier,date,expensearea,expensetype,transactionnumber,amount,file,negative
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Agency Odp Band 6,1429346,10297.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Agency Odp Band 6,1429346,4913.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,37598.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,9678.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,54388.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,4682.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,10467.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,168.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,5847.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,28345.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,25820.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1429347,64044.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,634.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,30872.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,6777.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,2309.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,930.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,7419.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,12938.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,18/06/2020,Day Surgery Unit,Agency Nurse - Band 6,1430035,5615.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,38931.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,4469.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,44737.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,4952.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,10729.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,1208.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,4970.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,26021.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,25015.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Day Surgery Unit,Bank Nurse - Band 2,1431426,52421.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1429342,17729.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1429342,10929.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1429342,1554.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1429342,277.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,7131.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,921.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,239.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,4192.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,6363.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,131.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,20398.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,4219.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Nurse - Band 5,1429344,15368.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,3833.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,1642.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,1703.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,3341.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,3639.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,11651.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,3913.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,11/06/2020,Main Theatres 1-8,Bank Odp Band 6,1429348,10043.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,15100.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,12356.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,2919.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,386.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,4054.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,6134.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Agency Nurse - Band 6,1431423,3746.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,27955.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,7588.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,72371.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,3417.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,12615.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,1066.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,7339.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,21651.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,22016.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 2,1431417,69429.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,7111.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,1701.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,951.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,3772.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,5260.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,573.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,15432.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,7276.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431427,13439.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,4833.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,2507.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,794.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,2588.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,8632.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,954.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,20718.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,6320.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,25/06/2020,Main Theatres 1-8,Bank Nurse - Band 6,1431428,10647.0,CROY 03 - June.csv,1
Nhs Professionals Ltd,04/06/2020,Balance Sheet,Nhs Professionals - Payments,1427835,50000.0,CROY 03 - June.csv,1
Nhs Resolution (Litigation Authority),22/06/2020,Legal Services / Claims,Legal Fees,51551,1782756.0,CROY 03 - June.csv,1
Paragon Bank Technology Finance Ltd,25/06/2020,Application Support,Cims Maintenance (Infoflex),1426393,105461.0,CROY 03 - June.csv,1
Paul Hartmann Ltd,04/06/2020,Continence Advisor,Incontinence & Stoma Products,1418895,50377.0,CROY 03 - June.csv,1
Paul Hartmann Ltd,18/06/2020,Continence Advisor,Incontinence & Stoma Products,1426787,49143.0,CROY 03 - June.csv,1
Pentax Uk Limited,11/06/2020,Balance Sheet,Additions - Plant & Machinery,1422538,128169.0,CROY 03 - June.csv,1
Pentax Uk Limited,11/06/2020,Balance Sheet,Additions - Plant & Machinery,1426845,180000.0,CROY 03 - June.csv,1
Pentax Uk Limited,11/06/2020,Balance Sheet,Additions - Plant & Machinery,1427784,87600.0,CROY 03 - June.csv,1
Primary Care Partners Ltd,19/06/2020,Adult Ucc,At Medics,1429958,245489.0,CROY 03 - June.csv,1
Primary Care Partners Ltd,25/06/2020,Adult Ucc,At Medics,1429822,34047.0,CROY 03 - June.csv,1
Royal College Of Physicians Of London,18/06/2020,Adult Care Pathways Management,Professional Fees,1429939,27755.0,CROY 03 - June.csv,1
Sectra Ltd,04/06/2020,Application Support,Rates,1420053,142836.0,CROY 03 - June.csv,1
Sonosite Fujifilm Ltd,11/06/2020,Balance Sheet,Additions - Plant & Machinery,1427944,81600.0,CROY 03 - June.csv,1
Sonosite Fujifilm Ltd,25/06/2020,Balance Sheet,Additions - Plant & Machinery,1430858,55000.0,CROY 03 - June.csv,1
Sonosite Fujifilm Ltd,11/06/2020,Corona Virus,Medical & Surgical Equip Gen,1427945,82800.0,CROY 03 - June.csv,1
Specialist Door Solutions Ltd,11/06/2020,Corona Virus,Medical & Surgical Equip Gen,1428423,26950.0,CROY 03 - June.csv,1
Specialist Door Solutions Ltd,11/06/2020,Corona Virus,Medical & Surgical Equip Gen,1428435,26950.0,CROY 03 - June.csv,1
Supply Chain Coordination Ltd Consumables 101,04/06/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1424407,51613.0,CROY 03 - June.csv,1
Supply Chain Coordination Ltd Consumables 101,04/06/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1424696,40237.0,CROY 03 - June.csv,1
Supply Chain Coordination Ltd Consumables 101,04/06/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1426411,45981.0,CROY 03 - June.csv,1
Supply Chain Coordination Ltd Consumables 101,25/06/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1426948,52353.0,CROY 03 - June.csv,1
Supply Chain Coordination Ltd Consumables 101,25/06/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1429165,60730.0,CROY 03 - June.csv,1
Adb(Uk) Limited,02/07/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1419924,27600.0,CROY 04 - July.csv,1
Aeither Medical Gases Ltd,23/07/2020,Corona Virus,Medical & Surgical Equip Gen,1420059,25460.0,CROY 04 - July.csv,1
Aeither Medical Gases Ltd,28/07/2020,Corona Virus,Medical & Surgical Equip Gen,1435057,72000.0,CROY 04 - July.csv,1
Apogee Corporation,28/07/2020,It System Support,Photocopying/Xerox,1434478,49752.0,CROY 04 - July.csv,1
At Medics Ltd - Headley Drive Surgery,02/07/2020,Adult Ucc,At Medics,1427888,211442.0,CROY 04 - July.csv,1
Bayer Plc,02/07/2020,Pharmacy- Drugs Issues,Drugs,1432154,68434.0,CROY 04 - July.csv,1
Bayer Plc,02/07/2020,Pharmacy- Drugs Issues,Drugs,1432222,68434.0,CROY 04 - July.csv,1
Bayer Plc,28/07/2020,Pharmacy- Drugs Issues,Drugs,1435202,65697.0,CROY 04 - July.csv,1
Bayer Plc,28/07/2020,Pharmacy- Drugs Issues,Drugs,1435203,65697.0,CROY 04 - July.csv,1
"Becton, Dickinson U.K. Limited",02/07/2020,Corona Virus,Medical & Surgical Equip Gen,1431925,39494.0,CROY 04 - July.csv,1
"Becton, Dickinson U.K. Limited",16/07/2020,Corona Virus,Medical & Surgical Equip Gen,1433205,27994.0,CROY 04 - July.csv,1
B & K Medical (Uk),02/07/2020,Balance Sheet,Additions - Plant & Machinery,1429799,79998.0,CROY 04 - July.csv,1
Bunzl Healthcare,09/07/2020,Corona Virus,Medical & Surgical Equip Gen,1430435,25425.0,CROY 04 - July.csv,1
Care Quality Commission,02/07/2020,Medical Director,Professional Fees,51347,218141.0,CROY 04 - July.csv,1
Cerner Ltd,28/07/2020,Application Support,Cerner Millenium Ann Support,1434132,168406.0,CROY 04 - July.csv,1
Communitas Clinics Ltd,02/07/2020,Ent - Medical,Contract External,1423288,51664.0,CROY 04 - July.csv,1
Communitas Clinics Ltd,02/07/2020,Ent - Medical,Contract External,1430583,51664.0,CROY 04 - July.csv,1
Croydon Gp Collaborative Ltd,09/07/2020,Adult Ucc,Gp Collaborative,1430573,114282.0,CROY 04 - July.csv,1
Croydon Gp Collaborative Ltd,23/07/2020,Adult Ucc,Gp Collaborative,1434451,119237.0,CROY 04 - July.csv,1
Daisy Corporate Services Trading Limited,28/07/2020,It System Support,Computer - Maint & Licences,1428360,43417.0,CROY 04 - July.csv,1
Daisy Corporate Services Trading Limited,28/07/2020,It System Support,Micc-It Hdesk Telephony-Daisy,1436045,42537.0,CROY 04 - July.csv,1
De Lage Landen Leasing Ltd,02/07/2020,Bed & Mattress Maint (Hil-Rom),Med & Surg Equipment - Maint,1426853,50916.0,CROY 04 - July.csv,1
De Lage Landen Leasing Ltd,16/07/2020,Bed & Mattress Maint (Hil-Rom),Med & Surg Equipment - Maint,1432205,50916.0,CROY 04 - July.csv,1
Edf Energy,08/07/2020,Energy - Cuh,Electricity,1425902,65004.0,CROY 04 - July.csv,1
Edf Energy,23/07/2020,Energy - Cuh,Electricity,1429954,30591.0,CROY 04 - July.csv,1
Edf Energy,23/07/2020,Energy - Cuh,Electricity,1435047,37769.0,CROY 04 - July.csv,1
Elis Uk Ltd,16/07/2020,Linen & Laundry Services,Contract - Laundry,1433812,55821.0,CROY 04 - July.csv,1
Energy Conservation Solutions Limited,02/07/2020,Balance Sheet,Additions - Assets Under Const,1430982,52355.0,CROY 04 - July.csv,1
Energy Conservation Solutions Limited,02/07/2020,Balance Sheet,Additions - Assets Under Const,1430983,50559.0,CROY 04 - July.csv,1
Esteem Systems Ltd,02/07/2020,It System Support,Citrix Licences,1429426,34176.0,CROY 04 - July.csv,1
Foley Ltd,23/07/2020,Balance Sheet,Additions - Assets Under Const,1434888,74601.0,CROY 04 - July.csv,1
G4s Facilities Management (Uk) Ltd,16/07/2020,Domestic Contract,Contract - Domestic,1429446,534213.0,CROY 04 - July.csv,1
G4s Facilities Management (Uk) Ltd,28/07/2020,Domestic Contract,Contract - Domestic,1435067,539821.0,CROY 04 - July.csv,1
G4s Facilities Management (Uk) Ltd,28/07/2020,Domestic Contract,Contract - Domestic,1435793,526040.0,CROY 04 - July.csv,1
Hats Group Ltd,10/07/2020,Patient Transport,Patient Non Emerg. Transport,1433513,151000.0,CROY 04 - July.csv,1
Hats Group Ltd,23/07/2020,Patient Transport,Patient Non Emerg. Transport,1435069,156767.0,CROY 04 - July.csv,1
Huntleigh Healthcare Ltd,02/07/2020,Balance Sheet,Additions - Plant & Machinery,1421843,27613.0,CROY 04 - July.csv,1
Icts Uk Ltd,02/07/2020,Security,Contract - Security Services,1429210,48733.0,CROY 04 - July.csv,1
Icts Uk Ltd,02/07/2020,Security,Contract - Security Services,1429213,47868.0,CROY 04 - July.csv,1
Icts Uk Ltd,02/07/2020,Security,Contract - Security Services,1432280,49468.0,CROY 04 - July.csv,1
Insight Direct Uk Ltd,02/07/2020,It System Support,Computer - Maint & Licences,1427959,28985.0,CROY 04 - July.csv,1
Insight Direct Uk Ltd,02/07/2020,It System Support,Computer - Maint & Licences,1427961,398470.0,CROY 04 - July.csv,1
Keystream Healthcare Resources Limited,16/07/2020,Corona Virus,Professional Fees,1431386,37620.0,CROY 04 - July.csv,1
Keystream Healthcare Resources Limited,23/07/2020,It Management,Professional Fees,1434932,38220.0,CROY 04 - July.csv,1
Lloyds Pharmacy Ltd,09/07/2020,Pharmacy,Drugs,1424374,233726.0,CROY 04 - July.csv,1
Lloyds Pharmacy Ltd,09/07/2020,Pharmacy,Drugs,1429205,199263.0,CROY 04 - July.csv,1
Lloyds Pharmacy Ltd,28/07/2020,Pharmacy,Drugs,1433992,182852.0,CROY 04 - July.csv,1
Morgan Law Partners Llp,28/07/2020,Corona Virus,Agency Senior Manager,1435865,29580.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,316.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,24293.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,7821.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,3298.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,1293.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,6346.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,8382.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Agency Odp Band 6,1431762,8892.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,20364.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,6931.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,52589.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,2617.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,11558.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,2039.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,6994.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,26509.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,24071.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,02/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1432329,54282.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,26590.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,13751.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,3743.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,672.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,10359.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,4393.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1433250,11264.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,33806.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,3546.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,51508.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,7647.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,9007.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,3567.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,4891.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,20956.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,22219.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,09/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1433255,55135.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,29139.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,17650.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,4810.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,873.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,5066.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,5633.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434145,15340.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,25138.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,10547.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,53065.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,7077.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,11268.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,2331.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,5870.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,22685.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,47261.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,16/07/2020,Day Surgery Unit,Bank Nurse - Band 2,1434158,66508.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,631.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,26680.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,14052.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,4054.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,1227.0,CROY 04 - July.csv,1
Nhs Professionals Ltd,23/07/2020,Day Surgery Unit,Agency Nurse - Band 6,1434560,4528.0,CROY 04 - July.csv,1
