Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,34288101,"4,968.77"
Department of Health,NHS Harrow CCG,31/10/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,34288101,112.52
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288102,"-8,917.81"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288102,"-6,668.31"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288102,"-1,616.67"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288102,"-6,902.79"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288102,"-7,467.44"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,"151,492.62"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR N MERALI & PTNRS,34288103,"1,240.35"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,"5,829.84"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,"9,775.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,"3,977.79"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,117.46
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N MERALI & PTNRS,34288103,"14,117.82"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,34288105,"49,412.45"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,34288105,"1,898.24"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,34288105,"10,853.76"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,34288105,"5,240.89"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SEYAN & PARTNERS,34288107,209.21
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,34288107,"79,980.31"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,34288107,"2,932.62"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,34288107,"2,508.33"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,34288107,135.88
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,34288107,"8,298.29"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288109,"-3,240.58"
Department of Health,NHS Harrow CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288109,"-8,547.71"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288109,"-2,910.93"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288109,"-3,187.58"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288109,"-8,024.63"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288110,"63,919.89"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VYAS & PNTERS,34288110,"1,162.52"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288110,"2,367.24"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288110,48.36
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,34288110,"5,525.95"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,"31,269.99"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,"1,149.86"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,468.75
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,"3,522.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,"1,445.02"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,34288112,"2,528.64"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,"23,785.80"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,V RAVIKUMAR,34288115,38.68
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,"2,843.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,910.74
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,"3,575.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,"1,413.83"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,9.21
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,34288115,"2,314.08"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-5,874.04"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-2,567.50"
Department of Health,NHS Harrow CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-27,121.40"
Department of Health,NHS Harrow CCG,31/10/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,-282
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-3,307.86"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-6,135.93"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-10,784.83"
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288116,"-25,526.34"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"103,731.90"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RIDGEWAY SURGERY,34288117,"2,195.87"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"3,979.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"2,230.68"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"6,999.49"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"2,922.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,103.63
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,34288117,"10,845.83"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,"28,598.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,888.42
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,"1,082.44"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,865.83
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,177.78
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,"2,200.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,"6,986.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,70.6
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,34288120,"2,376.38"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,769.29
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,419.75
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,"17,227.62"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,649.42
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,653.1
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,"1,884.75"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,"1,450.83"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,34288124,"2,274.57"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,"30,510.46"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEADSTONE ROAD SURGERY,34292589,114.91
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,882.83
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,"1,058.30"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,"2,866.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,998
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,41.45
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,34292589,"2,540.79"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),34292591,"57,783.42"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),34292591,"1,819.30"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),34292591,"3,793.41"
Department of Health,NHS Harrow CCG,31/10/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"2,677.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"90,797.38"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C NAGPAUL,34312291,268.42
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"3,560.06"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"1,765.32"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR C NAGPAUL,34312291,"3,677.75"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"3,465.48"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"9,945.84"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"2,346.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,34.55
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,"9,499.38"
Department of Health,NHS Harrow CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,401.35
Department of Health,NHS Harrow CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34312291,348.87
Department of Health,NHS Harrow CCG,31/10/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"4,117.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"34,708.59"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"5,635.21"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"2,794.32"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR D C PATEL & PARTNERS HARROW,34312293,"5,821.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"1,311.18"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"8,436.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"1,954.42"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,34312293,"2,594.20"
Department of Health,NHS Harrow CCG,31/10/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"4,050.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,747.08
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"56,363.55"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR H MISTRY & PTNRS,34312294,"1,120.99"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"7,890.77"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"3,912.78"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR H MISTRY & PTNRS,34312294,"8,151.63"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"2,078.12"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"8,809.75"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,299.39
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,34312294,"5,400.19"
Department of Health,NHS Harrow CCG,31/10/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"10,530.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"53,177.23"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SMA FAROOQI & PARTNERS,34312295,"1,574.31"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"9,952.13"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"4,934.94"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SMA FAROOQI & PARTNERS,34312295,"10,281.13"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"1,949.22"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"10,468.33"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,43.76
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,34312295,"5,622.05"
Department of Health,NHS Harrow CCG,31/10/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"5,287.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"43,751.95"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"6,498.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"3,222.48"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,K KARIA,34312296,"6,713.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"1,451.28"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"2,115.63"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"4,316.58"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,K KARIA,34312296,"2,139.62"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SHAFTESBURY MEDICAL CENTRE,34312297,410.3
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"33,309.61"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"1,278.12"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"20,925.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"2,091.67"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"2,389.58"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,966.81
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,41.45
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,34312297,"4,303.02"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,DR H MISTRY & PTNRS,34314694,"54,779.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,DR SMA FAROOQI & PARTNERS,34314696,"63,865.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,DR C NAGPAUL,34314697,"35,691.00"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-PMS LES Phlebotomy,LOCAL ENHANCED SERVICES,HARROW HEALTH CIC,34325408,"36,347.50"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-GMS LES Anti-coagulation,LOCAL ENHANCED SERVICES,HARROW HEALTH CIC,34325410,"25,416.67"
