NHS Abrev,trust name,Latitude,Longitude,Count,Value (m),Number of Datasets,Value (%),Count (%),Highest Value Charity Recipient,Number Payments to VCS,Number of Charity Suppliers
STE,South Tees Hospitals NHS Foundation Trust,54.551755,-1.214805,4644.0,1054.0,21.0,0.1173821611485206,0.5383290267011198,SOUTH TEES HOSPITALS CHARITY,25.0,6.0
STO,Stockport NHS Foundation Trust,53.383778,-2.13202,4485.0,523.0,8.0,0.20041701125235192,0.8918617614269788,ST JOHN AMBULANCE,40.0,2.0
SUH,Southend University Hospital NHS Foundation Trust,51.553838,0.688617,2591.0,205.0,34.0,0.9273625288759975,0.8490930142802007,FETAL MEDICINE FOUNDATION,22.0,3.0
SUP,Sussex Partnership NHS Foundation Trust,50.84121,-0.411162,1729.0,125.0,44.0,1.591793075990306,2.5448235974551765,TURNING POINT,44.0,15.0
SWA,South Warwickshire NHS Foundation Trust,52.289965,-1.583203,2828.0,284.0,55.0,0.7571542769544215,1.2376237623762376,WCS CARE GROUP LIMITED,35.0,8.0
SWL,South West London and St George's Mental Health NHS Trust,51.437358,-0.172348,1350.0,145.0,47.0,2.4058812525769353,4.37037037037037,COMMUNITY DRUG SERVICE,59.0,3.0
SWY,South West Yorkshire Partnership NHS Foundation Trust,53.69734,-1.494054,1540.0,126.0,110.0,0.8173686975824376,1.2337662337662338,WAKEFIELD TRUST,19.0,4.0
TAM,Tameside Hospital NHS Foundation Trust,53.49153,-2.071433,2338.0,288.0,56.0,1.088231201913707,1.0265183917878529,ACTION TOGETHER CIO,24.0,3.0
TAV,Tavistock and Portman NHS Foundation Trust,51.546898,-0.175443,84.0,15.0,14.0,4.729980488083769,19.047619047619047,WARREN HOUSE GROUP AT DARTINGTON,16.0,6.0
TEE,"Tees, Esk and Wear Valleys NHS Foundation Trust",54.543494,-1.591147,2820.0,241.0,1.0,3.111368945913313,4.25531914893617,MENTAL HEALTH MATTERS,120.0,10.0
TOR,Torbay and South Devon NHS Foundation Trust,50.482316,-3.553804,1968.0,163.0,22.0,3.1305067030215947,4.2682926829268295,UNITED RESPONSE,84.0,16.0
UHB,University Hospitals Birmingham NHS Foundation Trust,52.453198,-1.93847,3315.0,456.0,38.0,1.1078236608137557,1.4177978883861238,SOLIHULL NHS CARE TRUST,47.0,9.0
UHL,University Hospitals Of Leicester NHS Trust,52.6268,-1.135953,13923.0,1976.0,98.0,0.16474570035888395,0.5243122890181713,CARERS TRUST,73.0,9.0
UHM,University Hospitals Of Morecambe Bay NHS Foundation Trust,54.306703,-2.732552,140.0,14.0,2.0,0.0,0.0,0,0.0,0.0
UHN,University Hospitals of North Midlands,53.003171,-2.212066,2476.0,534.0,24.0,0.004691368999699792,0.04038772213247173,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,1.0,1.0
UHP,University Hospitals Plymouth NHS Trust,50.41672,-4.113684,7142.0,740.0,59.0,0.523703126783132,0.9521142537104452,ST LUKES HOSPICE PLYMOUTH,68.0,8.0
UHS,University Hospital Southampton NHS Foundation Trust,50.933019,-1.435104,8289.0,1252.0,58.0,0.544297208734001,1.4356375919893836,NUFFIELD HEALTH,119.0,11.0
WAL,The Walton Centre NHS Foundation Trust,53.466395,-2.931,43.0,6.0,1.0,0.0,0.0,0,0.0,0.0
WHC,Worcestershire Health and Care NHS Trust,52.192339,-2.178135,174.0,13.0,5.0,0.2931452298948356,0.5747126436781609,COMMUNITY FIRST,1.0,1.0
WHH,West Hertfordshire Hospitals NHS Trust,51.648921,-0.404187,8879.0,1098.0,118.0,0.066606787887711,0.11262529564140106,RAFT,10.0,6.0
WHI,Whittington Health NHS Trust,51.566482,-0.139066,3518.0,320.0,76.0,0.5519716226690938,1.137009664582149,BEVAN BRITTAN LIMITED LIABILITY PARTNERSHIP,40.0,3.0
WHT,Walsall Healthcare NHS Trust,52.58233,-1.998924,4402.0,493.0,123.0,0.11869507317875154,0.24988641526578828,INSIGHT,11.0,6.0
WIU,Wirral University Teaching Hospital NHS Foundation Trust,53.36964,-3.096815,1247.0,241.0,2.0,0.02774539109974649,0.16038492381716118,WIRRAL HOSPICE ST JOHNS,2.0,2.0
WLO,West London NHS Trust,51.50598,-0.356441,637.0,130.0,8.0,1.2743635450643382,3.924646781789639,RETHINK,25.0,6.0
WOR,Worcestershire Acute Hospitals NHS Trust,52.191193,-2.181158,3179.0,489.0,32.0,0.2137977204094638,0.34602076124567477,PULSE,11.0,4.0
WSH,Western Sussex Hospitals NHS Foundation Trust,50.816691,-0.363429,2740.0,421.0,54.0,0.992740397446157,1.6788321167883213,BRITISH PREGNANCY ADVISORY SERVICE,46.0,4.0
WSU,West Suffolk NHS Foundation Trust,52.231662,0.709176,1578.0,212.0,39.0,0.6426380928042058,1.0139416983523446,BEVAN BRITTAN LIMITED LIABILITY PARTNERSHIP,16.0,6.0
WWL,"Wrightington, Wigan and Leigh NHS Foundation Trust",53.55774,-2.629091,5592.0,763.0,106.0,0.0781287801172308,0.26824034334763946,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,15.0,5.0
WYE,Wye Valley NHS Trust,52.057013,-2.705709,2369.0,335.0,88.0,2.1324385213741333,4.4744617982271,NUFFIELD HEALTH,106.0,8.0
YAS,Yorkshire Ambulance Service NHS Trust,53.709391,-1.517971,2661.0,343.0,100.0,2.1076760294952943,4.8478015783540025,ST JOHN AMBULANCE,129.0,3.0
YDH,Yeovil District Hospital NHS Foundation Trust,50.944843,-2.634712,2200.0,219.0,39.0,0.25109008498059987,0.7727272727272727,BEVAN BRITTAN LIMITED LIABILITY PARTNERSHIP,17.0,5.0
YTH,York Teaching Hospital NHS Foundation Trust,53.968952,-1.084285,1565.0,341.0,22.0,0.16975609472531544,0.7028753993610224,YORKSHIRE MESMAC,11.0,4.0
