Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32342046,36631.63
Department of Health,NHS Waltham Forest CCG,31/05/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,"ALLIED HEALTH SERVICES LTD TA ALLIED 
HEALTHCARE",32262256,36926.02
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,32287124,37344.01
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",32429162,37779
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE CHILDRENS SERVICES,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",32264116,39065.14
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,,HEALTHCARE GATEWAY LTD,32181870,40000
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,32401241,40867.95
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,32401237,42082.85
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",32429111,42854
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,,HIGHAM HILL MEDICAL CENTRE,32287116,43207.55
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,32287137,43445.24
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,32287120,43890.01
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,,PEOPLE SOURCE CONSULTING LTD,31679788,45566.93
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,,AGE UK WALTHAM FOREST,32429280,45601
Department of Health,NHS Waltham Forest CCG,31/05/2020,Income tax <1Yr,,HMRC,32400992,46540.4
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,32287132,46843.7
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",32429203,48535
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"KING`S COLLEGE HOSPITAL NHS FOUNDATION 
TRUST",32264124,48545.86
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,PROGRAMME PROJECTS,WF FEDERATED GP NETWORK LTD,32202710,52739.37
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,32401250,52785.73
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,,RIDGEWAY SURGERY LONDON,32401252,53838.93
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32442661,54384.65
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363514,55443
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,32287130,55995.92
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,32287122,58415.31
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,COMMUNITY SPECIALIST CLINICS LTD,32429252,58475
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,32264111,60736.34
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,32287128,61423.55
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32202692,62122.5
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,32401226,64101.54
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",32264140,64651.66
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363519,69054
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,32312365,69482.39
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,32401248,71233.74
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),32264142,76302.67
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32264148,76645.35
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,"CLINICAL ASSESSMENT AND 
TREATMENT CENTRES",INHEALTH LTD,32412574,78252.86
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363503,79413
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32442636,80234.61
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32274128,82297.13
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32264122,84184.23
Department of Health,NHS Waltham Forest CCG,31/05/2020,External Consultancy Fees,I+E SET-UP DEFAULT,"GUYS & ST THOMAS HOSPITAL NHS FOUNDATION 
TRUST",32416696,89113
Department of Health,NHS Waltham Forest CCG,31/05/2020,External Consultancy Fees,I+E SET-UP DEFAULT,SYMPHONIC SOFTWARE LTD,32263935,93512
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,32287105,95480.63
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,32287103,98378.41
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,COMMUNITY SPECIALIST CLINICS LTD,32378318,104389.93
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,32287139,105189.54
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,32287134,105330.54
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,PROGRAMME PROJECTS,WF FEDERATED GP NETWORK LTD,32202718,106751.04
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,32312363,107970.08
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,32287126,108355.12
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363499,114100
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,32401239,114545.31
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363508,114932
Department of Health,NHS Waltham Forest CCG,31/05/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,COMMUNITY SPECIALIST CLINICS LTD,32163764,130487.42
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32363520,196246.67
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32264139,200351.62
Department of Health,NHS Waltham Forest CCG,31/05/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,32287141,202195.08
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"BARKING HAVERING AND REDBRIDGE HOSPITALS 
NHS TRUST",32264107,215886.3
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"GUYS & ST THOMAS HOSPITAL NHS FOUNDATION 
TRUST",32264118,221140.68
Department of Health,NHS Waltham Forest CCG,31/05/2020,Programme Support Costs,,REVITALISE,32263934,239142.68
Department of Health,NHS Waltham Forest CCG,31/05/2020,Hlthcre-Foundation Trsts,Winter Resilience,NORTH EAST LONDON NHS FOUNDATION TRUST,32243108,246294
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",32264130,292760.1
Department of Health,NHS Waltham Forest CCG,31/05/2020,Charges from CSU,,NHS NEL CSU,32322139,609819.61
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",32264145,612941.45
Department of Health,NHS Waltham Forest CCG,31/05/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",32264134,661023.29
Department of Health,NHS Waltham Forest CCG,31/05/2020,Charges from CSU,,NHS NEL CSU,32322149,707363.89
