Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33485010,"5,278.43"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33485004,"5,300.11"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,QUEENS ROAD MEDICAL CENTRE,33485004,"5,482.88"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33484992,"5,554.83"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33484989,"5,898.16"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS PCO Locum Adop/Pat/Mat,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33615759,"5,910.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33615769,"5,977.33"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33484989,"6,061.73"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33615762,"6,103.20"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33485014,"6,169.23"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DRS SS & SJ KUMAR,33484989,"6,270.75"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33615746,"6,363.93"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CHINGFORD MEDICAL PRACTICE,33615746,"6,583.38"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-APMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33485014,"6,617.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33484987,"6,627.08"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33509190,"6,873.52"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33484979,"6,999.03"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ALLUM MEDICAL CENTRE,33484979,"7,240.38"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"7,301.38"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33485008,"7,905.73"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"8,000.59"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33484979,"8,308.36"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33509190,"8,683.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"8,747.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33615761,"9,050.11"
Department of Health,NHS Waltham Forest CCG,31/08/2020,ME-GMS GP Pension ERs Adjustments,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33615761,"9,199.62"
Department of Health,NHS Waltham Forest CCG,31/08/2020,ME-GMS GP Pension EEs Adjustments,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33615761,"9,242.10"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33484989,"9,278.34"
Department of Health,NHS Waltham Forest CCG,31/08/2020,ME - PMS GP Prior Year ERs,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"9,296.51"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33615746,"10,569.59"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33484979,"10,729.17"
Department of Health,NHS Waltham Forest CCG,31/08/2020,ME-PMS GP Prior Year EEs,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"11,062.74"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"11,708.33"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33615755,"12,739.23"
Department of Health,NHS Waltham Forest CCG,31/08/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33583274,"18,545.43"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",KIYANI MEDICAL PRACTICE,33615774,"25,786.36"
Department of Health,NHS Waltham Forest CCG,31/08/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33583274,"27,341.73"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Commercial Sector,"MENTAL HEALTH SERVICES - 
OTHER",RESCONSORTIUM LTD,33651761,"30,000.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33484994,"30,155.38"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,OPTIMAL CARE SERVICES LTD,33502553,"30,510.20"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33434104,"30,726.67"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Charges from CSU,PROGRAMME PROJECTS,NHS NEL CSU,33686182,"31,207.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,TOPCARE LTD T/A ALBANY NURSING HOME,33676232,"31,292.68"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33695331,"32,226.12"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"CHELSEA AND WESTMINSTER HOSPITAL NHS 
FOUNDATION TRUST",33434027,"33,810.76"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,33615767,"35,186.50"
Department of Health,NHS Waltham Forest CCG,31/08/2020,External Consultancy Fees,I+E SET-UP DEFAULT,2020 DELIVERY LTD,33444101,"36,750.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,WALTHAMSTOW EMP & NURSING AGENCY LTD,33502576,"37,200.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33485000,"37,735.58"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE CHILDRENS SERVICES,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",33434046,"39,065.14"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33583274,"39,480.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33615755,"39,765.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33615762,"40,800.16"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33695329,"40,871.03"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33615759,"42,381.32"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Commercial Sector,NCAS/OATS,ACCELERATE CIC,33640517,"42,500.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33484992,"42,859.45"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,33485012,"43,301.30"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,33484996,"44,291.49"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Commercial Sector,COMMISSIONING - NON ACUTE,AGE UK WALTHAM FOREST,33550125,"45,601.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33485006,"47,077.94"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"KING`S COLLEGE HOSPITAL NHS FOUNDATION 
TRUST",33434088,"48,545.86"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,33615757,"49,484.31"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650135,"50,185.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Cont Care- Children,CHC CHILDREN,FOCUSED HEALTHCARE LTD,33621604,"50,559.36"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS GP Statutory Levy,"PRC DELEGATED CO-
COMMISSIONING",LONDONWIDE LMCS,33674703,"50,941.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,33615771,"52,680.35"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650139,"53,657.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33615773,"53,676.99"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Healthcare Srv Rec CCG,FINANCE,NHS SOUTH EAST LONDON CCG,33640527,"54,286.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",33650148,"54,823.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33485004,"56,310.93"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33615753,"58,023.20"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33484998,"58,403.47"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33484989,"59,906.20"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650142,"60,604.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33434021,"60,736.34"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WF FEDERATED GP NETWORK LTD,33674623,"61,985.57"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33485002,"62,113.33"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,33433465,"62,122.50"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650140,"62,167.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,HUGH JAMES CLIENT ACCOUNT,33588470,"63,489.58"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",33434153,"64,651.66"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33615746,"65,057.04"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650137,"68,959.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33485010,"69,438.68"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650141,"70,235.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33615769,"71,199.18"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33484987,"71,660.45"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33485014,"72,508.37"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),33434161,"76,302.67"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),33434181,"76,645.35"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33434037,"79,044.08"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33434070,"84,184.23"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33485014,"101,097.54"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33485008,"104,976.47"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33509192,"105,794.35"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33484979,"107,434.27"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33509190,"108,999.20"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,WF FEDERATED GP NETWORK LTD,33674585,"112,921.56"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33615761,"115,494.09"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650132,"116,101.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,WF FEDERATED GP NETWORK LTD,33621596,"116,949.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33650123,"121,477.00"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33534885,"129,332.62"
Department of Health,NHS Waltham Forest CCG,31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WF FEDERATED GP NETWORK LTD,33674641,"135,360.42"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Services From Local Authorities,"Mental Health Services - S117 
Mental Health",LONDON BOROUGH OF WALTHAM FOREST,33504663,"140,216.74"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33434146,"200,351.62"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"BARKING HAVERING AND REDBRIDGE HOSPITALS 
NHS TRUST",33433994,"215,886.30"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"GUYS & ST THOMAS HOSPITAL NHS FOUNDATION 
TRUST",33434053,"221,140.68"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",33434116,"292,760.10"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",33434167,"612,941.45"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",33434130,"661,023.29"
Department of Health,NHS Waltham Forest CCG,31/08/2020,Charges from CSU,CORPORATE COSTS & SERVICES,NHS NEL CSU,33534935,"707,363.89"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33434099,"1,011,695.75"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33434061,"1,497,382.81"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,33434122,"5,989,302.78"
Department of Health,NHS Waltham Forest CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33434014,"13,479,643.59"
