Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,3983.39
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,4024.49
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,4057.98
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,33230966,4079
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,4110.27
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,4130.66
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,4176.72
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33230983,4281
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,4297.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,4350
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,33230979,4368.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,4378.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,4384.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,33230966,4413
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HARROW ROAD GP PRACTICE,33092439,4445.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,4479.17
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,4621.63
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,4678.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,33230979,4694.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33230983,4710.48
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,4724.22
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,4774.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MANOR PRACTICE LONDON,33247129,4781
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,4804.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,4865
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,4992.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,5006.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,5026.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,5045.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,5071.74
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,FIRS,33247128,5164.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,5222.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,5254.56
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,5278.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,5283
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,5300.11
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,QUEENS ROAD MEDICAL CENTRE,33092437,5482.88
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,5493
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,5493.11
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,5554.83
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",CRAWLEY ROAD MEDICAL CENTRE,33230957,5779.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,5828.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,5977.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,6051.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,6061.73
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,6117.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,6126.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33092440,6169.23
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DRS SS & SJ KUMAR,33092433,6270.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,6363.93
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CHINGFORD MEDICAL PRACTICE,33247126,6583.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,6627.08
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,CLAREMONT MEDICAL CENTRE LONDON,33234037,6741.9
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33092436,6873.52
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,6999.03
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,7097.72
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,7157.01
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ALLUM MEDICAL CENTRE,33092432,7240.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,7301.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,"C&M-APMS Other Baseline 
Adjustment","PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33092440,7492.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,LANGTHORNE SHARMA FAMILY PRACTICE,33230973,7656.48
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,33069801,7693.62
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,33069810,7743.52
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,7905.73
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,8083.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,8152.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,8308.36
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,8334
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,33069801,8421.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,KIYANI MEDICAL PRACTICE,33229953,8481.45
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,8844.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,8984.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33230970,9050.11
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33092436,9274.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,9367.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,9382
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,9507
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33230970,9515.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES  Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,9535.12
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,9593.71
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33069820,10047.15
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES  Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,10167.62
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,DR BAILEY PRACTICE,33230960,10301.29
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,10729.17
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,10844.83
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,11708.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,LYNDHURST SURGERY LONDON,33230976,11726.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,11911.93
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,12412.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,12616.89
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FOREST ROAD MEDICAL CENTRE,33230964,12968.02
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,CHINGFORD MEDICAL PRACTICE,33247126,13290.72
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,GREEN MAN MEDICAL CENTRE,33230971,13534.1
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES  Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,13630.26
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,ALLUM MEDICAL CENTRE,33092432,13652.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FRANCIS ROAD MEDICAL CENTRE,33230968,13919.47
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,14351.57
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Invest & impact,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,14414.57
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,33069850,14416.01
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,33069823,14584.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,14862.88
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33069839,15573.34
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR S PHILLIPS & DR M PATEL,33069805,16014.08
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FOREST SURGERY,33230966,16469.21
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,17543.57
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,OLD CHURCH SURGERY,33230979,17650.79
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,RIDGEWAY SURGERY LONDON,33230983,17875.46
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,18570.04
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FIRS,33247128,19194.12
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,19416.32
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,19820.54
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT MEDICAL CENTRE LONDON,33234037,20283.24
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,20399.05
Department of Health,NHS Waltham Forest CCG,31/07/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33191997,20874
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,CHINGFORD MEDICAL PRACTICE,33247126,21305.09
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,CRAWLEY ROAD MEDICAL CENTRE,33230957,22454.29
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,23054.26
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,33069810,23284.74
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,23717.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,MANOR PRACTICE LONDON,33247129,23801.84
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",LANGTHORNE SHARMA FAMILY PRACTICE,33230973,24212.12
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,24412.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,25584.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,25584.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,25584.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,25739.28
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",KIYANI MEDICAL PRACTICE,33229953,25786.36
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,27480.39
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,28357.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,28357.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,28357.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33069820,30155.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33092440,30307.77
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33046349,30726.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR BAILEY PRACTICE,33230960,31054.26
Department of Health,NHS Waltham Forest CCG,31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,33225023,31182.88
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,31327.69
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,31482.91
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,31482.91
Department of Health,NHS Waltham Forest CCG,31/07/2020,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,LEWISHAM & GREENWICH NHS TRUST,33107383,31559.81
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care- Children,CHC CHILDREN,CHILDRENS TRUST (THE),33277226,31620
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care- Children,CHC CHILDREN,"ALLIED HEALTH SERVICES LTD TA ALLIED 
HEALTHCARE",33383150,31641.38
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,33069801,31679.76
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,ASPRAY HOUSE LTD,33383169,31965.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,,ACUTE COMMISSIONING,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",33133466,32036.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,NCAS/OATS,SPIRE HEALTHCARE LTD,33017602,32329.54
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,TOPCARE LTD T/A ALBANY NURSING HOME,33295760,32384.68
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,CHURCHILL HEALTHCARE LTD,33247127,32698.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,32822.51
Department of Health,NHS Waltham Forest CCG,31/07/2020,Rent,"RECHARGES NHS PROPERTY 
SERVICES LTD",COMMUNITY HEALTH PARTNERSHIPS LTD,33183026,33610.72
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"CHELSEA AND WESTMINSTER HOSPITAL NHS 
FOUNDATION TRUST",33046300,33810.76
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMISSIONING - NON ACUTE,MARIE STOPES INTERNATIONAL,32973052,33828
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,WF FEDERATED GP NETWORK LTD,33237722,33898.85
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,34431.99
