Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,30/04/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,OPTIMAL CARE SERVICES LTD,31762555,30510.2
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,31793788,1115.31
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,31793788,3200
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,31793788,32788.94
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,31793788,61423.55
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),31729574,76303
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,,QUEENS ROAD MEDICAL CENTRE,31793792,1060.65
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Clin Pharmacist,,QUEENS ROAD MEDICAL CENTRE,31793792,2478.3
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Clinical Director,,QUEENS ROAD MEDICAL CENTRE,31793792,2620.38
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,,QUEENS ROAD MEDICAL CENTRE,31793792,4479.17
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES PCN support,,QUEENS ROAD MEDICAL CENTRE,31793792,4846.94
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS DES Extended Hours Access,,QUEENS ROAD MEDICAL CENTRE,31793792,5262.53
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,,QUEENS ROAD MEDICAL CENTRE,31793792,30239.48
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,,QUEENS ROAD MEDICAL CENTRE,31793792,55995.92
Department of Health,NHS Waltham Forest CCG,43951,Programme Support Costs,,REVITALISE,31991138,"-231,428.57"
Department of Health,NHS Waltham Forest CCG,30/04/2020,Programme Support Costs,,REVITALISE,31891385,231428.4
Department of Health,NHS Waltham Forest CCG,43951,Programme Support Costs,,REVITALISE,31991135,"231,428.57"
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,,RIDGEWAY SURGERY LONDON,31945687,1067.9
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,,RIDGEWAY SURGERY LONDON,31945687,1408.75
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCO Locum Sickness,,RIDGEWAY SURGERY LONDON,31945687,3056.25
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,,RIDGEWAY SURGERY LONDON,31945687,29318.71
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,,RIDGEWAY SURGERY LONDON,31945687,53838.93
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,31807890,200351.62
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,31729572,200352
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",31807891,64651.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",31729573,64652
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,31793799,929.65
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,31793799,1558.33
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,31793799,25278.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,31793799,46843.7
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"SOUTHEND UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",31729557,60736
Department of Health,NHS Waltham Forest CCG,43951,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,32006479,"35,309.75"
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,31793805,1981.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCO Locum Adop/Pat/Mat,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,31793805,7261.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,31793805,56849.84
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,31793805,105330.54
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",31762542,42155
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,31793811,1428.44
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,31793811,38222.34
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,31793811,69482.39
Department of Health,NHS Waltham Forest CCG,30/04/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,WALTHAMSTOW EMP & NURSING AGENCY LTD,31762560,37200
Department of Health,NHS Waltham Forest CCG,43951,Clinical&Medical-Independent Sector,GP FORWARD VIEW,WF FEDERATED GP NETWORK LTD,32155377,"116,949.00"
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,PROGRAMME PROJECTS,WF FEDERATED GP NETWORK LTD,31755512,163750
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31729577,76645
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31807893,76645.35
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,31793815,756.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,31793815,22967.17
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,31793815,43445.24
