Department,Entity,Date,Expenses Area,Expenses Type,Supplier,Transaction Reference,Their Reference,Amount
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425418,62698,"68,261.56"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,B Braun Medical Ltd,1425432,62856156,"229,667.77"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Capital,Equipment,Ge Medical Systems Limited,1428409,634479,"46,233.45"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Abbvie Limited,1402881,671110337,"32,568.84"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,G.U Medicine C.M.H,Software Maintenance,Idox Health Ltd,1378430,7001471,"44,700.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,B.C.S External Estates Slas,Estates N.H.S Propery Services,Nhs Brent Ccg,1402539,7022604119,"250,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Financial Services,Other S.L.A. Income,Nhs Redbridge Ccg,1372333,7024508685,"34,800.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Balance Sheet Lnwh,Nhs Creditor Accruals Rab,Nhs Waltham Forest Ccg,1411082,7025101087,"30,727.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Equipment,Erbe Medical Uk,1407563,72314,"30,011.06"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Philips Healthcare,1417451,7300358633,"28,718.40"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,I.C.T Hardware,Dell Computer Corporation Ltd,1405412,7402686824,"75,540.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,I M & T Support Maintenance,Computer Equipment,Dell Computer Corporation Ltd,1405413,7402687241,"31,647.60"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Dell Computer Corporation Ltd,1424605,7402699948,"33,265.78"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Communications (Phones),Computer Equipment,Stanley Security Solutions,1403521,75569988,"162,011.97"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Communications (Phones),Computer Equipment,Stanley Security Solutions,1405004,75571105,"162,000.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Boss Plumbing & Heating Services Ltd,1411366,8003,"27,036.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Boss Plumbing & Heating Services Ltd,1418192,8044,"59,283.60"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Medical Imaging Systems Ltd,1424409,83407,"318,366.44"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,1420065,8940238617,"31,483.62"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,1423429,8940239123,"40,021.13"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,1427126,8940240213,"31,250.77"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Blood Products N.W.L,Blood Products,Nhs Blood And Transplant,1405681,894508,"212,436.57"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Blood Products E.H,Blood Products,Nhs Blood And Transplant,1405601,894513,"42,824.85"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Staff/Agency Costs,Brightcloud Technologies Ltd,1424478,91161,"91,380.00"
Department of Health,London North West Healthcare NHS Trust,12/03/2021,Capital,Estates/Building Works,Portakabin Limited,1401405,915069836,"336,901.80"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Draeger Medical Uk Ltd,1424606,918430624,"36,274.78"
Department of Health,London North West Healthcare NHS Trust,11/03/2021,Capital,Equipment,Philips Healthcare,1417978,945838803,"952,838.40"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Nihon Kohden Uk Limited,1402600,95003994,"34,872.86"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Equipment,Sccl-Nhs Supply Chain Capital,1407562,9521001779,"30,176.52"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Sccl-Nhs Supply Chain Capital,1415488,9521001907,"39,308.98"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Sccl-Nhs Supply Chain Capital,1417287,9521001952,"30,176.52"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Csl Behring Uk Ltd,1406294,994032485,"27,300.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Southall Bdway Health Estates,Rent Payable,Messers Mohammad & Rahman,1411847,AMAR/RD/1753,"82,500.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Systems Accounts,Software Maintenance,Advanced Business Software And Solutions Ltd,1317618,ARCMIN/99079765,"32,147.84"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Miscellaneous Receipts,Nhs Luton Ccg,1421575,B0006903,"98,022.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Medical Staffing,Recruitment Advertising,Bmj Publishing Group Ltd,1399055,BD0149869,"41,322.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,1401408,CS14539,"55,396.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,1415087,CS14736,"55,396.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,1423779,D0CF06604,"37,052.06"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,1423765,D13C01412,"30,783.60"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities E.H,Electricity,Laser Energy Buying Group,1412140,E7672075,"116,651.41"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities E.H,Electricity,Laser Energy Buying Group,1418293,E7675335,"106,718.99"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities N.P.H,Electricity,Laser Energy Buying Group,1418627,E7678219,"330,119.66"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities N.P.H,Electricity,Laser Energy Buying Group,1418626,E7678220,"293,562.77"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Henry Schein Dental,1425953,F1 68590119,"149,392.94"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Lodging,Network Homes,1422474,Feb-21,"70,094.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Utilities N.P.H,Gas,Laser Energy Buying Group,1405113,G7644568,"132,962.18"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities E.H,Gas,Laser Energy Buying Group,1405112,G7644576,"59,147.50"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities N.P.H,Gas,Laser Energy Buying Group,1419747,G7679579,"111,151.31"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Utilities E.H,Gas,Laser Energy Buying Group,1419749,G7679581,"49,643.17"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Patient Transport Contract,Taxi Service,Green Tomato Cars Ltd,1401361,GI-079203,"34,669.20"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,121641,H0112151,"48,575.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,504100,H0142303,"41,197.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,527889,H0143511,"36,306.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,595679,H0146748,"32,681.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,915038,H0165070,"27,476.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Management N.W.L,Clinical Services Received,Imperial College Healthcare Nhs Trust,1094721,H0174135,"32,166.18"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Information N.W.L,Professional Fees,Hunter Healthcare Resourcing Ltd,1424288,HHMLDL1,"26,190.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Information N.W.L,Professional Fees,Hunter Healthcare Resourcing Ltd,1425935,HHMLDL3,"32,400.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Information N.W.L,Professional Fees,Hunter Healthcare Resourcing Ltd,1425933,HHMLDL7,"29,160.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Plastic Surgery N.P.H,Consultant,Royal Free London Nhsft,1215059,I0183723,"32,812.59"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,1404580,I0195585,"276,896.70"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Reserves,Substantive Speciality Reg,Royal Free London Nhsft,1413730,I0196330,"283,888.11"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1378426,IELIN000620,"165,060.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1391201,IELIN000646,"313,490.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1415029,IELIN000684,"326,062.93"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1415030,IELIN000685,"92,015.65"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1415031,IELIN000686,"255,394.35"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Stp Costs,Clinical Services Received,Inhealth Endoscopy Ltd,1417264,IELIN000691,"384,114.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Sterile Services,Decontamination Contract,Ihss Limited,1415032,IHSN011578,"35,968.56"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Sterile Services,Decontamination Contract,Ihss Limited,1415023,IHSN100543,"36,863.85"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Sterile Services,Decontamination Contract,Ihss Limited,1408348,IHSN100621,"36,863.86"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Sterile Services,Decontamination Contract,Ihss Limited,1415475,IHSN100708,"36,863.86"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Analytical Llp,1384805,IN000029,"491,710.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Analytical Llp,1391136,IN000030,"850,198.40"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Analytical Llp,1399335,IN000036,"850,198.40"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Analytical Llp,1415009,IN000042,"850,198.40"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Facilities Llp,1399336,IN000046,"881,649.41"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Analytical Llp,1428264,IN000046,"850,198.40"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Facilities Llp,1414802,IN000053,"881,649.41"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Pathology Contract N.W.L,Pathology Contract T.D.L.,Labex Facilities Llp,1428265,IN000060,"881,649.41"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Km Data Cabling Limited,1404363,IN2118,"46,800.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Km Data Cabling Limited,1418282,IN2132,"37,440.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Software,Spacelabs Healthcare Ltd,1408116,IN292456,"28,874.27"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,The Space Quantum Co Ltd,1411478,INV-0003,"56,532.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,The Space Quantum Co Ltd,1411479,INV-0004,"56,532.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,The Space Quantum Co Ltd,1411480,INV-0005,"56,532.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Research & Development N.P.H,Research Costs,Quadram Institute Bioscience,1424102,INV0006633,"44,948.52"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,I M & T Support Maintenance,Software Maintenance,Jac Computer Services Limited,1357907,INV000777,"52,155.60"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,I M & T Support Maintenance,Software Maintenance,Jac Computer Services Limited,1426306,INV000777--,"52,155.60"
Department of Health,London North West Healthcare NHS Trust,11/03/2021,Capital,Software,Cerner Corporation,1415859,INV_002_NWLOND_,"9,958,663.20"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,I.C.T Hardware,Cisilion Limited,1398810,INV019495,"369,628.62"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Software,Cisilion Limited,1398810,INV019495,"139,411.02"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,I.C.T Hardware,Cisilion Limited,1405484,INV019687,"783,013.39"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,I.C.T Hardware,Cisilion Limited,1407852,INV019718,"398,274.92"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Software,Cisilion Limited,1407852,INV019718,"26,769.84"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Staff/Agency Costs,Softcat Ltd,1402305,INV02826850,"39,100.75"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Hardware Maintenance,Softcat Ltd,1423959,INV02871865,"25,691.76"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Software Maintenance,Softcat Ltd,1423959,INV02871865,"35,381.47"
Department of Health,London North West Healthcare NHS Trust,26/03/2021,I M & T Support Maintenance,Clinical Admin Systems,Softcat Ltd,1426022,INV02871865--,"61,073.23"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology N.P.H,Equipment Hire,Agito Medical A/S,1418426,INV09832,"31,000.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Tr Building Services Ltd,1420670,INV-1860,"45,003.60"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Integrated Sexual Health Hill,General Instruments,Sh24 Cic,1399546,INV202012-0006,"28,426.88"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Integrated Sexual Health Hill,General Instruments,Sh24 Cic,1425910,INV202102-0006,"32,688.44"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Stalis Ltd,1412174,INV-3711,"200,944.20"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Elmcroft Construction Limited,1411412,INV-5441,"57,430.50"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Elmcroft Construction Limited,1411413,INV-5442,"57,430.50"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Elmcroft Construction Limited,1411414,INV-5444,"57,430.50"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,I M & T Support Maintenance,Software Purchases \ Licences,Bluewire Technologies,1411760,INV-918,"137,751.60"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,I M & T Support Maintenance,Mobile Phone Call Chgs\Rental,Healthcare Communications Uk Limited,1384636,INVHEA00000734,"67,574.27"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,I.C.T Hardware,Cisilion Limited,1412378,INVUK0000056,"228,167.64"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Software,Cisilion Limited,1412378,INVUK0000056,"80,309.52"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,I.C.T Hardware,Cisilion Limited,1424100,INVUK0009928,"234,904.02"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Lodging,Network Homes,1411588,Jan-21,"71,422.62"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Lakes Join Grandly Limited,1424193,LJG0258,"35,640.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Apira Ltd,1410413,LNWUH-DD001,"88,404.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Apira Ltd,1422819,LNWUH-DD002,"56,712.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Apira Ltd,1422820,LNWUH-EDM027,"54,780.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Staff/Agency Costs,Apira Ltd,1405553,LNWUH-EPR027,"50,400.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Apira Ltd,1410414,LNWUH-OPT002,"183,648.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Obs And Gynae Medical N.P.H,Clinical Services Received,Chelsea & Westminster Hospital Nhsft,1209482,N0037525,"30,464.44"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Integrated Sexual Health Hill,Out Of Area Activity Received,Chelsea & Westminster Hospital Nhsft,1389637,N0043232,"62,530.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418648,N343,"35,350.09"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418652,N345,"37,261.44"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418657,N347,"55,455.30"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418660,N349,"119,263.50"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418662,N350,"39,754.50"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418408,N353,"38,730.96"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418436,N357,"48,238.56"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1424012,N359,"57,607.20"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418414,N361,"70,235.10"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418418,N363,"87,363.36"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418420,N364,"29,121.12"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1418431,N365,"49,741.44"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1417318,N369,"57,606.48"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1417316,N371,"38,724.84"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1422171,N381,"66,600.11"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1422170,N383,"54,714.98"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1422168,N387,"29,079.53"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1424011,N393,"68,503.32"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1422695,N395,"74,654.25"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1424008,N397,"26,094.75"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medinet Lnwh,Clinical Services Received,Medinet Clinical Services Limited,1424009,N399,"46,052.28"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Pharmacy N.P.H,Materials Management Contract,Eleanor Hospital Logistics Limited,1424616,NWL001,"37,389.65"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medical Library N.P.H,Reference Books \ Journals,Wolters Kluwer Hlth (Medical Research) Ltd,1422821,OL-49534,"27,684.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Microsoft Ewa,Phoenix Software Ltd,1421882,OP/I892108,"449,818.20"
Department of Health,London North West Healthcare NHS Trust,26/03/2021,I M & T Support Maintenance,Microsoft Ewa,Phoenix Software Ltd,1425982,OP/I892108--,"449,818.20"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Phoenix Software Ltd,1422174,OP/I892254,"316,546.87"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Phoenix Software Ltd,1422837,OP/I892623,"40,545.04"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Software,Phoenix Software Ltd,1425913,OP/I893056,"80,928.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Phoenix Software Ltd,1425914,OP/I893129,"418,266.13"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Orthotics N.P.H,Appliances,Opcare Ltd,1357891,OP-SI-036961,"25,536.93"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Utilities E.H,Professional Fees,Montagu Evans,1425983,RA211215,"73,456.80"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Surgery Management N.W.L,Clinical Services Received,The London Clinic Limited,1425625,RKSCOL/MAR/2021,"280,752.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Cbre Managed Services Limited,1383072,S00843318,"55,700.93"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Hiltons Electrical Services Ltd,1417347,SI-10310,"43,677.60"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Hiltons Electrical Services Ltd,1417349,SI-10316,"96,000.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Software,Edm Group Ltd,1402129,SI328645,"52,531.20"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,1402578,SIN002974,"73,630.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,1418002,SIN003052,"73,630.80"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1403156,SIN103091423,"54,000.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1410053,SIN103099128,"90,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1416921,SIN103111118,"36,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1420440,SIN103118761,"34,020.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1423808,SIN103119811,"90,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Textile Services,Laundry Contract,Elis Uk Limited,1414131,SN3347439,"44,013.43"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Textile Services,Laundry Contract,Elis Uk Limited,1414130,SN3347513,"140,755.46"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Tr Building Services Ltd,1422259,TR1858,"29,880.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Valleyblinds And Tiles Limited,1424047,VB/65222,"66,994.74"
,,,,,,Sum:,,"64,463,765.82"
