Department Family,Entuty,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-May-20,External Contract staffing and Consultan,Radiology Medical,MEDICA REPORTING LTD,14823,"48,665.00",Contracted out services
NHS,King's College Hospital NHS Foundation Trust,2021,3,11-Jun-20,Premises and Fixed Plant,Facilities Estates / Maintenance,MICAD SYSTEMS UK LTD,GGS243,"26,430.67",Drawing office supplies
NHS,King's College Hospital NHS Foundation Trust,2021,3,04-Jun-20,Premises and Fixed Plant,ICT - Network,NG BAILEY IT SERVICES,CD970051517,"45,015.60",POD System Up Grade
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Clinical Supplies and Services,Haematology - Blood Products,NHS BLOOD AND TRANSPLANT,888103,"437,084.52",National Blood Service Contract
NHS,King's College Hospital NHS Foundation Trust,2021,3,15-May-20,Clinical Supplies and Services,Blood Transfusion,NHS BLOOD AND TRANSPLANT,889374,"90,576.31",Blood components
NHS,King's College Hospital NHS Foundation Trust,2021,3,15-Apr-20,Clinical Supplies and Services,Haematology - Blood Products,NHS BLOOD AND TRANSPLANT,888840,"482,245.72",National Blood Service Contract
NHS,King's College Hospital NHS Foundation Trust,2021,3,15-Apr-20,Clinical Supplies and Services,Blood Transfusion,NHS BLOOD AND TRANSPLANT,888842,"90,576.31",Blood components
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Clinical Supplies and Services,Blood Transfusion,NHS BLOOD AND TRANSPLANT,888105,"90,576.31",Blood components
NHS,King's College Hospital NHS Foundation Trust,2021,3,15-May-20,Clinical Supplies and Services,Haematology - Blood Products,NHS BLOOD AND TRANSPLANT,889372,"482,245.72",National Blood Service Contract
NHS,King's College Hospital NHS Foundation Trust,2021,3,17-May-20,Drugs,Pharmacy FP10,NHS BUSINESS SERVICES AUTHORITY,1000064765,"233,446.28",FP10 drugs
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,External Contract staffing and Consultan,Senior Finance Staff,NHS PROVIDERS,4819,"25,961.00",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,3,12-Jun-20,legal,legal,NHSLA SUSP     INVOICE SICX401678,,"4,389,297.20",legal
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-May-20,Intangibles,Fixed Asset,NIFES CONSULTING GROUP,696-494,"45,726.00",Int PUR  Additions
NHS,King's College Hospital NHS Foundation Trust,2021,3,30-Apr-20,Assets Under Construction,Fixed Asset,OC EXPERTS SERVICES LTD,2117/16,"107,466.00",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS),OXLEAS NHS FOUNDATION TRUST,63627,"30,043.83",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63603,"32,946.99",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,04-May-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS),OXLEAS NHS FOUNDATION TRUST,63640,"380,640.00",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63606,"45,503.33",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Jun-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63786,"45,503.33",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63604,"32,946.99",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,04-May-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS),OXLEAS NHS FOUNDATION TRUST,63639,"397,056.01",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63605,"69,220.24",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Jun-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge,OXLEAS NHS FOUNDATION TRUST,63785,"56,663.90",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS),OXLEAS NHS FOUNDATION TRUST,63628,"53,760.74",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Premises and Fixed Plant,Executive Nursing,PERFECT WARD LTD,212701,"63,050.00",Office equipment & stationery - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,3,18-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5117001,"439,518.00",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,24-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5121254,"32,994.27",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,02-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5107003,"31,381.69",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,09-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5110877,"41,584.31",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,11-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5112810,"463,299.36",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,04-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5109136,"613,594.37",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,25-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5123292,"499,878.79",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,17-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5115247,"36,008.67",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,3,07-Apr-20,Establishment Expenses,Corporate Human Resources,PULSE HEALTHCARE LTD,5068807,"108,000.00",Recruitment costs
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-May-20,Premises and Fixed Plant,Facilities Rates / Rent,RED CIRCLE SECURITY SERVICES LTD,786/140,"52,500.00",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-Apr-20,COVID - 19,Facilities Estates / Maintenance,ROBLETT ELECTRICAL CONTRACTOR LIMITED,2845,"53,748.00",COVID - 19
NHS,King's College Hospital NHS Foundation Trust,2021,3,22-May-20,Stock,Stock,ROCHE PRODUCTS LIMITED,1322139764,"27,755.76",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,3,08-Jun-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10406A,"61,278.71",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,3,15-Jun-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10421A,"73,534.45",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,3,05-Jun-20,EQUIPMENT LEASE,EQUIPMENT LEASE,SIEMENS FINANCIAL   7955539,,"28,716.00",EQUIPMENT LEASE
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-May-20,Sub Contracted Healthcare - NHS bodies,Cancer and Medical Oncology,SOFTCAT LTD,INV02595847,"68,865.60",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,19-Jun-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology,SOUTH LONDON AND MAUDSLEY NHS TRUST,B0009550,"25,983.48",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,3,28-Oct-19,Nursing Staff,ED Mental Health Nurses,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0127000,"-27,940.92",Nursing and Midwifery B5
NHS,King's College Hospital NHS Foundation Trust,2021,3,26-Nov-19,External Contract staffing and Consultan,Ed Central,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0127532,"55,881.84",Contracted out services
NHS,King's College Hospital NHS Foundation Trust,2021,3,10-Jun-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6474764,"102,595.88",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,3,10-Jun-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6474763,"97,833.78",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-May-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6474484,"102,314.71",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-May-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6474485,"99,396.02",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-Jan-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,26309,"77,097.46",Hire Taxi's
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-May-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,1800002825,"99,530.84",Hire Taxi's
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-May-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800003154,"73,941.11",Postage
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-May-20,Establishment Expenses,Postage (P.R.U.),SWISS POST SOLUTIONS LTD,1800003195,"32,272.76",Postage
NHS,King's College Hospital NHS Foundation Trust,2021,3,29-May-20,Clinical Supplies and Services,Apheresis Unit,TERUMO BCT EUROPE NV (INV STARTING 531),5310307442,"25,558.56",Consumable/disposables
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-Mar-20,External Contract staffing and Consultan,Renal Administration,THE RENAL ASSOCIATION,2501,"38,697.54",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,3,11-Jun-20,Premises and Fixed Plant,EDT - Education and Training,THINK ASSOCIATES LTD,X-2332,"54,000.00",Computer software purchases
NHS,King's College Hospital NHS Foundation Trust,2021,3,08-Jun-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90241745,"47,152.10",Energy Centre Management
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91687795,"1,003,492.64",Viapath PTA
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91687794,"482,486.54",Viapath PRU PTA
NHS,King's College Hospital NHS Foundation Trust,2021,3,03-Feb-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91650734,"25,953.10",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,22-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91684877,"-27,937.22",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,03-Feb-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91650736,"142,054.19",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,02-Jan-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91642187,"25,953.10",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91687803,"1,238,986.80",Viapath FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,3,03-Dec-19,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91636632ACR,"-31,143.72",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,02-Jan-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91642189,"142,054.19",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,06-Mar-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91673497,"83,035.66",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-May-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91687802,"484,987.37",Viapath PRU FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-Jan-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91648712,"59,430.00",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,02-Mar-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91671200,"25,953.10",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,06-Mar-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91673498,"83,035.66",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91680692,"88,431.88",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,19-Feb-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91662300,"88,132.50",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,03-Dec-19,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91636632,"25,953.10",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,3,10-Jun-20,Buildings,Fixed Asset,VINCI CONSTRUCTION UK LIMITED,20060017,"26,550.00",Build Purchased Retentions
NHS,King's College Hospital NHS Foundation Trust,2021,3,31-Jan-20,Premises and Fixed Plant,Liver Drug Monitoring,WATERS LTD,319097788,"46,508.59",Machine maintenance
NHS,King's College Hospital NHS Foundation Trust,2021,3,02-Mar-20,Sub Contracted Healthcare - NHS bodies,Legal Services,WILLIS LIMITED,10003GP20/000001PRM,"156,982.72",CNST
NHS,King's College Hospital NHS Foundation Trust,2021,3,06-Jan-20,Assets Under Construction,Fixed Asset,WSP UK LIMITED,64438098,"26,671.76",Fixed Assets - Auc Pur Adds Bld
