Department Family,Entity,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Sep-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5164916,"544,288.47"
NHS,King's College Hospital NHS Foundation Trust,2021,6,17-Sep-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5174597,"684,475.16"
NHS,King's College Hospital NHS Foundation Trust,2021,6,24-Sep-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5179491/5179492,"685,750.77"
NHS,King's College Hospital NHS Foundation Trust,2021,6,10-Sep-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5169687,"755,213.67"
NHS,King's College Hospital NHS Foundation Trust,2021,6,18-Sep-20,Premises and Fixed Plant,Havens Special Projects,QUAY OFFICE FURNISHERS LTD,57260,"40,362.60"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Sep-20,Premises and Fixed Plant,Facilities Rates / Rent,RED CIRCLE SECURITY SERVICES LTD,786/141,"52,500.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,23-Sep-20,Stock,Pharmacy Stock,ROCHE PRODUCTS LIMITED,1322155263,"27,791.88"
NHS,King's College Hospital NHS Foundation Trust,2021,6,14-Sep-20,Stock,Pharmacy Stock,ROCHE PRODUCTS LIMITED,1322154272,"74,352.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,07-Sep-20,Stock,Pharmacy Stock,ROCHE PRODUCTS LIMITED,1322153089,"74,352.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,25-Aug-20,Stock,Pharmacy Stock,ROCHE PRODUCTS LIMITED,1322151348,"74,665.92"
NHS,King's College Hospital NHS Foundation Trust,2021,6,02-Sep-20,Stock,Pharmacy Stock,ROCHE PRODUCTS LIMITED,1322152475,"90,624.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,01-Aug-20,External Contract staffing and Consultan,Corporate Human Resources,ROTAMAP LTD,3976,"69,936.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,26-Aug-20,Clinical Trials EXP,Clinical Trials EXP,ROYAL SURREY COUNTY HOSPITAL NHS,13807976,"27,180.77"
NHS,King's College Hospital NHS Foundation Trust,2021,6,27-May-20,Clinical Trials EXP,Clinical Trials EXP,SALFORD ROYAL HOSPITAL NHS TRUST,S0036261,"50,417.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,10-Aug-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10618,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,6,07-Sep-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10709,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,6,24-Aug-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10660,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,6,17-Aug-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10643,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,6,14-Sep-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10737,"73,534.45"
NHS,King's College Hospital NHS Foundation Trust,2021,6,30-Aug-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10687,"73,534.45"
NHS,King's College Hospital NHS Foundation Trust,2021,6,21-Sep-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10758,"73,534.45"
NHS,King's College Hospital NHS Foundation Trust,2021,6,09-Sep-20,Stock,Pharmacy Stock,SEQIRUS UK LTD,9160063192,"47,156.40"
NHS,King's College Hospital NHS Foundation Trust,2021,6,07/09/2020,lease,lease,SIEMENS FINANCIAL  ,7955539,"28,716.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,11-Sep-20,Premises and Fixed Plant,Corporate Human Resources,SOFTCAT LTD,INV02683509,"165,536.40"
NHS,King's College Hospital NHS Foundation Trust,2021,6,20-Jul-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology,SOUTH LONDON AND MAUDSLEY NHS TRUST,B0009569,"25,983.48"
NHS,King's College Hospital NHS Foundation Trust,2021,6,19-Jun-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology,SOUTH LONDON AND MAUDSLEY NHS TRUST,B0009541,"25,983.48"
NHS,King's College Hospital NHS Foundation Trust,2021,6,25-Jul-19,ED Mental Health Nurses,ED Mental Health Nurses,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0125152,"83,822.76"
NHS,King's College Hospital NHS Foundation Trust,2021,6,15-Jul-20,Miscellaneous,"Palliative Services, Pru",ST CHRISTOPHER'S HOSPICE,IVC017246,"47,298.96"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Sep-20,GP Trainee,GP Trainee,ST GEORGE'S HEALTHCARE NHS TRUST,6477885,"80,344.88"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Sep-20,GP Trainee,GP Trainee,ST GEORGE'S HEALTHCARE NHS TRUST,6477886,"97,183.15"
NHS,King's College Hospital NHS Foundation Trust,2021,6,31-Aug-20,Establishment Expenses,Postage (P.R.U.),SWISS POST SOLUTIONS LTD,1800005181,"35,393.98"
NHS,King's College Hospital NHS Foundation Trust,2021,6,31-Aug-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800005180,"90,972.97"
NHS,King's College Hospital NHS Foundation Trust,2021,6,31-Jul-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,1800004486,"101,450.08"
NHS,King's College Hospital NHS Foundation Trust,2021,6,31-Aug-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,1800005158,"133,898.21"
NHS,King's College Hospital NHS Foundation Trust,2021,6,17-Aug-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90249705,"30,387.98"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Aug-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91706102,"482,486.54"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Aug-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91706101,"1,003,493.00"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Aug-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91706076,"404,156.14"
NHS,King's College Hospital NHS Foundation Trust,2021,6,03-Aug-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91706075,"1,296,660.00"
