Department Family,Entity,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,RATES,RATES, London Borough of Lambeth , Standing Order ,"215,460.00",RATES
NHS,King's College Hospital NHS Foundation Trust,2021,4,14-Apr-20,Assets Under Construction,Fixed Asset, MACFARLANES LLP ,449535,"62,018.25",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Administrative and Clerical Staff,CEF Senior Management Team, MACMITCH LTD ,INV-0024,"25,200.00",A&C agency
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Premises and Fixed Plant,Facilities Rates / Rent, MAUDSLEY CHARITY ,C0002276,"26,914.43",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Assets Under Construction,Fixed Asset, MCLAUGHLIN & HARVEY LTD ,23142,"142,689.60",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,External Contract staffing and Consultan,Radiology Medical, MEDICA REPORTING LTD ,14906,"101,855.00",Contracted out services
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Premises and Fixed Plant,Radiology Department, MEDICA REPORTING LTD ,14908,"71,715.00",Office equipment & stationery - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,31-May-20,Premises and Fixed Plant,Radiology Department, MEDICA REPORTING LTD ,14824,"59,405.00",Office equipment & stationery - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,26-Jun-20,Clinical Supplies and Services,Diabetes, MEDTRONIC LTD ,1099850211,"30,538.27",Insulin Pumps
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-May-20,Clinical Supplies and Services,Diabetes, MEDTRONIC LTD ,1099826123,"37,740.76",Insulin Pumps
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-May-20,Assets Under Construction,Fixed Asset, NEW TECH SECURITY ,38118,"147,790.80",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jun-20,Clinical Supplies and Services,Haematology - Blood Products, NHS BLOOD AND TRANSPLANT ,889910,"482,245.72",National Blood Service Contract
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jun-20,Clinical Supplies and Services,Blood Transfusion, NHS BLOOD AND TRANSPLANT ,889912,"90,576.31",Blood components
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Apr-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000064074,"152,373.19",FP10 drugs
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jan-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000063036,"133,019.28",FP10 drugs
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Feb-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000063379,"125,934.74",FP10 drugs
NHS,King's College Hospital NHS Foundation Trust,2021,4,11-Apr-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000064421,"122,832.45",FP10 drugs
NHS,King's College Hospital NHS Foundation Trust,2021,4,07-Jul-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H318158,"85,249.81",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,09-Apr-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H303684,"85,249.81",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,09-Apr-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H305765,"35,547.99",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,07-Jul-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H319874,"35,547.99",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,05-May-20,Premises and Fixed Plant,ED PRUH Nursing, NHS SUPPLY CHAIN ,9521000221,"57,432.40",Office equipment & stationery - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jul-20,Legal,Legal, NHSLA SUSP     JULY 20/21 ,Jul-20,"4,389,297.20",Legal
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Int PUR  Additions,Fixed Asset, NIFES CONSULTING GROUP ,696-519,"48,228.10",Int PUR  Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,31-May-20,Assets Under Construction,Fixed Asset, OC EXPERTS SERVICES LTD ,2117/17,"93,912.50",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Subscriptions,Corporate Communications, ODYSSEY INTERACTIVE LIMITED ,9718083,"36,760.00",Subscriptions
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Mar-19,Nursing Staff,Paeds Inpatient (PRUH), OXLEAS NHS FOUNDATION TRUST ,5814,"-48,997.88",Agency nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Dec-16,Nursing Staff,Paeds Inpatient (PRUH), OXLEAS NHS FOUNDATION TRUST ,41082,"68,318.00",Agency nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Dec-19,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,60546,"32,946.99",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Dec-19,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,60617,"30,043.83",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63830,"30,043.83",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63956,"328,374.25",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,18-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63957,"436,805.44",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,64084,"32,946.99",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,64085,"45,503.33",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,64129,"30,043.83",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5137248,"44,263.41",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,23-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5139459,"581,425.17",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,09-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5131298,"513,803.25",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5127402,"498,245.54",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,06-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5127853,"37,392.32",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5143405,"596,789.32",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5123676,"40,263.92",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,28-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5141016,"40,059.18",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5133267,"38,724.97",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,16-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5135308,"523,629.42",Pulse Bank Nurses
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Feb-20,Equipment,Fixed Asset, QIAGEN LTD ,95867205,"34,800.00",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145549,"37,176.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,12-Jun-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322141987,"74,352.00",Stock Pharmacy PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145736,"74,352.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,14-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145786,"81,594.24",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,20-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10534A,"73,534.45",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Jun-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10446A,"61,278.71",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,06-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10487A,"73,534.45",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10554A,"73,534.45",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10518A,"73,534.45",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,lease,lease, SIEMENS FINANCIAL     7786901 LG15495 , 7786901 LG15495 ,"31,200.00",lease
NHS,King's College Hospital NHS Foundation Trust,2021,4,24-Jun-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology, SOUTH LONDON AND MAUDSLEY NHS TRUST ,M0130918,"25,983.48",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,GP Trainee,Corporate Human Resources, ST GEORGE'S HEALTHCARE NHS TRUST ,6475981,"103,319.27",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,GP Trainee,Corporate Human Resources, ST GEORGE'S HEALTHCARE NHS TRUST ,6475982,"97,754.93",GP Trainee
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Establishment Expenses,Post Room, SWISS POST SOLUTIONS LTD ,1800003973,"72,532.97",Postage
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Transport and Moveable Plant,Transport, SWISS POST SOLUTIONS LTD ,1800003857,"87,669.91",Hire Taxi's
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Establishment Expenses,Postage (P.R.U.), SWISS POST SOLUTIONS LTD ,1800003974,"40,179.24",Postage
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Mar-20,Clinical Trials EXP,Clinical Trials EXP, UNIVERSITY OF GLASGOW ,130051756,"27,680.98",Clinical Trials EXP
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,Clinical Trials EXP,Clinical Trials EXP, UNIVERSITY OF LIVERPOOL ,21976069,"46,627.66",Clinical Trials EXP
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Jul-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90245096,"38,172.06",Energy Centre Management
NHS,King's College Hospital NHS Foundation Trust,2021,4,11-May-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90238565,"57,116.18",Energy Centre Management
NHS,King's College Hospital NHS Foundation Trust,2021,4,09-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90235581,"39,422.21",Energy Centre Management
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91700310,"1,003,493.00",Viapath PTA
NHS,King's College Hospital NHS Foundation Trust,2021,4,04-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91694277,"1,003,493.00",Viapath PTA
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91693347,"482,486.54",Viapath PRU PTA
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91700309,"482,486.54",Viapath PRU PTA
NHS,King's College Hospital NHS Foundation Trust,2021,4,04-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91694276,"1,080,550.00",Viapath FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683718,"40,517.40",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91693348,"404,156.14",Viapath PRU FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683715,"55,544.51",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683717,"297,159.53",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683719,"35,684.55",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683720,"37,055.15",Equipment Purchased Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91700307,"404,156.14",Viapath PRU FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91700308,"1,080,550.00",Viapath FMLSA
NHS,King's College Hospital NHS Foundation Trust,2021,4,07-Jul-20,Assets Under Construction,Fixed Asset, VINCI CONSTRUCTION UK LIMITED ,20070003,"107,398.08",Fixed Assets - Auc Pur Adds Bld
