Department Family,Entuty,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
NHS,King's College Hospital NHS Foundation Trust,2021,1,29-Mar-20,Administrative and Clerical Staff,Corporate Human Resources,MORGAN LAW PARTNERS LLP,KCH10-271247,"25,769.90"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Premises and Fixed Plant,Fixed Asset,NETCALL TECHNOLOGY  LIMITED,BILL005629,"83,868.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Feb-20,Premises and Fixed Plant,ICT - Network,NG BAILEY IT SERVICES,CD970049176,"26,646.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Feb-20,Clinical Supplies and Services,Haematology - Blood Products,NHS BLOOD AND TRANSPLANT,886611,"35,842.09"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Mar-20,Clinical Supplies and Services,Haematology - Blood Products,NHS BLOOD AND TRANSPLANT,887861,"51,022.92"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Nov-19,Drugs,Pharmacy FP10,NHS BUSINESS SERVICES AUTHORITY,1000062356,"128,669.50"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Dec-19,RDC Control,RDC Control,NHS SUPPLY CHAIN,1010193675,"57,285.31"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Mar-20,Storage costs,Mortuary & Bereavement,NUTWELL LOGISTICS LTD,8799,"44,916.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5080677,"31,427.88"
NHS,King's College Hospital NHS Foundation Trust,2021,1,15-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5075165,"41,488.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5088425,"522,320.01"
NHS,King's College Hospital NHS Foundation Trust,2021,1,23-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5083666,"634,839.56"
NHS,King's College Hospital NHS Foundation Trust,2021,1,27-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5084615,"43,234.51"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5072362,"639,027.36"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5065258,"694,499.25"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5065259,"52,136.93"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5072363,"160,727.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5062985,"94,856.09"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5077261,"540,701.46"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5077262,"164,648.12"
NHS,King's College Hospital NHS Foundation Trust,2021,1,07-Apr-20,Pulse Bank Nurses,Pulse Bank Nurses,PULSE HEALTHCARE LIMITED,5068781,"42,805.44"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Mar-20,Assets Under Construction,Fixed Asset,R E RICKMAN LTD,27582,"32,493.60"
NHS,King's College Hospital NHS Foundation Trust,2021,1,08-Apr-20,Stock,Stock,ROCHE PRODUCTS LIMITED,1322134274,"30,510.70"
NHS,King's College Hospital NHS Foundation Trust,2021,1,07-Feb-20,External Contract staffing and Consultan,Corporate Human Resources,SARDJV LTD,INV-1561,"88,908.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Feb-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10041A,"52,376.57"
NHS,King's College Hospital NHS Foundation Trust,2021,1,23-Mar-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10155A,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Dec-19,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,9799A,"52,003.79"
NHS,King's College Hospital NHS Foundation Trust,2021,1,06-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10212A,"43,770.51"
NHS,King's College Hospital NHS Foundation Trust,2021,1,14-Apr-20,lease,lease,SIEMENS FINANCIAL     7786901 LG15495,,"31,200.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,ICT,Fixed Asset,SOFTCAT LTD,INV02551165,"30,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,ICT,Fixed Asset,SOFTCAT LTD,INV02551166,"50,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130481,"438,539.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,21-Dec-18,Scientific and Professional Staff,Child Health Support Staff,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0121019,"34,707.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130483,"594,270.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130485,"959,135.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130482,"802,134.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130484,"852,998.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Feb-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0128964,"25,983.48"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Dec-19,Sub Contracted Healthcare - NHS bodies,Neuroradiology,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0127759,"25,983.48"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Nov-19,Nursing Staff,Central Nurse MGT TEAM DH,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0127531,"27,500.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-19,Consultancy,Liver Medical,ST GEORGE'S HEALTHCARE NHS TRUST,6451884,"25,799.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-19,Consultancy,Liver Medical,ST GEORGE'S HEALTHCARE NHS TRUST,6451883,"25,799.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800001372,"121,870.39"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800001373,"44,926.47"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Mar-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90233745,"39,354.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Feb-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90230160,"31,524.41"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Aug-19,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91607462,"21,615.30"
NHS,King's College Hospital NHS Foundation Trust,2021,1,25-Jun-19,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91591278,"22,695.11"
NHS,King's College Hospital NHS Foundation Trust,2021,1,13-Mar-20,Assets Under Construction,Fixed Asset,VINCI CONSTRUCTION UK LIMITED,20030018,"20,477.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,13-Mar-20,Assets Under Construction,Fixed Asset,VINCI CONSTRUCTION UK LIMITED,20030018,"98,289.60"
NHS,King's College Hospital NHS Foundation Trust,2021,1,23-Apr-20,Premises and Fixed Plant,PRUH & South sites operational team,VISIONS EVENT SOLUTIONS LTD,5687,"83,236.15"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,External Contract staffing and Consultan,The Havens,WOMEN AND GIRLS NETWORK,WGN838,"80,000.00"
