Department Family,Entuty,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
NHS,King's College Hospital NHS Foundation Trust,2021,2,04-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10316A,"31,514.76"
NHS,King's College Hospital NHS Foundation Trust,2021,2,25-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10374A,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,2,30-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10300A,"35,016.41"
NHS,King's College Hospital NHS Foundation Trust,2021,2,20-Apr-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10260A,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,2,30-Mar-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10178A,"61,278.71"
NHS,King's College Hospital NHS Foundation Trust,2021,2,18-May-20,Transport and Moveable Plant,Patient Transport,SAVOY VENTURES LTD,10356A,"73,534.45"
NHS,King's College Hospital NHS Foundation Trust,2021,2,20-May-20,EQUIPMENT LEASES,EQUIPMENT LEASES,SIEMENS FINANCIAL     A9348571  LG18013,,"50,506.80"
NHS,King's College Hospital NHS Foundation Trust,2021,2,31-Mar-20,Sub Contracted Healthcare - NHS bodies,Income and Management Accounts,SOUTH LONDON AND MAUDSLEY NHS TRUST,M0130480,"2,459,484.00"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6472580,"92,287.81"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,GP Trainee,Corporate Human Resources,ST GEORGE'S HEALTHCARE NHS TRUST,6472579,"92,558.74"
NHS,King's College Hospital NHS Foundation Trust,2021,2,29-Apr-20,Premises and Fixed Plant,ED PRUH Nursing,STRYKER UK LTD,28808893,"38,880.00"
NHS,King's College Hospital NHS Foundation Trust,2021,2,30-Apr-20,Establishment Expenses,Post Room,SWISS POST SOLUTIONS LTD,1800002332,"101,053.84"
NHS,King's College Hospital NHS Foundation Trust,2021,2,30-Apr-20,Transport and Moveable Plant,Transport,SWISS POST SOLUTIONS LTD,1800002330,"102,930.20"
NHS,King's College Hospital NHS Foundation Trust,2021,2,31-Mar-20,Assets Under Construction,Fixed Asset,TRS LTD,397451,"54,955.32"
NHS,King's College Hospital NHS Foundation Trust,2021,2,24-Apr-20,Establishment Expenses,Corporate Human Resources,ULSTER UNIVERSITY,135226,"34,936.00"
NHS,King's College Hospital NHS Foundation Trust,2021,2,09-Apr-20,Clinical Trials EXP,Clinical Trials EXP,UNIVERSITY OF LIVERPOOL,21963438,"58,709.40"
NHS,King's College Hospital NHS Foundation Trust,2021,2,27-Apr-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237551,"-31,524.41"
NHS,King's College Hospital NHS Foundation Trust,2021,2,27-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237699,"26,636.38"
NHS,King's College Hospital NHS Foundation Trust,2021,2,27-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237697,"25,716.01"
NHS,King's College Hospital NHS Foundation Trust,2021,2,27-Apr-20,Premises and Fixed Plant,Facilities Estates / Maintenance,VEOLIA ENERGY AND UTILITY SERVICE UK PCS,90237557,"-30,435.14"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91680772,"1,003,492.64"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH ANALYTICS LLP,91680771,"482,486.54"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91680691,"1,080,550.07"
NHS,King's College Hospital NHS Foundation Trust,2021,2,01-Apr-20,Services Provided by non-NHS bodies,Pathology JV Contract,VIAPATH SERVICES LLP,91680690,"484,987.37"
NHS,King's College Hospital NHS Foundation Trust,2021,2,27-Mar-20,Assets Under Construction,Fixed Asset,VINCI CONSTRUCTION UK LIMITED,20040023,"166,420.00"
NHS,King's College Hospital NHS Foundation Trust,2021,2,30-Apr-20,COVID - 19,COVID - 19,WORLDLINE IT SERVICES UK LTD RE PREMIER INN,3407926,"112,280.00"
