Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,33583607,"1,877.00"
,,31-Aug-20,,,,33583607,
Department of Health,NHS Ealing CCG,,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,,377
Department of Health,NHS Ealing CCG,31-Aug-20,Income tax <1Yr,BALANCE SHEET,HMRC,33585498,"53,413.60"
Department of Health,NHS Ealing CCG,31-Aug-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33585498,"2,084.00"
Department of Health,NHS Ealing CCG,31-Aug-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33585498,"37,021.20"
Department of Health,NHS Ealing CCG,31-Aug-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33585498,"25,757.54"
Department of Health,NHS Ealing CCG,31-Aug-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33585498,"-1,723.37"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33585498,"25,927.76"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33585631,467.27
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33585631,"4,487.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33585631,"2,602.67"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,33585631,"1,842.41"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CORFTON ROAD SURGERY,33585631,8.5
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,"48,360.90"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,250
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,923.98
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,"3,020.83"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,"2,640.54"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,9.22
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,33585633,"3,580.17"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CROWN STREET SURGERY,33585633,955.02
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,"66,180.10"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,"1,247.69"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,"71,864.98"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,"1,881.65"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,73.7
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,33585635,"6,170.95"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AD LEWIS,33585635,400.7
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,33585637,"33,612.71"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,33585637,659.13
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,33585637,"6,325.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,33585637,52.97
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,33585637,"3,123.66"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,33585637,"22,801.72"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,33585638,411.41
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,33585638,"2,250.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,33585638,"1,465.81"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,33585638,"1,515.56"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BS & SK MANGAT,33585638,113.43
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,"58,155.84"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,"1,122.29"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,"4,825.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,"2,559.98"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,23.03
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,33585640,"5,131.39"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AK SANDHU,33585640,42.59
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,"56,953.22"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,"1,077.57"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,"9,750.83"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,"2,453.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,23.03
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,33585642,"5,354.82"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,33585642,924.42
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,33585643,"20,835.53"
,,31-Aug-20,,,,33585643,
Department of Health,NHS Ealing CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,,399
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,33585643,"1,871.67"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,33585643,"1,974.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DA JENKINS,33585643,581.32
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,"45,181.61"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,527.3
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,873.89
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,"4,833.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,"2,709.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,50.67
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,33585645,"4,431.01"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DCM EVANS & PARTNERS,33585645,"2,010.98"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"6,174.58"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"101,071.10"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"3,074.52"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR DCM EVANS & PARTNERS,33585647,"6,387.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"1,973.31"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"6,424.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"3,195.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,151.99
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,33585647,"8,165.13"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,33585647,"60,187.32"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,33585649,"1,163.47"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,33585649,"3,532.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,33585649,"5,158.71"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR E M ROBINSKA,33585649,"1,011.67"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,"70,271.93"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,"1,291.46"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,"1,734.02"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,"14,442.17"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,77.11
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,158.9
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,33585651,"4,701.68"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,33585651,"42,614.39"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,33585653,773.24
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,33585653,"3,425.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,33585653,"2,647.20"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,33585653,"37,165.10"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,33585655,701.7
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,33585655,"4,597.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,33585655,"3,466.31"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR HM QADAN,33585655,147.18
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,"52,734.15"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,962.62
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,"3,817.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,"1,736.10"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,36.85
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,33585657,"4,491.17"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR G SIVARAJAH,33585657,425.18
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,"38,584.60"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,707.97
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,"6,987.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,"1,174.73"
,,31-Aug-20,,,,33585659,
Department of Health,NHS Ealing CCG,,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,,34.23
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,92.12
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,33585659,"3,937.78"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JM BAYER,33585659,2.12
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,"29,271.04"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,521.74
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,"2,865.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,"3,600.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,"1,247.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,2.3
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,33585661,"2,163.37"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,33585661,"52,282.45"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,33585663,966.94
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,33585663,"13,054.17"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,33585663,"6,706.63"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,33585663,"4,279.41"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JW KEEN,33585663,58.85
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"24,701.21"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,454.51
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"4,204.17"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"1,611.35"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,11.52
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"1,747.21"
Department of Health,NHS Ealing CCG,31-Aug-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,645.16
Department of Health,NHS Ealing CCG,31-Aug-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"2,850.23"
Department of Health,NHS Ealing CCG,31-Aug-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,33585664,"1,388.99"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MG MIKHAIL,33585664,"1,053.36"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,33585667,"20,704.94"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,33585667,401.5
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,33585667,"6,987.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,33585667,23.03
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,33585667,"2,567.62"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585667,"34,293.83"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,342.6
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,644.96
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,"7,230.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,623.75
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,350.12
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,33585670,"2,281.80"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR L DAS,33585670,"21,942.82"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L DAS,33585672,410.21
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR L DAS,33585672,"2,016.67"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR L DAS,33585672,"1,714.88"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585672,"7,419.65"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"33,414.51"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"3,694.47"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR N ASGHAR,33585674,"7,675.50"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,614.47
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"2,765.00"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"2,123.33"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"14,404.64"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,678.2
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,33585674,"2,678.63"
,,31-Aug-20,,,,33585674,
Department of Health,NHS Ealing CCG,,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR N CROWLEY,,"2,263.64"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,33585676,"67,563.89"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,33585676,867
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,33585676,"1,297.37"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,33585676,"4,960.83"
Department of Health,NHS Ealing CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,33585676,94.43
