Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13303266    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306360    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306366    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306431    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306433    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CENTRAL HOMECARE LTD,id:13309047 ,876.36
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306422    ,885
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13309195    ,885
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306324    ,885
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306509    ,885
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CENTRAL HOMECARE LTD,id:13306653 ,1047.9
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13309000    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306384    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306238    ,625
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13303186    ,625
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13306483    ,625
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13303230    ,625
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306601    ,635
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13303185    ,635
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306289    ,635
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13308833    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13303188    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13303170    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13309066    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13308938    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306624    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13308896    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13298209    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CALEA UK LIMITED,id:13306380,700
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306532    ,701.93
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306610    ,701.93
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13298025    ,716.8
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306383    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13309082    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13306718    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13318764    ,1270
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13318652    ,1430
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13318629    ,1430
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13320293    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13320211    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13320287    ,677.36
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13318618    ,686.83
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13318736    ,715
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13320294    ,716.8
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13320257    ,885
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13320290    ,890.08
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21110) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CSL BEHRING UK LIMITED,id:13325547    ,11960
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13298190  ,2763.6
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ITH PHARMA,id:13298093 ,1218.72
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13293821   ,5083.85
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13318445   ,596.98
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13314624  ,606.2
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13327029   ,19963.7
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13330379   ,556.98
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13314616   ,1581.48
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13318557   ,2272.56
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13328229  ,756.48
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13328265,1089.06
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13314412,1089.06
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13328201  ,1008
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13341895   ,6632.74
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13339775   ,524.4
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,FRESENIUS KABI LTD,id:13339907   ,984
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13341665   ,8776.98
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13330325   ,1382.4
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,FRESENIUS KABI LTD,id:13345264   ,9097.2
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13339470  ,647.52
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13339403  ,837.6
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13318444   ,771.72
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HAMELN PHARMACEUTICALS LTD,id:13314314,595.8
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,GUERBET LABORATORIES LIMITED,id:13320340   ,826.2
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13314620   ,690.48
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13318426   ,792
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HAMELN PHARMACEUTICALS LTD,id:13314382,799.2
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13314527  ,819.3
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13314423   ,898.8
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13314440   ,1822.44
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAYER PLC,id:13314396  ,91245.6
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,VERITON PHARMA LIMITED,id:13325680    ,4395.35
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13330416   ,2520
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13328355  ,2520
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13328264  ,2755.44
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13328290  ,1800
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13345114  ,3143.28
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13326269   ,-1413.6
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHRYSTAL CONSULTING LTD,id:13320326   ,5054.4
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHRYSTAL CONSULTING LTD,id:13320307   ,7786.8
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BOEHRINGER INGELHEIM LTD,id:13344916  ,12441.6
Department of Health,Guys and St Thomas NHS Foundation Trust,08/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13314398  ,17955
Department of Health,Guys and St Thomas NHS Foundation Trust,08/09/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13314296  ,17955
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(32230) Other payables < 1 Yr,(id:40092) TRUST Balance Sheet Codes,BIOMED CENTRAL LTD,id:12883176,1457.4
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(20120) Government Banking Service,(id:40092) TRUST Balance Sheet Codes,FRASER & FRASER,id:13318039   ,3600
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(32630) Other payables < 1 Yr,(id:40092) TRUST Balance Sheet Codes,LONDON BOROUGH OF SOUTHWARK:69728500,id:13306977  ,599.64
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(39550) Suspense,(id:40092) TRUST Balance Sheet Codes,NHS SUPPLY CHAIN (MAIDSTONE),id:13268734   ,7892.56
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(39550) Suspense,(id:40092) TRUST Balance Sheet Codes,NHS SUPPLY CHAIN (MAIDSTONE),id:13269121   ,11372.06
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(84552) Establishment,(id:42752) IT / Digital Directorate,VODAFONE LTD,id:13318207,1518.06
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(84550) Establishment,(id:42747) IT / Digital Directorate,DAISY COMMUNICATIONS LTD,id:13329536   ,45451.61
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(83400) Office Equipment,(id:4629423) IT / Digital Directorate,STANLEY SECURITY SOLUTIONS LTD,id:13187001  ,3101.09
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(83400) Office Equipment,(id:42735) IT / Digital Directorate,ANS GROUP PLC,id:13291399 ,4766.67
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(83400) Office Equipment,(id:42735) IT / Digital Directorate,ANS GROUP PLC,id:13319276 ,40000
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(83610) IT Costs,(id:42735) IT / Digital Directorate,SCC PLC)SPECIALIST COMPUTER CENTRES,id:13313886  ,489.12
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(83400) Office Equipment,(id:42731) IT / Digital Directorate,NYMAD LIMITED,id:13312932 ,5700
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(83400) Office Equipment,(id:365412) IT / Digital Directorate,SCC PLC)SPECIALIST COMPUTER CENTRES,id:13162774   ,19793.03
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(89000) Other - Training courses and conferences,(id:42737) IT / Digital Directorate,MEETINGZONE LTD,id:13318031,749.55
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(83500) Furniture & Fittings,(id:1976419) Information Governance and Management,STORAGE ASPECTS,id:13313739,455
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(82800) Bedding & Linen,(id:1976419) Information Governance and Management,NHS SUPPLY CHAIN (MAIDSTONE),id:13268734  ,70.24
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(83410) Office Equipment,(id:42276) Cancer Supportive Services and R&D,RICOH UK LTD,id:13342154  ,518.44
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(81275) Medical Surgical Supplies & Equipment,(id:42279) Cancer Supportive Services and R&D,HORIBA ABX UK LTD,id:13307279 ,574.13
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology,TERUMO BCT EUROPE NV/SA  (PREVIOUSLY CARIDIAN),id:13313874,4169.38
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(81100) Dressings,(id:42270) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13312947 ,151.36
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(81100) Dressings,(id:42270) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13291359 ,79.99
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(81000) Surgical Appliances,(id:42268) Haematology,TALAR MADE ORTHOTICS LTD,id:13315034,16.99
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(50200) Consultants,(id:42267) Haematology,LEWISHAM AND GREENWICH NHS TRUST,id:13213654,890
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42267) Haematology,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:10841811  ,1974
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42267) Haematology,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:11316412  ,5099.5
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(81900) Lab Equipment Purchase,(id:42267) Haematology,VIAPATH ANALYTICS LLP,id:13312638,962.5
Department of Health,Guys and St Thomas NHS Foundation Trust,22/09/2020,(82700) Uniforms & Clothing,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13331277 ,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(82000) Provisions & Kitchens,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13300894    ,69.9
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(82800) Bedding & Linen,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13300894,189.93
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(81200) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13291359   ,1825.71
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(81200) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13204335   ,1285.69
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(81200) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13300894   ,1054.27
Department of Health,Guys and St Thomas NHS Foundation Trust,11/09/2020,(50552) Qualified Nursing Staff,(id:42265) Haematology,GLOBE LOCUMS LTD,id:13320494    ,329.05
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(81225) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13300894   ,6
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(83400) Office Equipment,(id:42272) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13204335    ,158.31
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(83400) Office Equipment,(id:42272) Haematology,MEDICAL DATA SOLUTIONS AND SERVICES LTD,id:13327320   ,8218.51
Department of Health,Guys and St Thomas NHS Foundation Trust,18/09/2020,(50200) Consultants,(id:42272) Haematology,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,id:13297269    ,6549
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(81200) Medical Surgical Supplies & Equipment,(id:42272) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13268734   ,91.47
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(81700) Lab Equipment Purchase,(id:42272) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13204335   ,283.77
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307191 ,2909.5
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307205 ,4367
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307178 ,4447
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307139 ,5247
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307119 ,6127
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307207 ,18127
Department of Health,Guys and St Thomas NHS Foundation Trust,04/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13307154 ,39170.8
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337797 ,1286.2
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337989 ,1677.4
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337435 ,3877
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13342956 ,4127
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13338006 ,4127
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337960 ,5095.75
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337974 ,5162
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337976 ,5247
Department of Health,Guys and St Thomas NHS Foundation Trust,25/09/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13337808 ,8047
