Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766600    ,2250
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766621    ,2250
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766596    ,2250
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13777913    ,2253.68
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13766433    ,2253.68
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13767187    ,2288.91
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,POLAR SPEED DISTRIBUTION LTD,id:13767076   ,2529.69
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,POLAR SPEED DISTRIBUTION LTD,id:13772178   ,2710.5
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13766498    ,12600
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766579    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766584    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13778000    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13777870    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHNET HOMECARE LTD,id:13766527    ,1057.9
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21110) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13771924  ,23040
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13692804  ,511.56
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13730155   ,598.8
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13730203   ,949.14
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,id:13752948,1415.1
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13695144   ,6482.64
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13738322,1965.3
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13738231   ,751.2
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13738252   ,4440.72
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13694956  ,1556.48
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13694981   ,4574
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ROCHE PRODUCTS LTD,id:13710578   ,6350.4
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13695084  ,1320
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13738229   ,1348.2
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ABBVIE LIMITED,id:13730161  ,1352.21
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13738232   ,1980
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13738352  ,560.64
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHIESI LIMITED,id:13743065  ,3000
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,PHOENIX HEALTHCARE DISTRIBUTION LTD,id:13695146 ,719.64
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13772150   ,9943.59
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13771823,1121.92
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,PHOENIX HEALTHCARE DISTRIBUTION LTD,id:13730265 ,2385.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13772034  ,1680.4
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13729970   ,1092.06
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13734642   ,1404
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13730261  ,1548
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHRYSTAL CONSULTING LTD,id:13717334   ,20559.6
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,TEVA UK LTD,id:13700723,4968
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHRYSTAL CONSULTING LTD,id:13717282   ,6489
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13692788  ,2515.2
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,id:13730067   ,522
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,CHIESI LIMITED,id:13710580  ,4200
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HAMELN PHARMACEUTICALS LTD,id:13664518,1248
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,VERITON PHARMA LIMITED,id:13766445    ,8703.48
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13772068   ,2157.72
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13772026  ,757.08
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13738248,2153
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13747132  ,1393.48
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13772255  ,5576.16
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,BAXTER HEALTHCARE LTD,id:13743216,3288.9
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,GUERBET LABORATORIES LIMITED,id:13767137   ,2324.4
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,MAWDSLEY BROOKS LTD,id:13738299  ,3840
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,FRESENIUS MEDICAL CARE RENAL SERVICES LT,id:13793190 ,9513.6
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(32230) Other payables < 1 Yr,(id:40092) TRUST Balance Sheet Codes,UNIVERSITY OF DERBY,id:13402135    ,2800
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(55082) Admin & Clerical,(id:42752) IT / Digital Directorate,ALLEN LANE,id:13730825    ,2041.2
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(89120) Other - Legal fees,(id:42742) IT / Digital Directorate,BEACHCROFT LLP OFFICE ACCOUNT,id:13757474   ,700
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(83400) Office Equipment,(id:42735) IT / Digital Directorate,SOFTCAT LTD,id:13652594   ,58345.92
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83620) IT Costs,(id:42735) IT / Digital Directorate,EXPONENTIAL-E LTD,id:13772535,1179.01
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(84550) Establishment,(id:2156419) IT / Digital Directorate,COLT TECHNOLOGY SERVICES,id:13767534 ,1128
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(89000) Other - Training courses and conferences,(id:42737) IT / Digital Directorate,MEETINGZONE LTD,id:13752675,1765.1
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(84657) Establishment,(id:1976419) Information Governance and Management,IRON MOUNTAIN (UK) LTD,id:13701046,1866.07
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81400) Medical Surgical Supplies & Equipment,(id:1976419) Information Governance and Management,STORAGE ASPECTS,id:13748615   ,455
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(84650) Establishment,(id:642424) Information Governance and Management,SCAN & COLLATE,id:13763054    ,750
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:850419) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898,558.51
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:850419) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574,104.93
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83400) Office Equipment,(id:850419) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898 ,5.38
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(83400) Office Equipment,(id:850419) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,77.86
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41897) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498 ,624.9
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41897) TAP,CRYOLIFE EUROPA LTD,id:13702998,1016.4
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81100) Dressings,(id:41897) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898    ,236.51
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81100) Dressings,(id:41897) TAP,ELIS UK LIMITED,id:13602994  ,461.05
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81100) Dressings,(id:41897) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574    ,473.18
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81100) Dressings,(id:41897) TAP,ELIS UK LIMITED,id:13728560  ,476.85
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81230) Medical Surgical Supplies & Equipment,(id:41897) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,26.93
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82600) Uniforms & Clothing,(id:41894) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574    ,86.76
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41894) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574 ,234.68
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41894) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498 ,255.65
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41894) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13765776,157.79
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41893) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574 ,146.9
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82800) Bedding & Linen,(id:41883) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574   ,235.74
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81225) Medical Surgical Supplies & Equipment,(id:41883) TAP,BARD LTD,id:13772398 ,1495.68
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81100) Dressings,(id:41883) TAP,ELIS UK LIMITED,id:13783395  ,1301.78
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81100) Dressings,(id:41883) TAP,ELIS UK LIMITED,id:13757807  ,494
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81100) Dressings,(id:41883) TAP,ANETIC AID LTD,id:13756954   ,4363.2
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13694249,213.43
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13694216,62.39
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13657671,239.66
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13652456,342.44
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13771469,105.94
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41883) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574 ,945.29
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41907) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,882.35
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41907) TAP,ZOLL MEDICAL UK LTD,id:13758594,557.02
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(82800) Bedding & Linen,(id:41906) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498   ,20.57
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(82800) Bedding & Linen,(id:41906) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898   ,33.63
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41906) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,1724.94
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81100) Dressings,(id:41906) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794    ,60.3
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82000) Provisions & Kitchens,(id:41906) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574  ,7.1
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82800) Bedding & Linen,(id:41905) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794   ,74.53
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82600) Uniforms & Clothing,(id:41905) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794    ,38.88
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41913) TAP,STRYKER UK LTD,id:13774476,864
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81225) Medical Surgical Supplies & Equipment,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,40.52
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83400) Office Equipment,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498  ,110.97
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574 ,251.98
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81100) Dressings,(id:41918) TAP,ELIS UK LIMITED,id:13716740  ,455.1
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81100) Dressings,(id:41918) TAP,ELIS UK LIMITED,id:13687475  ,597.2
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81255) Medical Surgical Supplies & Equipment,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794 ,13.1
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82800) Bedding & Linen,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794   ,58.06
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81100) Dressings,(id:41916) TAP,ELIS UK LIMITED,id:13614015  ,555.3
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83500) Furniture & Fittings,(id:41916) TAP,WHITTAN INDUSTRIAL LTD T/A LINK 51 (STORAGE PRODUCTS),id:13728930   ,1917.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83400) Office Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898  ,14.59
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(83400) Office Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574  ,240.43
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(83610) IT Costs,(id:41922) TAP,CBC COMPUTER SYSTEMS LTD,id:13711514    ,651.6
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82700) Uniforms & Clothing,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574    ,155.86
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41959) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794    ,320.88
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81700) Lab Equipment Purchase,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898    ,68.97
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81700) Lab Equipment Purchase,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794    ,8.07
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(82000) Provisions & Kitchens,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498,152.37
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83400) Office Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498,67.2
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(83400) Office Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13633898,54.13
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(82800) Bedding & Linen,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498 ,206.67
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(50522) Unqualified Nursing Staff,(id:41954) Gastrointestinal Medicine & Surgery,MSI GROUP LTD,id:13727158 ,294.39
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81225) Medical Surgical Supplies & Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498    ,1000.29
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13722835   ,2617.92
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13765755   ,2379.89
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,MEDTRONIC LTD,id:13688121    ,1973.09
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(82800) Bedding & Linen,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13687498    ,135.84
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81225) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574  ,19.39
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(84656) Establishment,(id:41942) Gastrointestinal Medicine & Surgery,DICT8 LIMITED,id:13626676   ,1212.72
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(82600) Uniforms & Clothing,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13709794  ,138
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81235) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13742886 ,1821.36
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81235) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13669837 ,2048.88
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,SYNECTICS MEDICAL LTD (SYNMED),id:13761944  ,4557.6
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,COOK UK LTD,id:13670788 ,900
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,COOK UK LTD,id:13544495 ,540
Department of Health,Guys and St Thomas NHS Foundation Trust,05/02/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,MANSFIELD POLLARD & CO LTD,id:13453455 ,4329.6
Department of Health,Guys and St Thomas NHS Foundation Trust,25/02/2021,(81400) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13641574    ,5414.32
Department of Health,Guys and St Thomas NHS Foundation Trust,12/02/2021,(81400) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13688113 ,87
Department of Health,Guys and St Thomas NHS Foundation Trust,09/02/2021,(81900) Lab Equipment Purchase,(id:111406) Pathology,VIAPATH SERVICES LLP,id:13742775  ,2333140.44
Department of Health,Guys and St Thomas NHS Foundation Trust,19/02/2021,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13622676,958.32
