Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"5,958.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663850,"5,932.50"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,32768527,"5,851.23"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,32768527,"5,785.52"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,COVENT GARDEN MEDICAL CENTRE,32768523,"5,745.15"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,32768531,"5,675.55"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663842,"5,658.42"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"5,586.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32663856,"5,540.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32663856,"5,528.08"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,32768531,"5,260.60"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663854,"4,982.27"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"4,951.50"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32663856,"4,865.70"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,32768555,"4,848.40"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,"4,830.83"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"4,764.66"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,"4,699.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,"4,610.67"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,32774344,"4,529.48"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"4,500.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,32663848,"4,426.42"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"4,331.00"
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"4,233.63"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663850,"4,211.75"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,32768586,"4,189.50"
Department of Health,NHS Central London CCG,30-Jun-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,32730105,"4,167.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"4,036.52"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"3,991.97"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"3,927.17"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,32663840,"3,455.75"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,32768552,"3,369.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32663838,"3,333.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"3,333.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,32768565,"3,327.69"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"3,219.94"
Department of Health,NHS Central London CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"3,216.31"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663854,"3,141.30"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,"2,765.32"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"2,688.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32784997,"2,615.36"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"2,558.25"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663842,"2,436.91"
Department of Health,NHS Central London CCG,30-Jun-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,32809661,"2,431.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"2,374.37"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32663861,"2,322.34"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,"2,304.00"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32663861,"2,303.12"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663836,"2,040.26"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,"1,966.67"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663850,"1,865.30"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32663838,"1,698.55"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"1,698.54"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,"1,576.52"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663836,"1,521.06"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"1,493.14"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,"1,373.99"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"1,269.14"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"1,222.06"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,32663848,"1,062.26"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32784997,"1,053.60"
Department of Health,NHS Central London CCG,,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,,992.64
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,980
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,935.37
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,878.72
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,840
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,PRESCRIBING,IMPERIAL COLLEGE HEALTH CENTRE,32794788,767.86
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,32768552,726.95
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,32768586,723.74
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,676.85
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,674.73
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32663856,632.07
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,32768555,620.09
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663854,601.15
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32663838,561.34
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,32768531,547.97
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,32663840,538.12
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,535.2
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,509.29
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,32768527,460.42
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,32704703,457.29
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,32768565,445.21
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,32663836,420
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,420
Department of Health,NHS Central London CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,,367.88
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32663861,339.8
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,312.46
Department of Health,NHS Central London CCG,30-Jun-20,Post Graduate Loan Payable,BALANCE SHEET,HMRC,32730105,293
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663836,287.97
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,280
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,175.04
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,PRESCRIBING,MAYFAIR MEDICAL CENTRE,32663846,163.98
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,145.09
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,140
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,32774344,140
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,103.65
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32663861,65.03
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,60.24
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,50
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PIMLICO HEALTH AT THE MARVEN SURGERY,32768579,32.09
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VICTORIA MUIRS PRACTICE,32663838,31.92
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,32774344,20.73
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MAIDA VALE MEDICAL CENTRE (THE),32704696,9.67
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,9.21
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,9.21
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,2.3
Department of Health,NHS Central London CCG,30-Jun-20,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663841,-315.24
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32663860,-465.87
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663849,-685
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663835,"-1,455.06"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663835,"-1,587.65"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663835,"-2,321.49"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663849,"-2,333.12"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663841,"-2,684.74"
Department of Health,NHS Central London CCG,30-Jun-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663849,"-2,764.55"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663841,"-3,054.42"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663853,"-3,367.60"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663841,"-3,550.80"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663853,"-4,352.61"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32663835,"-5,015.94"
Department of Health,NHS Central London CCG,,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,,"-6,065.89"
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768579,"-6,463.08"
Department of Health,NHS Central London CCG,30-Jun-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,32730105,"-6,488.44"
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768572,"-7,519.90"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663849,"-7,538.07"
Department of Health,NHS Central London CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768572,"-8,574.84"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663849,"-9,103.42"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663840,"-10,518.30"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32704697,"-11,894.26"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32663852,"-16,320.00"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663843,"-18,722.35"
Department of Health,NHS Central London CCG,,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,,"-19,906.76"
Department of Health,NHS Central London CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663843,"-20,524.61"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),32704700,"-29,709.27"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32704699,"-32,127.38"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32622979,"-69,298.28"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,32593485,"-69,324.18"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,32900180,"-69,889.58"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32704704,"-72,121.00"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,DOCOBO LTD,32736760,"-116,001.00"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,DOCOBO LTD,32833166,"-116,001.00"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,32723076,"-119,000.00"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 7,INSIGHT DIRECT (UK) LTD,32704692,"-169,314.96"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32704693,"-249,354.20"
