Date,Expense,Expense area,Supplier,Transaction,amount
4/30/2020,"Clin Pharmacist
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"3,022.14"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",HAMPSTEAD GROUP PRACTICE,31811294,"6,593.00"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,HAMPSTEAD GROUP PRACTICE,31811294,"2,241.25"
4/30/2020,"Participation
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"13,970.36"
4/30/2020,"Soc Prescribing
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"10,208.33"
4/30/2020,"Cost Rent
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"1,805.05"
4/30/2020,"Year ERs
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,625.4
4/30/2020,"AVCs
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"2,895.30"
4/30/2020,"EEs Adjs - PMS
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"3,330.75"
4/30/2020,"ERs Adjs - PMS
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,338.92
4/30/2020,"Year AVCs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",HAMPSTEAD GROUP PRACTICE,31811294,"1,569.06"
4/30/2020,"Year EEs
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"53,828.04"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"4,506.05"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"1,071.49"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"10,228.33"
4/30/2020,"Actual Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,314.74
4/30/2020,"Water Rates
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"2,535.22"
4/30/2020,"Year ERs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",GRAYS INN MEDICAL PRACTICE,31811302,"2,722.77"
4/30/2020,"Year EEs
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"92,443.13"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"4,346.98"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"7,472.69"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"6,091.09"
4/30/2020,"Clin Pharmacist
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"2,061.31"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",HOLBORN MEDICAL CENTRE,31811308,"4,496.88"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,HOLBORN MEDICAL CENTRE,31811308,"1,757.24"
4/30/2020,"Participation
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"4,897.14"
4/30/2020,"Soc Prescribing
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,92
4/30/2020,"Congestion charge
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"9,308.22"
4/30/2020,"Locum Sickness
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"18,494.58"
4/30/2020,"Actual Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HOLBORN MEDICAL CENTRE,31811308,"5,142.67"
4/30/2020,"Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",KEATS GROUP PRACTICE,31811316,"85,586.02"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",KEATS GROUP PRACTICE,31811316,"15,786.79"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",KEATS GROUP PRACTICE,31811316,"1,653.69"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",KEATS GROUP PRACTICE,31811316,"15,195.83"
4/30/2020,ME - PMS TPS,PRC DELEGATED CO-,JAMES WIGG PRACTICE,31811319,-690
4/30/2020,"Added Years Adj EEs
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811319,"-25,648.00"
4/30/2020,"EEs Adjs - PMS
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811319,"-16,912.08"
4/30/2020,"EEs-PMS
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811319,"-21,901.93"
4/30/2020,"ERs Adjs - PMS
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"178,941.05"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"3,535.58"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"23,044.00"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"6,764.17"
4/30/2020,"Clin Pharmacist
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"1,676.55"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",JAMES WIGG PRACTICE,31811322,"3,657.50"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,JAMES WIGG PRACTICE,31811322,"3,464.30"
4/30/2020,"Participation
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"4,414.02"
4/30/2020,"Soc Prescribing
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"1,999.92"
4/30/2020,"Doctors Ret Scheme
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",JAMES WIGG PRACTICE,31811322,"69,887.47"
4/30/2020,"Healthcentre Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",MUSEUM PRACTICE,31811327,"43,515.98"
4/30/2020,"Value
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",MUSEUM PRACTICE,31811327,841.19
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",MUSEUM PRACTICE,31811327,"2,363.33"
4/30/2020,"Actual Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",MUSEUM PRACTICE,31811327,"1,850.46"
4/30/2020,"Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",PARK END SURGERY,31811332,"56,845.38"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",PARK END SURGERY,31811332,"6,565.51"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PARK END SURGERY,31811332,"1,099.28"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",PARK END SURGERY,31811332,"6,662.50"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",PARLIAMENT HILL SURGERY,31811337,"60,175.50"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",PARLIAMENT HILL SURGERY,31811337,"4,128.04"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PARLIAMENT HILL SURGERY,31811337,"1,156.28"
4/30/2020,"Participation
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",REGENTS PARK PRACTICE (THE),31811343,"48,493.31"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",REGENTS PARK PRACTICE (THE),31811343,"6,620.14"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",REGENTS PARK PRACTICE (THE),31811343,941.74
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",REGENTS PARK PRACTICE (THE),31811343,"9,527.08"
4/30/2020,"Actual Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"124,922.34"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"5,593.50"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"7,871.10"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"14,066.33"
4/30/2020,"Clin Pharmacist
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"2,652.40"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"5,786.38"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,WEST HAMPSTEAD MEDICAL CENTRE,31811353,"2,334.15"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,"13,327.58"
4/30/2020,"Healthcentre Rent
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,174.32
4/30/2020,"Year ERs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",WEST HAMPSTEAD MEDICAL CENTRE,31811353,112.73
4/30/2020,"Year EEs
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS LTD KINGS CROSS SURGEY,31811360,"60,872.69"
4/30/2020,"Contract Value
C&M-APMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS LTD KINGS CROSS SURGEY,31811360,"1,004.00"
4/30/2020,"Participation
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,"42,781.05"
4/30/2020,"Contract Value
C&M-APMS DES","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,"8,804.28"
4/30/2020,"Extended Hours 
C&M-APMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,"4,174.93"
4/30/2020,"Clinical Director
C&M-APMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,"9,107.88"
4/30/2020,"PCN support
C&M-APMS PCN DES",PRC DELEGATED CO-,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,751.56
4/30/2020,"Participation
C&M-APMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS SOMERS TOWN MEDICAL PRACTICE,31811365,"4,636.06"
4/30/2020,"Soc Prescribing
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",ANGEL SURGERY,31811373,"86,438.29"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",ANGEL SURGERY,31811373,"2,926.83"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ANGEL SURGERY,31811373,"1,631.48"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",ANGEL SURGERY,31811373,"5,196.66"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",ABERNETHY HOUSE,31811377,"97,081.78"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",ABERNETHY HOUSE,31811377,"8,551.23"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ABERNETHY HOUSE,31811377,"1,877.84"
4/30/2020,C&M-PMS Prem,PRC DELEGATED CO-,ABERNETHY HOUSE,31811377,"7,894.79"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",ABERNETHY HOUSE,31811377,990.47
4/30/2020,"Rates
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",ABERNETHY HOUSE,31811377,425.61
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",ARNOS GROVE MEDICAL CENTRE,31811383,"43,280.73"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",ARNOS GROVE MEDICAL CENTRE,31811383,"2,751.15"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ARNOS GROVE MEDICAL CENTRE,31811383,768.36
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",ARNOS GROVE MEDICAL CENTRE,31811383,"1,681.42"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",BINCOTE ROAD SURGERY,31811387,"45,548.27"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",BINCOTE ROAD SURGERY,31811387,"3,947.69"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BINCOTE ROAD SURGERY,31811387,880.02
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",BINCOTE ROAD SURGERY,31811387,"2,685.77"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",BOUNDS GREEN GROUP PRACTICE,31811391,"127,015.50"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",BOUNDS GREEN GROUP PRACTICE,31811391,"9,572.64"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",BOUNDS GREEN GROUP PRACTICE,31811391,"27,677.35"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,BOUNDS GREEN GROUP PRACTICE,31811391,"2,425.17"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",BOUNDS GREEN GROUP PRACTICE,31811391,"9,058.35"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",BRIDGE HOUSE SURGERY,31811396,"72,156.22"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",BRIDGE HOUSE SURGERY,31811396,"5,623.84"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",BRIDGE HOUSE SURGERY,31811396,"15,453.34"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,BRIDGE HOUSE SURGERY,31811396,"1,326.74"
4/30/2020,"Participation
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,"58,462.17"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,"4,684.08"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",CROUCH HALL SURGERY,31811404,"12,782.73"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,CROUCH HALL SURGERY,31811404,"1,119.03"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,"4,658.33"
4/30/2020,"Notional Rent
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,742.03
4/30/2020,"Year ERs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,466.8
4/30/2020,"Year AVCs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",CROUCH HALL SURGERY,31811404,603
4/30/2020,"Year EEs
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR CAPLAN,31811408,"75,496.35"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR CAPLAN,31811408,"5,069.11"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR CAPLAN,31811408,"16,875.40"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR CAPLAN,31811408,"1,441.43"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR CAPLAN,31811408,"8,133.33"
4/30/2020,"Actual Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR IKUWUKE,31811412,"36,969.05"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR IKUWUKE,31811412,"2,476.15"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR IKUWUKE,31811412,"8,263.98"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR IKUWUKE,31811412,671.93
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR IKUWUKE,31811412,"3,250.00"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR JEYARAJAH,31811414,"41,729.57"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR JEYARAJAH,31811414,"3,403.02"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR JEYARAJAH,31811414,"5,255.86"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR JEYARAJAH,31811414,807.59
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR JEYARAJAH,31811414,"6,616.67"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR M STEINBERG,31811417,"86,562.96"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",DR M STEINBERG,31811417,"6,381.21"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR M STEINBERG,31811417,"6,548.11"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR M STEINBERG,31811417,"17,325.25"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR M STEINBERG,31811417,"3,025.92"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR M STEINBERG,31811417,"6,601.25"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,DR M STEINBERG,31811417,"1,571.58"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR M STEINBERG,31811417,"5,604.17"
4/30/2020,"Actual Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31811420,"121,566.03"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31811420,"6,108.61"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31811420,"10,526.83"
4/30/2020,C&M-PMS LES,LOCAL ENHANCED SERVICES,DR ROHAN,31811420,"26,252.42"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR ROHAN,31811420,"2,896.66"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR ROHAN,31811420,"6,319.25"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,DR ROHAN,31811420,"2,376.96"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31811420,"7,338.33"
4/30/2020,"Cost Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",DR SIVANANTHAN,31811423,"39,689.35"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",DR SIVANANTHAN,31811423,"5,234.36"
4/30/2020,"Minor Surgery
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",DR SIVANANTHAN,31811423,"3,471.72"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR SIVANANTHAN,31811423,"4,163.33"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,DR SIVANANTHAN,31811423,765.43
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR SIVANANTHAN,31811423,"2,345.85"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR SIVANANTHAN,31811423,422.64
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",EDMONTON MEDICAL CENTRE,31811429,"28,063.58"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",EDMONTON MEDICAL CENTRE,31811429,"2,807.50"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",EDMONTON MEDICAL CENTRE,31811429,537.94
4/30/2020,"Participation
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",EDMONTON MEDICAL CENTRE,31811429,"2,708.00"
4/30/2020,"Other
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"136,199.33"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"12,466.98"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"12,170.76"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"5,911.75"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",EVERGREEN PCC,31811436,"12,896.88"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,EVERGREEN PCC,31811436,"2,495.74"
4/30/2020,"Participation
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"1,864.68"
4/30/2020,"Year ERs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",EVERGREEN PCC,31811436,"2,548.71"
4/30/2020,"Year EEs
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",EAGLE HOUSE SURGERY ENFIELD,31811441,"98,926.91"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",EAGLE HOUSE SURGERY ENFIELD,31811441,"8,777.50"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",EAGLE HOUSE SURGERY ENFIELD,31811441,"1,915.17"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",EAGLE HOUSE SURGERY ENFIELD,31811441,"15,031.25"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",FREEZYWATER PRIMARY CARE CENTRE,31811448,"81,500.47"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",FREEZYWATER PRIMARY CARE CENTRE,31811448,"8,241.00"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",FREEZYWATER PRIMARY CARE CENTRE,31811448,"1,613.13"
4/30/2020,"Participation
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",GROVELANDS ROAD MEDICAL CENTRE,31811456,"76,553.29"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",GROVELANDS ROAD MEDICAL CENTRE,31811456,"6,240.80"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",GROVELANDS ROAD MEDICAL CENTRE,31811456,"1,464.49"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",GROVELANDS ROAD MEDICAL CENTRE,31811456,"7,533.68"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",HIGHGATE GROUP PRACTICE,31811458,"109,081.00"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",HIGHGATE GROUP PRACTICE,31811458,"5,080.80"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",HIGHGATE GROUP PRACTICE,31811458,"8,617.99"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",HIGHGATE GROUP PRACTICE,31811458,"23,686.52"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,HIGHGATE GROUP PRACTICE,31811458,"2,409.28"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",HIGHGATE GROUP PRACTICE,31811458,"5,256.00"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,HIGHGATE GROUP PRACTICE,31811458,"2,084.91"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHGATE GROUP PRACTICE,31811458,"4,241.22"
4/30/2020,"Clinical Waste
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HIGHGATE GROUP PRACTICE,31811458,"18,797.75"
4/30/2020,"Healthcentre Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",HAVERGAL VILLAS,31811461,"46,818.78"
