Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,amount
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",MISSION PRACTICE,33616465,"5,485.11"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"5,643.04"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ISLAND HEALTH,33616460,"5,655.01"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MISSION PRACTICE,33616465,"5,674.25"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-GMS GP Prior Year EEs,"PRC DELEGATED CO-
COMMISSIONING",ALBION HEALTH CENTRE,33616439,"5,832.52"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR N SELVAN,33630227,"5,837.63"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"5,925.49"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ST ANDREWS HEALTH CENTRE,33485936,"6,014.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LIMEHOUSE PRACTICE,33616463,"6,280.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"6,313.75"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,33485940,"6,410.06"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",SPITALFIELDS GMS PRACTICE,33616469,"6,499.60"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Office Equipment,PROGRAMME PROJECTS,LANDSCAPE PRINTING SYSTEMS LTD,33575208,"6,524.13"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"C&M-APMS DES Extended Hours 
Access","PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"6,548.93"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",BLITHEHALE MEDICAL CENTRE,33616441,"6,598.98"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST PAULS WAY MEDICAL CENTRE,33485938,"6,774.75"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"COMMISSIONING
PRC DELEGATED CO-",MISSION PRACTICE,33616465,"6,892.99"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Healthcentre Rates,COMMISSIONING,LIMEHOUSE PRACTICE,33616463,"6,904.65"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-GMS GP Prior Year EEs,"PRC DELEGATED CO-
COMMISSIONING",ISLAND HEALTH,33616460,"6,905.20"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,33485940,"7,000.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"7,015.98"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DOCKLANDS MEDICAL CENTRE LONDON,33616447,"7,050.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-GMS GP Pension ERs Adjustments,"PRC DELEGATED CO-
COMMISSIONING",CITY WELLBEING PRACTICE,33616445,"7,114.44"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"7,251.04"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-GMS GP Pension EEs,"PRC DELEGATED CO-
COMMISSIONING",CITY WELLBEING PRACTICE,33616445,"7,296.85"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",XX PLACE,33616482,"7,395.04"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"7,613.19"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"7,741.99"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"7,999.98"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Healthcentre Rates,"PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"8,213.68"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CHRISP STREET HEALTH CENTRE,33616443,"8,256.01"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Cont Care-Learning Disab(<65),"CHC AD FULL FUND PERS HLTH 
BUD",EMERGENCY PERSONNEL HOMECARE LTD,33468071,"8,314.29"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Service Charges,"PRC DELEGATED CO-
COMMISSIONING",ST ANDREWS HEALTH CENTRE,33485936,"8,333.33"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",XX PLACE,33616482,"8,488.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"8,604.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Healthcentre Rent,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,33485940,"8,750.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Other professional fees,PROGRAMME PROJECTS,FUTUREGOV LTD,33524217,"8,819.38"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Healthcentre Rates,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"10,408.29"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"C&M-APMS Other Baseline 
Adjustment","PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"10,546.58"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",ST ANDREWS HEALTH CENTRE,33485936,"10,587.73"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCO Doctors Ret Scheme,"PRC DELEGATED CO-
COMMISSIONING",BLITHEHALE MEDICAL CENTRE,33616441,"10,769.12"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCO Locum Adop/Pat/Mat,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"12,655.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-,ISLAND HEALTH,33616460,"12,687.50"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,ME-PMS GP Pension EEs-PMS,"PRC DELEGATED CO-
COMMISSIONING",ST ANDREWS HEALTH CENTRE,33485936,"13,866.38"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"16,060.48"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Healthcentre Rent,"PRC DELEGATED CO-
COMMISSIONING",BLITHEHALE MEDICAL CENTRE,33616441,"19,713.29"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,AGE UK EAST LONDON,33528607,"22,875.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Clinical&Medical-Clinical Other,LOCAL ENHANCED SERVICES,MIDAS HR CONSULTING LTD,33593786,"25,000.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Other professional fees,PROGRAMME PROJECTS,FUTUREGOV LTD,33524215,"25,903.12"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"26,775.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"26,939.17"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Healthcentre Rent,"PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"28,045.12"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Miscellaneous Expenditure (L9),Winter Resilience,AGE UK EAST LONDON,33528607,"28,500.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GROVE ROAD SURGERY,33616458,"29,675.63"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",33434152,"30,498.22"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,COMMISSIONING,RUSTON STREET CLINIC,33616467,"31,681.03"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640357,"31,797.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640307,"32,159.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640174,"32,614.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Office Equipment,PROGRAMME PROJECTS,LANDSCAPE PRINTING SYSTEMS LTD,33575208,"32,620.65"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640251,"33,194.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640279,"34,209.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Programme Support Costs,PROGRAMME PROJECTS,FUTUREGOV LTD,33710343,"36,200.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Voids and Subsidies,PROGRAMME PROJECTS,COMMUNITY HEALTH PARTNERSHIPS LTD,33696372,"37,955.42"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"38,931.55"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Computer Software/License,PROGRAMME PROJECTS,CLOUD2 LTD,32799679,"40,672.56"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",TREDEGAR MEDICAL SURGERY,33630241,"41,129.56"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR S RANA-MASSON,33616450,"41,932.05"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Cont Care- Prior Year Payments,"CHC AD FULL FUND PERS HLTH 
BUD",EMERGENCY PERSONNEL HOMECARE LTD,33468071,"42,125.71"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"BARKING HAVERING AND REDBRIDGE HOSPITALS 
NHS TRUST",33433991,"42,834.58"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CITY WELLBEING PRACTICE,33616445,"43,806.42"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Other professional fees,PROGRAMME PROJECTS,FUTUREGOV LTD,33524217,"44,096.88"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Performance,ACUTE COMMISSIONING,FOUNDATION TRUST,33696305,"44,831.67"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33696308,"45,455.66"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Voids and Subsidies,PROGRAMME PROJECTS,COMMUNITY HEALTH PARTNERSHIPS LTD,33696310,"45,737.36"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640222,"46,740.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33432226,"47,353.50"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640295,"47,972.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"CHELSEA AND WESTMINSTER HOSPITAL NHS 
FOUNDATION TRUST",33434025,"48,545.86"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33640312,"49,048.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",POLLARD ROW SURGERY,33485934,"50,449.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,WHIZZ MOBILITY CIC,33451163,"51,538.80"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Programme Support Costs,PROGRAMME PROJECTS,TOWER HAMLETS GP CARE GROUP,33674415,"52,478.87"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Healthcentre Rent,"PRC DELEGATED CO-
COMMISSIONING",LIMEHOUSE PRACTICE,33616463,"52,520.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"KING`S COLLEGE HOSPITAL NHS FOUNDATION 
TRUST",33451078,"53,926.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,33434108,"55,056.72"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33647745,"55,176.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"KING`S COLLEGE HOSPITAL NHS FOUNDATION 
TRUST",33434103,"58,255.03"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33647754,"61,301.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",ALBION HEALTH CENTRE,33616439,"64,332.25"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",BETHNAL GREEN HEALTH CENTRE,33616435,"65,693.54"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-,DOCKLANDS MEDICAL CENTRE LONDON,33616447,"66,625.49"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",ABERFELDY STREET PRACTICE,33616437,"66,898.26"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ISLAND MEDICAL CENTRE,33485932,"68,587.58"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33434068,"71,505.20"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,NORTH EAST LONDON NHS FOUNDATION TRUST,33434135,"71,505.20"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33434147,"71,847.87"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"73,500.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",WAPPING HEALTH CENTRE,33616480,"77,563.12"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Hcare Srv Rec NHS Trust-Non Contract,LOCAL ENHANCED SERVICES,BARTS HEALTH NHS TRUST,33604967,"77,805.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"COMMISSIONING
PRC DELEGATED CO-",LIMEHOUSE PRACTICE,33616463,"82,689.69"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"82,783.19"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",ISLAND HEALTH,33616460,"84,341.87"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33647738,"91,418.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",MISSION PRACTICE,33616465,"93,187.68"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,"ELEVEN SISTERS COMMUNITY SUPPORT SERVICES 
LTD",33540713,"94,097.73"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33647761,"95,508.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",SPITALFIELDS GMS PRACTICE,33616469,"98,215.30"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",JUBILEE STREET PRACTICE,33630236,"98,606.04"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,WHIZZ MOBILITY CIC,33451170,"99,000.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GLOBETOWN SURGERY,33616452,"103,100.30"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,33485940,"105,794.42"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",BLITHEHALE MEDICAL CENTRE,33616441,"108,545.43"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Over/ Under 
Performance",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33647750,"112,461.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Prem Healthcentre Rent,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"114,587.83"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHRISP STREET HEALTH CENTRE,33616443,"120,745.82"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",XX PLACE,33616482,"127,288.28"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST PAULS WAY MEDICAL CENTRE,33485938,"127,702.50"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST ANDREWS HEALTH CENTRE,33485936,"129,388.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33696358,"130,000.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33528557,"147,867.16"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS DES Violent Patients,"PRC DELEGATED CO-
COMMISSIONING",PRIMARY CARE CENTRE(THE),33485942,"155,231.25"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,LONDON BOROUGH OF TOWER HAMLETS,33604748,"183,946.89"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",BARKANTINE PRACTICE,33485928,"221,318.00"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",DR N SELVAN,33630227,"231,998.41"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",33434163,"387,056.95"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,Baseline,ACUTE COMMISSIONING,TRUST,33434129,"434,970.92"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33434057,"545,118.50"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33434114,"1,222,556.12"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33434034,"5,790,321.86"
Department of Health,NHS Tower Hamlets CCG,31/08/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33434012,"16,370,920.85"
